time,gFx,gFy,gFz,TgF
2.329000,-0.0466,0.2951,0.9244,0.971
2.333000,-0.0642,0.3143,0.8914,0.947
2.339000,-0.0771,0.3409,0.8607,0.929
2.344000,-0.0776,0.3723,0.8378,0.920
2.349000,-0.0676,0.4024,0.8217,0.917
2.354000,-0.0507,0.4282,0.8213,0.928
2.358000,-0.0279,0.4485,0.8396,0.952
2.365000,-0.0098,0.4605,0.8702,0.985
2.370000,-0.0021,0.4645,0.9060,1.018
2.374000,-0.0073,0.4529,0.9378,1.041
2.380000,-0.0239,0.4277,0.9698,1.060
2.386000,-0.0493,0.3993,1.0043,1.082
2.390000,-0.0636,0.3730,1.0230,1.091
2.394000,-0.0805,0.3439,1.0351,1.094
2.404000,-0.1259,0.3045,1.0925,1.141
2.405000,-0.1682,0.2725,1.1781,1.221
2.421000,-0.1760,0.2608,1.2185,1.258
2.421000,-0.1544,0.2583,1.2253,1.262
2.422000,-0.1259,0.2629,1.2528,1.286
2.422000,-0.1062,0.2639,1.3090,1.340
2.426000,-0.0895,0.2594,1.3598,1.387
2.431000,-0.0701,0.2578,1.3929,1.418
2.436000,-0.0498,0.2600,1.4132,1.438
2.441000,-0.0290,0.2657,1.4147,1.440
2.446000,-0.0072,0.2724,1.3880,1.414
2.451000,0.0117,0.2823,1.3331,1.363
2.456000,0.0179,0.2907,1.2710,1.304
2.461000,0.0106,0.2926,1.1995,1.235
2.467000,-0.0079,0.2913,1.1222,1.159
2.471000,-0.0369,0.2888,1.0599,1.099
2.476000,-0.0705,0.2867,1.0291,1.071
2.482000,-0.1107,0.2782,1.0213,1.064
2.488000,-0.1498,0.2711,1.0399,1.085
2.491000,-0.1839,0.2593,1.0872,1.133
2.498000,-0.2036,0.2441,1.1504,1.194
2.503000,-0.2056,0.2334,1.2141,1.253
2.507000,-0.1936,0.2148,1.2718,1.304
2.511000,-0.1841,0.2023,1.3382,1.366
2.519000,-0.1745,0.1893,1.3977,1.421
2.521000,-0.1581,0.1787,1.4423,1.462
2.526000,-0.1443,0.1683,1.4593,1.476
2.533000,-0.1458,0.1544,1.4496,1.465
2.536000,-0.1571,0.1468,1.4192,1.435
2.540000,-0.1749,0.1428,1.3656,1.384
2.552000,-0.1889,0.1438,1.2980,1.320
2.555000,-0.1951,0.1427,1.2184,1.242
2.559000,-0.1853,0.1500,1.1514,1.176
2.565000,-0.1626,0.1671,1.1161,1.140
2.569000,-0.1209,0.1892,1.1126,1.135
2.574000,-0.0691,0.2054,1.1116,1.133
2.580000,-0.0137,0.2262,1.1074,1.130
2.584000,0.0249,0.2409,1.1026,1.129
2.589000,0.0531,0.2453,1.0943,1.123
2.594000,0.0681,0.2466,1.0792,1.109
2.599000,0.0670,0.2416,1.0521,1.082
2.603000,0.0582,0.2325,1.0312,1.059
2.608000,0.0484,0.2263,1.0168,1.043
2.614000,0.0459,0.2171,1.0002,1.025
2.618000,0.0427,0.2034,0.9777,1.000
2.624000,0.0399,0.1914,0.9514,0.971
2.628000,0.0412,0.1815,0.9263,0.945
2.635000,0.0392,0.1732,0.8964,0.914
2.639000,0.0388,0.1656,0.8784,0.895
2.644000,0.0400,0.1632,0.8806,0.896
2.654000,0.0504,0.1652,0.8935,0.910
2.655000,0.0638,0.1660,0.9104,0.928
2.667000,0.0755,0.1685,0.9206,0.939
2.669000,0.0778,0.1718,0.9228,0.942
2.680000,0.0687,0.1731,0.9213,0.940
2.680000,0.0528,0.1687,0.9118,0.929
2.681000,0.0322,0.1564,0.8877,0.902
2.683000,0.0130,0.1423,0.8535,0.865
2.687000,-0.0035,0.1341,0.8268,0.838
2.693000,-0.0190,0.1300,0.8075,0.818
2.699000,-0.0319,0.1293,0.7824,0.794
2.702000,-0.0379,0.1332,0.7522,0.765
2.707000,-0.0289,0.1424,0.7251,0.740
2.711000,-0.0093,0.1521,0.6976,0.714
2.717000,0.0045,0.1604,0.6647,0.684
2.721000,0.0157,0.1720,0.6261,0.650
2.726000,0.0302,0.1864,0.5937,0.623
2.731000,0.0511,0.2032,0.5802,0.617
2.736000,0.0739,0.2248,0.5852,0.631
2.741000,0.0943,0.2440,0.6045,0.659
2.747000,0.1037,0.2580,0.6367,0.695
2.752000,0.0954,0.2663,0.6818,0.738
2.756000,0.0741,0.2682,0.7456,0.796
2.762000,0.0492,0.2607,0.8175,0.860
2.769000,0.0233,0.2422,0.8741,0.907
2.771000,-0.0061,0.2201,0.9140,0.940
2.776000,-0.0400,0.1976,0.9384,0.960
2.787000,-0.0689,0.1735,0.9421,0.960
2.787000,-0.0884,0.1472,0.9290,0.945
2.792000,-0.1018,0.1202,0.9018,0.915
