time,wx (rad/s),wy (rad/s),wz (rad/s)
0.002,-0.22,-0.52,-0.13
0.002,-0.24,-0.48,-0.14
0.002,-0.26,-0.47,-0.14
0.002,-0.28,-0.45,-0.15
0.004,-0.30,-0.44,-0.15
0.006,-0.33,-0.42,-0.15
0.008,-0.36,-0.41,-0.15
0.009,-0.37,-0.40,-0.15
0.012,-0.39,-0.40,-0.15
0.014,-0.41,-0.40,-0.14
0.016,-0.42,-0.40,-0.13
0.018,-0.43,-0.42,-0.12
0.019,-0.44,-0.43,-0.11
0.022,-0.44,-0.46,-0.09
0.024,-0.44,-0.47,-0.08
0.026,-0.45,-0.51,-0.06
0.030,-0.45,-0.55,-0.04
0.030,-0.45,-0.57,-0.03
0.032,-0.45,-0.61,-0.01
0.033,-0.45,-0.62,0.00
0.035,-0.45,-0.66,0.02
0.038,-0.44,-0.69,0.03
0.040,-0.45,-0.70,0.04
0.042,-0.45,-0.72,0.05
0.044,-0.45,-0.74,0.06
0.046,-0.46,-0.75,0.06
0.049,-0.48,-0.76,0.07
0.050,-0.48,-0.76,0.07
0.052,-0.50,-0.77,0.08
0.054,-0.52,-0.76,0.08
0.056,-0.53,-0.75,0.08
0.058,-0.55,-0.73,0.08
0.060,-0.56,-0.71,0.08
0.064,-0.58,-0.69,0.09
0.064,-0.59,-0.66,0.08
0.066,-0.61,-0.65,0.09
0.070,-0.62,-0.63,0.09
0.070,-0.63,-0.62,0.09
0.072,-0.64,-0.61,0.08
0.073,-0.65,-0.60,0.08
0.075,-0.65,-0.60,0.08
0.078,-0.65,-0.59,0.07
0.080,-0.64,-0.57,0.06
0.081,-0.64,-0.56,0.05
0.083,-0.62,-0.54,0.04
0.086,-0.60,-0.52,0.03
0.088,-0.56,-0.49,0.02
0.089,-0.54,-0.49,0.02
0.092,-0.53,-0.48,0.01
0.094,-0.49,-0.47,0.01
0.097,-0.46,-0.47,0.01
0.099,-0.42,-0.49,0.02
0.100,-0.40,-0.50,0.03
0.102,-0.39,-0.53,0.03
0.105,-0.35,-0.57,0.05
0.106,-0.31,-0.62,0.06
0.109,-0.28,-0.68,0.07
0.110,-0.26,-0.71,0.07
0.113,-0.25,-0.74,0.08
0.114,-0.22,-0.81,0.09
0.116,-0.19,-0.86,0.12
0.119,-0.17,-0.91,0.14
0.120,-0.16,-0.93,0.15
0.122,-0.14,-0.97,0.17
0.124,-0.13,-0.98,0.19
0.126,-0.11,-0.99,0.21
0.129,-0.09,-0.98,0.23
0.130,-0.07,-0.97,0.25
0.132,-0.06,-0.95,0.27
0.134,-0.04,-0.92,0.28
0.136,-0.01,-0.88,0.30
0.138,0.00,-0.84,0.33
0.140,0.01,-0.82,0.34
0.142,0.02,-0.77,0.36
0.144,0.01,-0.75,0.38
0.146,0.02,-0.70,0.41
0.149,0.02,-0.64,0.44
0.150,0.01,-0.62,0.45
0.152,0.00,-0.57,0.48
0.154,0.01,-0.55,0.49
0.156,-0.01,-0.51,0.51
0.159,-0.02,-0.48,0.52
0.160,-0.02,-0.47,0.53
0.162,-0.02,-0.45,0.53
0.164,-0.04,-0.43,0.53
0.166,-0.04,-0.41,0.52
0.168,-0.03,-0.41,0.50
0.170,-0.04,-0.41,0.48
0.171,-0.04,-0.41,0.45
0.173,-0.04,-0.43,0.41
0.176,-0.04,-0.45,0.39
0.179,-0.02,-0.50,0.33
0.180,-0.02,-0.54,0.30
0.182,0.01,-0.63,0.22
0.184,0.04,-0.74,0.13
0.186,0.06,-0.80,0.09
0.189,0.09,-0.94,-0.00
0.190,0.12,-1.08,-0.09
0.193,0.14,-1.15,-0.13
0.194,0.16,-1.29,-0.20
0.197,0.17,-1.35,-0.24
0.199,0.17,-1.46,-0.31
0.200,0.18,-1.53,-0.34
0.202,0.18,-1.55,-0.40
0.204,0.16,-1.58,-0.45
0.206,0.14,-1.58,-0.47
0.208,0.10,-1.56,-0.51
0.210,0.08,-1.54,-0.52
0.212,0.05,-1.53,-0.53
0.214,-0.00,-1.50,-0.53
0.216,-0.06,-1.49,-0.52
0.219,-0.10,-1.46,-0.49
0.220,-0.12,-1.45,-0.49
0.222,-0.12,-1.42,-0.49
0.224,-0.14,-1.36,-0.48
0.226,-0.13,-1.29,-0.48
0.230,-0.12,-1.18,-0.48
0.230,-0.10,-1.12,-0.48
0.233,-0.10,-1.07,-0.48
0.234,-0.08,-0.94,-0.47
0.236,-0.07,-0.81,-0.46
0.238,-0.06,-0.68,-0.44
0.240,-0.05,-0.61,-0.42
0.242,-0.05,-0.48,-0.40
0.244,-0.04,-0.42,-0.39
0.246,-0.03,-0.30,-0.36
0.249,-0.02,-0.18,-0.34
0.250,-0.02,-0.13,-0.33
0.252,-0.00,-0.02,-0.30
0.254,0.02,0.03,-0.29
0.256,0.04,0.12,-0.27
0.259,0.07,0.20,-0.25
0.260,0.09,0.23,-0.25
0.262,0.12,0.28,-0.23
0.264,0.14,0.30,-0.22
0.266,0.17,0.31,-0.21
0.268,0.21,0.30,-0.19
0.270,0.23,0.30,-0.19
0.272,0.28,0.26,-0.17
0.274,0.30,0.23,-0.17
0.276,0.34,0.17,-0.16
0.279,0.38,0.11,-0.15
0.280,0.40,0.07,-0.15
0.282,0.43,-0.02,-0.14
0.284,0.45,-0.06,-0.13
0.286,0.47,-0.17,-0.13
0.288,0.48,-0.30,-0.13
0.290,0.50,-0.36,-0.14
0.292,0.51,-0.51,-0.16
0.294,0.51,-0.67,-0.20
0.297,0.51,-0.75,-0.22
0.299,0.52,-0.91,-0.28
0.301,0.50,-1.00,-0.31
0.302,0.50,-1.15,-0.38
0.305,0.49,-1.28,-0.47
0.307,0.48,-1.34,-0.51
0.309,0.44,-1.42,-0.59
0.310,0.43,-1.44,-0.63
0.313,0.40,-1.47,-0.72
0.314,0.36,-1.44,-0.81
0.316,0.33,-1.42,-0.86
0.318,0.30,-1.34,-0.94
0.320,0.27,-1.25,-1.01
0.322,0.25,-1.20,-1.05
0.324,0.22,-1.12,-1.10
0.326,0.22,-1.08,-1.12
0.329,0.20,-1.01,-1.16
0.332,0.18,-0.93,-1.19
0.332,0.18,-0.88,-1.21
0.334,0.19,-0.80,-1.22
0.336,0.16,-0.75,-1.23
0.339,0.17,-0.61,-1.24
0.340,0.17,-0.55,-1.23
0.342,0.17,-0.49,-1.23
0.344,0.17,-0.36,-1.22
0.346,0.16,-0.22,-1.20
0.349,0.15,-0.07,-1.18
0.350,0.16,0.02,-1.17
0.352,0.14,0.10,-1.16
0.354,0.13,0.28,-1.13
0.356,0.12,0.46,-1.10
0.358,0.10,0.66,-1.08
0.360,0.10,0.77,-1.07
0.363,0.09,0.87,-1.06
0.364,0.09,1.08,-1.04
0.366,0.08,1.28,-1.02
0.368,0.09,1.48,-1.00
0.370,0.08,1.58,-0.99
0.372,0.10,1.78,-0.97
0.374,0.11,1.88,-0.97
0.376,0.13,2.07,-0.96
0.378,0.17,2.23,-0.94
0.380,0.19,2.27,-0.92
0.382,0.30,2.20,-0.84
0.384,0.39,2.07,-0.79
0.385,0.59,1.75,-0.68
0.388,0.77,1.54,-0.57
0.390,0.84,1.49,-0.53
0.391,0.97,1.49,-0.46
0.393,1.02,1.54,-0.43
0.397,1.10,1.66,-0.39
0.399,1.17,1.76,-0.36
0.402,1.20,1.79,-0.34
0.402,1.27,1.80,-0.32
0.404,1.30,1.79,-0.30
0.406,1.36,1.77,-0.27
0.408,1.39,1.75,-0.26
0.410,1.40,1.73,-0.27
0.413,1.39,1.69,-0.30
0.414,1.34,1.58,-0.37
0.416,1.29,1.49,-0.43
0.419,1.14,1.22,-0.57
0.420,1.04,1.07,-0.65
0.422,0.81,0.75,-0.83
0.423,0.56,0.49,-1.01
0.426,0.41,0.39,-1.10
0.429,0.13,0.23,-1.27
0.430,0.00,0.16,-1.35
0.433,-0.27,0.05,-1.50
0.434,-0.52,-0.03,-1.61
0.436,-0.64,-0.06,-1.66
0.438,-0.85,-0.13,-1.74
0.440,-1.04,-0.18,-1.81
0.442,-1.13,-0.21,-1.83
0.445,-1.27,-0.26,-1.87
0.447,-1.35,-0.28,-1.89
0.450,-1.46,-0.31,-1.90
0.451,-1.54,-0.34,-1.91
0.452,-1.57,-0.35,-1.92
0.454,-1.64,-0.35,-1.91
0.456,-1.66,-0.37,-1.89
0.459,-1.75,-0.48,-1.80
0.460,-1.77,-0.51,-1.76
0.462,-1.80,-0.55,-1.71
0.464,-1.83,-0.63,-1.61
0.465,-1.86,-0.71,-1.50
0.469,-1.88,-0.78,-1.39
0.470,-1.89,-0.82,-1.33
0.472,-1.90,-0.85,-1.27
0.474,-1.89,-0.93,-1.16
0.476,-1.89,-0.98,-1.06
0.479,-1.87,-1.02,-0.99
0.481,-1.86,-1.04,-0.96
0.482,-1.85,-1.06,-0.94
0.484,-1.84,-1.12,-0.91
0.486,-1.81,-1.29,-0.89
0.488,-1.78,-1.52,-0.86
0.489,-1.76,-1.63,-0.85
0.491,-1.73,-1.86,-0.83
0.494,-1.72,-1.96,-0.83
0.496,-1.69,-2.20,-0.81
0.500,-1.66,-2.46,-0.80
0.502,-1.64,-2.59,-0.79
0.502,-1.62,-2.86,-0.78
0.504,-1.61,-3.00,-0.77
0.506,-1.56,-3.27,-0.75
0.508,-1.52,-3.58,-0.74
0.510,-1.49,-3.76,-0.72
0.512,-1.46,-4.04,-0.70
0.515,-1.45,-4.15,-0.69
0.516,-1.41,-4.44,-0.67
0.522,-1.36,-4.79,-0.63
0.522,-1.34,-4.98,-0.62
0.522,-1.29,-5.34,-0.58
0.526,-1.25,-5.40,-0.56
0.526,-1.12,-5.27,-0.50
0.532,-0.97,-5.14,-0.45
0.532,-0.90,-5.06,-0.42
0.533,-0.71,-4.82,-0.38
0.534,-0.50,-4.48,-0.34
0.535,-0.39,-4.29,-0.33
0.538,-0.15,-3.93,-0.31
0.541,-0.03,-3.76,-0.31
0.542,0.21,-3.42,-0.32
0.543,0.46,-3.06,-0.34
0.545,0.58,-2.87,-0.35
0.549,0.81,-2.48,-0.38
0.550,0.94,-2.27,-0.40
0.552,1.17,-1.80,-0.44
0.554,1.38,-1.32,-0.48
0.556,1.49,-1.08,-0.50
0.558,1.68,-0.64,-0.54
0.560,1.84,-0.25,-0.57
0.562,1.91,-0.07,-0.58
0.564,2.01,0.25,-0.62
0.567,2.04,0.38,-0.64
0.569,2.01,0.52,-0.70
0.570,1.86,0.53,-0.76
0.572,1.79,0.53,-0.78
0.574,1.66,0.56,-0.83
0.576,1.61,0.56,-0.86
0.578,1.47,0.54,-0.95
0.581,1.42,0.51,-0.98
0.583,1.37,0.47,-1.02
0.584,1.26,0.33,-1.09
0.585,1.16,0.06,-1.17
0.589,1.06,-0.31,-1.23
0.589,1.02,-0.50,-1.25
0.592,0.97,-0.70,-1.27
0.594,0.89,-1.06,-1.30
0.602,0.80,-1.41,-1.31
0.602,0.73,-1.74,-1.32
0.602,0.69,-1.89,-1.32
0.602,0.66,-2.04,-1.32
0.606,0.61,-2.30,-1.31
0.606,0.57,-2.54,-1.31
0.608,0.54,-2.72,-1.31
0.609,0.53,-2.78,-1.31
0.612,0.51,-2.85,-1.32
0.615,0.50,-2.86,-1.32
0.616,0.49,-2.86,-1.33
0.619,0.48,-2.83,-1.34
0.620,0.47,-2.80,-1.35
0.622,0.46,-2.75,-1.37
0.624,0.46,-2.72,-1.37
0.626,0.43,-2.71,-1.38
0.628,0.40,-2.72,-1.39
0.630,0.38,-2.72,-1.39
0.633,0.33,-2.75,-1.39
0.634,0.30,-2.78,-1.39
0.637,0.24,-2.85,-1.38
0.639,0.18,-2.95,-1.36
0.640,0.14,-3.00,-1.36
0.642,0.06,-3.09,-1.34
0.644,0.01,-3.14,-1.33
0.645,-0.07,-3.22,-1.31
0.649,-0.16,-3.29,-1.29
0.650,-0.21,-3.32,-1.29
0.652,-0.29,-3.35,-1.27
0.655,-0.34,-3.36,-1.26
0.656,-0.43,-3.37,-1.24
0.658,-0.51,-3.40,-1.22
0.660,-0.55,-3.41,-1.21
0.662,-0.62,-3.45,-1.19
0.666,-0.68,-3.44,-1.18
0.667,-0.70,-3.43,-1.18
0.669,-0.75,-3.44,-1.17
0.670,-0.76,-3.44,-1.17
0.672,-0.78,-3.45,-1.18
0.673,-0.79,-3.41,-1.20
0.676,-0.81,-3.37,-1.21
0.682,-0.81,-3.26,-1.25
0.683,-0.81,-3.13,-1.31
0.684,-0.81,-3.05,-1.33
0.684,-0.80,-2.89,-1.40
0.686,-0.79,-2.81,-1.43
0.688,-0.79,-2.66,-1.49
0.690,-0.79,-2.48,-1.55
0.693,-0.79,-2.39,-1.58
0.694,-0.79,-2.19,-1.62
0.696,-0.80,-2.09,-1.63
0.701,-0.82,-1.81,-1.65
0.703,-0.83,-1.73,-1.66
0.703,-0.83,-1.66,-1.66
0.704,-0.83,-1.55,-1.66
0.706,-0.84,-1.49,-1.64
0.710,-0.83,-1.45,-1.63
0.710,-0.82,-1.44,-1.61
0.712,-0.82,-1.44,-1.60
0.714,-0.81,-1.43,-1.56
0.716,-0.80,-1.43,-1.53
0.718,-0.78,-1.45,-1.48
0.720,-0.78,-1.47,-1.46
0.722,-0.76,-1.50,-1.43
0.724,-0.75,-1.58,-1.39
0.726,-0.73,-1.67,-1.35
0.729,-0.73,-1.78,-1.30
0.730,-0.71,-1.83,-1.28
0.734,-0.69,-1.93,-1.24
0.734,-0.69,-1.98,-1.21
0.736,-0.68,-2.07,-1.18
0.740,-0.65,-2.14,-1.14
0.740,-0.66,-2.17,-1.12
0.742,-0.64,-2.21,-1.09
0.744,-0.64,-2.23,-1.07
0.746,-0.63,-2.25,-1.05
0.749,-0.64,-2.26,-1.02
0.750,-0.64,-2.25,-1.02
0.752,-0.65,-2.23,-1.00
0.754,-0.66,-2.22,-0.99
0.756,-0.67,-2.17,-0.98
0.759,-0.70,-2.11,-0.96
0.761,-0.70,-2.09,-0.95
0.764,-0.72,-2.04,-0.94
0.764,-0.73,-2.03,-0.93
0.767,-0.74,-2.02,-0.93
0.768,-0.76,-2.03,-0.93
0.770,-0.77,-2.04,-0.93
0.771,-0.78,-2.06,-0.95
0.774,-0.79,-2.08,-0.96
0.776,-0.79,-2.17,-0.99
0.780,-0.79,-2.25,-1.03
0.780,-0.79,-2.31,-1.04
0.784,-0.78,-2.41,-1.08
0.785,-0.76,-2.52,-1.10
0.786,-0.75,-2.56,-1.11
0.789,-0.73,-2.63,-1.12
0.790,-0.72,-2.66,-1.12
0.792,-0.68,-2.72,-1.12
0.794,-0.65,-2.76,-1.11
0.797,-0.62,-2.76,-1.10
0.800,-0.57,-2.76,-1.09
0.800,-0.54,-2.75,-1.08
0.802,-0.48,-2.68,-1.05
0.804,-0.41,-2.57,-1.02
0.806,-0.38,-2.50,-1.00
0.809,-0.30,-2.39,-0.96
0.809,-0.23,-2.30,-0.92
0.812,-0.19,-2.26,-0.91
0.814,-0.12,-2.18,-0.87
0.817,-0.08,-2.15,-0.85
0.819,0.00,-2.07,-0.82
0.821,0.09,-1.96,-0.81
0.821,0.14,-1.91,-0.81
0.823,0.23,-1.79,-0.81
0.825,0.27,-1.73,-0.81
0.828,0.41,-1.57,-0.84
0.833,0.43,-1.52,-0.85
0.833,0.46,-1.48,-0.87
0.834,0.49,-1.40,-0.90
0.836,0.49,-1.31,-0.94
0.839,0.47,-1.21,-0.98
0.840,0.45,-1.14,-1.00
0.842,0.43,-1.07,-1.03
0.844,0.37,-0.93,-1.06
0.846,0.29,-0.80,-1.09
0.850,0.20,-0.71,-1.13
0.851,0.15,-0.67,-1.15
0.852,0.05,-0.64,-1.19
0.854,-0.01,-0.64,-1.21
0.856,-0.11,-0.64,-1.26
0.859,-0.21,-0.67,-1.31
0.860,-0.25,-0.68,-1.34
0.862,-0.35,-0.71,-1.37
0.864,-0.41,-0.73,-1.39
0.867,-0.50,-0.75,-1.42
0.869,-0.60,-0.76,-1.44
0.870,-0.65,-0.77,-1.44
0.872,-0.74,-0.78,-1.45
0.875,-0.79,-0.78,-1.45
0.877,-0.87,-0.76,-1.45
0.880,-0.95,-0.72,-1.43
0.880,-0.98,-0.73,-1.43
0.883,-1.04,-0.70,-1.41
0.884,-1.07,-0.66,-1.38
0.886,-1.13,-0.55,-1.33
0.889,-1.19,-0.44,-1.26
0.890,-1.22,-0.39,-1.23
0.893,-1.25,-0.35,-1.18
0.895,-1.27,-0.32,-1.14
0.897,-1.32,-0.24,-1.08
0.902,-1.37,-0.15,-1.02
0.903,-1.40,-0.11,-1.00
0.903,-1.47,-0.03,-0.95
0.904,-1.54,0.03,-0.91
0.906,-1.58,0.06,-0.90
0.909,-1.67,0.13,-0.87
0.910,-1.72,0.17,-0.87
0.912,-1.82,0.24,-0.85
0.914,-1.92,0.31,-0.85
0.917,-1.96,0.35,-0.85
0.921,-2.06,0.43,-0.87
0.922,-2.10,0.47,-0.87
0.923,-2.17,0.54,-0.91
0.924,-2.23,0.58,-0.95
0.928,-2.25,0.60,-0.98
0.930,-2.27,0.63,-1.06
0.931,-2.28,0.66,-1.16
0.932,-2.26,0.68,-1.22
0.935,-2.23,0.74,-1.35
0.936,-2.22,0.77,-1.43
0.938,-2.16,0.83,-1.59
0.939,-2.11,0.88,-1.76
0.942,-2.08,0.91,-1.85
0.943,-2.01,0.96,-2.02
0.945,-1.97,0.98,-2.10
0.950,-1.91,1.09,-2.33
0.952,-1.88,1.13,-2.41
0.952,-1.87,1.16,-2.47
0.954,-1.86,1.24,-2.60
0.956,-1.87,1.32,-2.68
0.959,-1.89,1.39,-2.74
0.960,-1.92,1.40,-2.76
0.963,-1.94,1.40,-2.77
0.964,-2.01,1.38,-2.78
0.968,-2.08,1.32,-2.72
0.969,-2.18,1.24,-2.62
0.970,-2.21,1.19,-2.54
0.972,-2.27,1.14,-2.46
0.974,-2.37,1.04,-2.25
0.976,-2.49,0.93,-2.00
0.979,-2.59,0.84,-1.72
0.981,-2.66,0.80,-1.56
0.986,-2.79,0.73,-1.23
0.987,-2.86,0.70,-1.05
0.987,-3.01,0.64,-0.69
0.989,-3.16,0.60,-0.30
0.989,-3.24,0.59,-0.10
0.992,-3.41,0.53,0.29
0.994,-3.49,0.49,0.48
0.996,-3.66,0.38,0.86
1.000,-3.82,0.24,1.21
1.001,-3.90,0.17,1.38
1.002,-4.04,0.02,1.70
1.004,-4.12,-0.05,1.84
1.006,-4.27,-0.19,2.11
1.009,-4.40,-0.32,2.35
1.010,-4.48,-0.38,2.45
1.012,-4.61,-0.47,2.64
1.017,-4.67,-0.51,2.72
1.017,-4.80,-0.58,2.86
1.018,-4.91,-0.62,2.98
1.019,-4.97,-0.64,3.03
1.022,-5.07,-0.68,3.12
1.024,-5.17,-0.70,3.18
1.026,-5.22,-0.71,3.20
1.030,-5.30,-0.72,3.23
1.030,-5.34,-0.73,3.24
1.034,-5.41,-0.73,3.24
1.034,-5.47,-0.74,3.22
1.036,-5.51,-0.75,3.20
1.038,-5.56,-0.77,3.16
1.040,-5.58,-0.78,3.13
1.042,-5.62,-0.82,3.05
1.044,-5.65,-0.84,2.97
1.046,-5.66,-0.87,2.93
1.049,-5.68,-0.90,2.83
1.051,-5.68,-0.94,2.73
1.053,-5.69,-0.96,2.67
1.054,-5.68,-1.00,2.57
1.056,-5.67,-1.02,2.52
1.060,-5.65,-1.08,2.42
1.060,-5.61,-1.14,2.32
1.062,-5.59,-1.17,2.28
1.065,-5.54,-1.26,2.19
1.068,-5.52,-1.30,2.15
1.069,-5.39,-1.45,2.04
1.070,-5.36,-1.50,2.01
1.072,-5.32,-1.55,1.98
1.074,-5.22,-1.63,1.93
1.077,-5.11,-1.70,1.88
1.079,-5.00,-1.76,1.84
1.080,-4.94,-1.80,1.83
1.084,-4.89,-1.82,1.82
1.085,-4.77,-1.87,1.79
1.086,-4.67,-1.94,1.78
1.089,-4.56,-1.99,1.78
1.090,-4.51,-2.01,1.78
1.092,-4.48,-2.04,1.78
1.094,-4.41,-2.06,1.79
1.096,-4.36,-2.08,1.79
1.099,-4.32,-2.09,1.80
1.104,-4.31,-2.09,1.79
1.104,-4.32,-2.09,1.77
1.104,-4.33,-2.10,1.75
1.106,-4.36,-2.09,1.70
1.109,-4.42,-2.05,1.64
1.110,-4.45,-2.02,1.60
1.112,-4.53,-1.93,1.51
1.114,-4.58,-1.86,1.45
1.118,-4.68,-1.73,1.33
1.125,-4.79,-1.60,1.18
1.125,-4.84,-1.53,1.10
1.126,-4.94,-1.41,0.92
1.128,-4.99,-1.37,0.82
1.128,-5.09,-1.29,0.61
1.130,-5.17,-1.24,0.38
1.131,-5.20,-1.22,0.26
1.133,-5.27,-1.21,0.03
1.134,-5.29,-1.21,-0.08
1.136,-5.32,-1.22,-0.32
1.139,-5.32,-1.25,-0.53
1.140,-5.31,-1.27,-0.64
1.142,-5.28,-1.32,-0.83
1.144,-5.24,-1.35,-0.92
1.147,-5.16,-1.43,-1.08
1.151,-5.04,-1.54,-1.21
1.152,-4.97,-1.61,-1.25
1.152,-4.77,-1.82,-1.32
1.154,-4.57,-1.97,-1.38
1.156,-4.47,-2.06,-1.39
1.158,-4.25,-2.23,-1.41
1.160,-4.14,-2.33,-1.41
1.163,-3.89,-2.53,-1.40
1.164,-3.65,-2.72,-1.37
1.168,-3.52,-2.82,-1.35
1.169,-3.25,-3.01,-1.31
1.170,-2.99,-3.20,-1.26
1.172,-2.86,-3.30,-1.23
1.174,-2.60,-3.48,-1.17
1.176,-2.47,-3.56,-1.14
1.179,-2.11,-3.79,-1.06
1.181,-2.02,-3.86,-1.03
1.183,-1.90,-3.93,-1.00
1.186,-1.70,-4.08,-0.95
1.187,-1.60,-4.15,-0.92
1.188,-1.33,-4.35,-0.83
1.190,-1.23,-4.42,-0.79
1.193,-1.15,-4.48,-0.75
1.195,-0.98,-4.62,-0.66
1.196,-0.81,-4.76,-0.57
1.202,-0.65,-4.90,-0.47
1.203,-0.57,-4.97,-0.41
1.203,-0.48,-5.04,-0.36
1.204,-0.32,-5.17,-0.24
1.207,-0.17,-5.31,-0.13
1.209,-0.01,-5.44,-0.02
1.210,0.08,-5.51,0.04
1.213,0.15,-5.57,0.09
1.214,0.32,-5.68,0.18
1.219,0.46,-5.79,0.26
1.220,0.62,-5.87,0.32
1.220,0.68,-5.90,0.35
1.223,0.83,-5.95,0.39
1.225,0.90,-5.98,0.41
1.226,1.03,-6.00,0.43
1.229,1.17,-6.00,0.45
1.230,1.23,-6.00,0.45
1.234,1.36,-5.97,0.45
1.234,1.43,-5.94,0.44
1.237,1.54,-5.88,0.43
1.239,1.66,-5.79,0.39
1.241,1.72,-5.73,0.37
1.242,1.82,-5.62,0.32
1.244,1.87,-5.54,0.29
1.246,1.96,-5.41,0.23
1.249,2.05,-5.27,0.16
1.250,2.08,-5.19,0.12
1.253,2.16,-5.04,0.03
1.255,2.18,-4.97,-0.02
1.256,2.23,-4.81,-0.11
1.259,2.28,-4.65,-0.20
1.260,2.29,-4.58,-0.24
1.262,2.31,-4.41,-0.32
1.265,2.32,-4.32,-0.36
1.271,2.33,-4.14,-0.43
1.272,2.33,-3.94,-0.50
1.272,2.33,-3.84,-0.52
1.272,2.31,-3.63,-0.58
1.274,2.29,-3.41,-0.62
1.276,2.27,-3.29,-0.64
1.279,2.23,-3.08,-0.67
1.281,2.20,-2.98,-0.69
1.282,2.16,-2.78,-0.72
1.286,2.11,-2.59,-0.75
1.287,2.09,-2.50,-0.77
1.289,2.02,-2.31,-0.80
1.290,1.99,-2.22,-0.82
1.292,1.92,-2.04,-0.84
1.293,1.84,-1.86,-0.86
1.297,1.80,-1.78,-0.86
1.300,1.69,-1.54,-0.87
1.303,1.66,-1.47,-0.87
1.304,1.63,-1.40,-0.87
1.304,1.56,-1.26,-0.86
1.306,1.53,-1.20,-0.85
1.309,1.43,-1.04,-0.83
1.310,1.39,-1.00,-0.83
1.312,1.35,-0.96,-0.83
1.314,1.24,-0.81,-0.82
1.316,1.14,-0.72,-0.80
1.319,1.01,-0.65,-0.78
1.321,0.95,-0.64,-0.77
1.322,0.90,-0.63,-0.77
1.324,0.79,-0.61,-0.76
1.325,0.67,-0.60,-0.76
1.329,0.54,-0.56,-0.76
1.330,0.49,-0.56,-0.77
1.333,0.43,-0.55,-0.77
1.336,0.35,-0.55,-0.79
1.340,0.27,-0.52,-0.78
1.344,0.20,-0.48,-0.78
1.344,0.16,-0.44,-0.78
1.344,0.11,-0.38,-0.78
1.344,0.08,-0.36,-0.78
1.347,0.04,-0.30,-0.78
1.349,0.00,-0.23,-0.77
1.351,-0.04,-0.19,-0.77
1.352,-0.07,-0.15,-0.76
1.354,-0.08,-0.13,-0.76
1.356,-0.13,-0.08,-0.76
1.358,-0.17,-0.00,-0.77
1.360,-0.18,0.03,-0.77
1.362,-0.23,0.09,-0.78
1.364,-0.24,0.13,-0.78
1.366,-0.28,0.20,-0.79
1.371,-0.31,0.27,-0.81
1.371,-0.32,0.31,-0.82
1.372,-0.36,0.44,-0.84
1.374,-0.36,0.52,-0.86
1.376,-0.39,0.68,-0.91
1.379,-0.42,0.85,-0.97
1.380,-0.45,0.94,-1.00
1.382,-0.52,1.09,-1.10
1.386,-0.56,1.16,-1.14
1.387,-0.63,1.28,-1.25
1.389,-0.68,1.34,-1.38
1.391,-0.69,1.38,-1.44
1.391,-0.78,1.48,-1.58
1.394,-0.83,1.47,-1.66
1.396,-0.82,1.47,-1.69
1.399,-0.84,1.55,-1.75
1.401,-0.86,1.59,-1.77
1.403,-0.88,1.67,-1.78
1.406,-0.90,1.71,-1.77
1.406,-0.91,1.70,-1.76
1.409,-0.89,1.68,-1.72
1.410,-0.81,1.58,-1.66
1.411,-0.77,1.53,-1.62
1.414,-0.71,1.49,-1.55
1.415,-0.69,1.46,-1.50
1.420,-0.67,1.36,-1.39
1.421,-0.66,1.20,-1.30
1.422,-0.65,1.09,-1.26
1.423,-0.65,0.91,-1.17
1.426,-0.65,0.84,-1.12
1.428,-0.68,0.72,-1.03
1.430,-0.75,0.58,-0.92
1.432,-0.79,0.52,-0.88
1.435,-0.87,0.38,-0.78
1.436,-0.91,0.32,-0.75
1.439,-1.03,0.20,-0.64
1.440,-1.06,0.19,-0.62
1.441,-1.11,0.16,-0.60
1.444,-1.16,0.13,-0.57
1.446,-1.21,0.13,-0.57
1.448,-1.26,0.16,-0.58
1.450,-1.29,0.18,-0.59
1.452,-1.31,0.21,-0.60
1.456,-1.36,0.28,-0.65
1.456,-1.40,0.36,-0.70
1.458,-1.45,0.46,-0.75
1.459,-1.48,0.50,-0.78
1.462,-1.53,0.56,-0.81
1.469,-1.56,0.68,-0.87
1.469,-1.62,0.80,-0.93
1.470,-1.68,0.93,-0.98
1.470,-1.70,0.99,-1.00
1.473,-1.77,1.12,-1.03
1.474,-1.78,1.19,-1.04
1.476,-1.84,1.32,-1.06
1.478,-1.88,1.43,-1.06
1.480,-1.89,1.48,-1.06
1.482,-1.91,1.58,-1.05
1.485,-1.93,1.61,-1.06
1.487,-1.93,1.68,-1.05
1.488,-1.93,1.78,-1.04
1.489,-1.93,1.83,-1.04
1.492,-1.92,1.93,-1.02
1.493,-1.89,1.97,-1.02
1.495,-1.87,2.05,-0.99
1.498,-1.81,2.08,-0.96
1.504,-1.77,2.07,-0.95
1.505,-1.66,2.05,-0.94
1.505,-1.61,2.04,-0.94
1.509,-1.52,2.04,-0.93
1.509,-1.43,2.04,-0.91
1.510,-1.40,2.03,-0.90
1.513,-1.31,2.01,-0.88
1.514,-1.22,1.99,-0.86
1.517,-1.20,1.99,-0.84
1.518,-1.14,1.95,-0.82
1.519,-1.11,1.94,-0.80
1.522,-1.05,1.88,-0.76
1.524,-1.02,1.81,-0.73
1.525,-0.99,1.79,-0.71
1.528,-0.97,1.73,-0.65
1.529,-0.96,1.68,-0.62
