time,wx (rad/s),wy (rad/s),wz (rad/s)
19.770,0.58,-0.17,0.01
19.774,0.45,-0.25,0.00
19.779,0.28,-0.34,-0.01
19.784,0.08,-0.43,-0.01
19.789,-0.14,-0.49,-0.01
19.795,-0.37,-0.54,-0.01
19.799,-0.60,-0.55,-0.00
19.804,-0.83,-0.54,-0.01
19.809,-1.04,-0.51,-0.01
19.814,-1.23,-0.45,-0.01
19.819,-1.40,-0.39,0.00
19.823,-1.53,-0.32,0.03
19.830,-1.62,-0.24,0.06
19.833,-1.67,-0.16,0.10
19.839,-1.70,-0.07,0.14
19.848,-1.70,0.01,0.19
19.848,-1.67,0.08,0.25
19.854,-1.59,0.11,0.32
19.858,-1.47,0.11,0.41
19.881,-1.31,0.06,0.51
19.882,-1.12,-0.04,0.62
19.883,-0.92,-0.18,0.72
19.883,-0.70,-0.35,0.81
19.884,-0.49,-0.52,0.88
19.887,-0.30,-0.69,0.93
19.892,-0.16,-0.85,0.95
19.897,-0.09,-0.97,0.93
19.902,-0.09,-1.06,0.90
19.907,-0.15,-1.10,0.84
19.912,-0.26,-1.09,0.78
19.917,-0.42,-1.02,0.70
19.921,-0.59,-0.90,0.63
19.927,-0.78,-0.71,0.56
19.931,-0.95,-0.50,0.52
19.936,-1.08,-0.30,0.49
19.941,-1.17,-0.16,0.48
19.946,-1.22,-0.09,0.49
19.951,-1.24,-0.10,0.50
19.956,-1.23,-0.14,0.50
19.965,-1.19,-0.16,0.46
19.966,-1.12,-0.16,0.39
19.973,-1.02,-0.14,0.27
20.002,-0.90,-0.09,0.12
20.003,-0.77,-0.04,-0.04
20.003,-0.63,0.01,-0.19
20.003,-0.50,0.05,-0.32
20.003,-0.38,0.05,-0.37
20.006,-0.30,0.00,-0.37
20.010,-0.27,-0.09,-0.30
20.015,-0.30,-0.19,-0.19
20.019,-0.36,-0.28,-0.07
20.024,-0.42,-0.34,0.02
20.029,-0.46,-0.36,0.04
20.036,-0.46,-0.31,-0.02
20.041,-0.43,-0.19,-0.14
20.045,-0.38,-0.02,-0.34
20.050,-0.33,0.16,-0.61
20.053,-0.33,0.28,-0.93
20.059,-0.39,0.33,-1.27
20.064,-0.53,0.32,-1.59
20.069,-0.74,0.25,-1.84
20.073,-1.00,0.13,-2.02
20.082,-1.29,-0.02,-2.12
20.084,-1.60,-0.19,-2.15
20.089,-1.89,-0.34,-2.15
20.093,-2.11,-0.46,-2.11
20.133,-2.21,-0.51,-2.03
20.134,-2.17,-0.45,-1.92
20.134,-1.98,-0.29,-1.79
20.135,-1.66,-0.03,-1.63
20.135,-1.25,0.29,-1.44
20.135,-0.80,0.62,-1.21
20.135,-0.34,0.91,-0.94
20.136,0.12,1.09,-0.65
20.137,0.53,1.14,-0.35
20.142,0.90,1.04,-0.07
20.147,1.19,0.83,0.19
20.152,1.40,0.52,0.42
20.156,1.53,0.18,0.58
20.162,1.62,-0.15,0.65
20.166,1.65,-0.46,0.64
20.171,1.63,-0.73,0.56
20.177,1.54,-0.96,0.43
20.182,1.39,-1.12,0.25
20.186,1.17,-1.18,0.03
20.191,0.88,-1.13,-0.21
20.197,0.54,-0.97,-0.45
20.201,0.18,-0.71,-0.67
20.206,-0.17,-0.39,-0.87
20.211,-0.49,-0.07,-1.04
20.216,-0.74,0.24,-1.18
20.223,-0.88,0.53,-1.28
20.226,-0.91,0.77,-1.35
20.254,-0.83,0.96,-1.35
20.255,-0.63,1.07,-1.30
20.256,-0.35,1.11,-1.21
20.256,-0.01,1.07,-1.09
20.256,0.34,0.99,-0.95
20.257,0.68,0.87,-0.79
20.259,0.98,0.71,-0.65
20.264,1.22,0.50,-0.53
20.269,1.38,0.31,-0.46
20.274,1.48,0.17,-0.41
20.279,1.51,0.10,-0.38
20.284,1.51,0.10,-0.35
20.288,1.47,0.18,-0.32
20.294,1.40,0.33,-0.27
20.300,1.31,0.52,-0.20
20.303,1.21,0.71,-0.11
20.309,1.12,0.87,-0.02
20.313,1.04,0.99,0.07
20.319,0.99,1.05,0.16
20.331,0.99,1.05,0.26
20.333,1.05,1.01,0.39
20.339,1.18,0.94,0.54
20.344,1.34,0.88,0.67
20.355,1.53,0.86,0.80
20.356,1.73,0.87,0.91
20.359,1.92,0.93,1.02
20.367,2.07,1.03,1.13
20.403,2.18,1.15,1.22
20.404,2.23,1.22,1.30
20.404,2.24,1.20,1.35
20.405,2.21,1.08,1.37
20.405,2.17,0.88,1.38
20.406,2.11,0.58,1.39
20.407,2.02,0.23,1.42
20.407,1.91,-0.12,1.45
20.408,1.77,-0.39,1.49
20.411,1.62,-0.55,1.54
20.417,1.48,-0.63,1.57
20.421,1.39,-0.66,1.59
20.426,1.34,-0.68,1.59
20.432,1.34,-0.70,1.56
20.436,1.32,-0.71,1.47
20.441,1.23,-0.67,1.31
20.447,1.00,-0.57,1.08
20.451,0.62,-0.42,0.81
20.455,0.12,-0.21,0.53
20.461,-0.45,0.02,0.26
20.467,-1.07,0.21,0.03
20.470,-1.67,0.33,-0.15
20.475,-2.20,0.35,-0.26
20.483,-2.60,0.29,-0.30
20.485,-2.83,0.17,-0.25
20.491,-2.85,0.03,-0.15
20.496,-2.67,-0.09,-0.04
20.520,-2.34,-0.17,0.07
20.521,-1.93,-0.20,0.15
20.521,-1.49,-0.18,0.20
20.522,-1.04,-0.13,0.25
20.522,-0.58,-0.03,0.31
20.524,-0.11,0.05,0.37
20.530,0.38,0.10,0.42
20.534,0.85,0.10,0.46
20.539,1.27,0.07,0.48
20.543,1.62,0.00,0.47
20.548,1.86,-0.11,0.43
20.553,1.98,-0.27,0.37
20.559,1.97,-0.49,0.31
20.564,1.84,-0.76,0.27
20.568,1.59,-1.05,0.27
20.573,1.25,-1.28,0.30
20.578,0.83,-1.40,0.37
20.583,0.38,-1.39,0.48
20.588,-0.06,-1.26,0.60
20.592,-0.44,-1.03,0.70
20.598,-0.75,-0.73,0.76
20.603,-0.95,-0.41,0.79
20.607,-1.07,-0.11,0.80
20.614,-1.11,0.17,0.80
20.617,-1.05,0.38,0.82
20.622,-0.92,0.52,0.82
20.627,-0.73,0.59,0.83
20.634,-0.51,0.62,0.82
20.637,-0.27,0.61,0.79
20.642,-0.06,0.55,0.75
20.652,0.12,0.47,0.69
20.658,0.27,0.34,0.61
20.662,0.36,0.16,0.52
20.692,0.40,-0.06,0.42
20.693,0.38,-0.27,0.34
20.693,0.29,-0.45,0.27
20.693,0.13,-0.58,0.22
20.694,-0.07,-0.66,0.20
20.694,-0.30,-0.67,0.19
20.696,-0.54,-0.63,0.19
20.700,-0.73,-0.56,0.23
20.705,-0.86,-0.49,0.29
20.710,-0.92,-0.44,0.34
20.715,-0.94,-0.40,0.39
20.720,-0.91,-0.35,0.43
20.725,-0.84,-0.29,0.44
20.730,-0.75,-0.21,0.42
20.735,-0.66,-0.13,0.36
20.739,-0.59,-0.07,0.26
20.744,-0.51,-0.05,0.12
20.750,-0.41,-0.07,-0.05
20.754,-0.32,-0.15,-0.24
20.759,-0.26,-0.31,-0.46
20.767,-0.26,-0.50,-0.68
20.769,-0.33,-0.63,-0.87
20.778,-0.46,-0.66,-1.03
20.779,-0.61,-0.61,-1.15
20.805,-0.74,-0.49,-1.21
20.805,-0.81,-0.34,-1.21
20.806,-0.81,-0.20,-1.14
20.806,-0.75,-0.13,-1.02
20.806,-0.66,-0.12,-0.90
20.809,-0.58,-0.14,-0.81
20.814,-0.55,-0.12,-0.75
20.818,-0.61,-0.05,-0.74
20.823,-0.79,0.00,-0.76
20.828,-1.10,0.03,-0.85
20.833,-1.49,0.07,-0.99
20.837,-1.92,0.11,-1.15
20.843,-2.37,0.12,-1.30
20.849,-2.83,0.10,-1.40
20.852,-3.28,0.04,-1.47
20.857,-3.71,-0.02,-1.51
20.862,-4.05,-0.02,-1.48
20.868,-4.23,0.06,-1.37
20.872,-4.18,0.18,-1.17
20.877,-3.85,0.31,-0.87
20.886,-3.27,0.43,-0.51
20.887,-2.48,0.53,-0.12
20.893,-1.55,0.58,0.30
20.914,-0.60,0.56,0.72
20.915,0.29,0.40,1.13
20.915,1.08,0.15,1.49
20.916,1.74,-0.19,1.81
20.917,2.29,-0.62,2.07
20.921,2.71,-1.12,2.26
20.926,3.02,-1.64,2.36
20.931,3.19,-2.06,2.36
20.936,3.20,-2.33,2.27
20.942,3.07,-2.38,2.11
20.946,2.79,-2.21,1.90
20.950,2.39,-1.85,1.66
20.955,1.90,-1.34,1.41
20.960,1.37,-0.75,1.15
20.966,0.81,-0.16,0.87
20.975,0.29,0.39,0.59
20.980,-0.16,0.86,0.32
20.985,-0.50,1.19,0.06
20.990,-0.75,1.36,-0.18
20.994,-0.90,1.37,-0.37
21.003,-0.96,1.26,-0.48
21.009,-0.95,1.09,-0.53
21.010,-0.87,0.89,-0.52
21.030,-0.75,0.69,-0.48
21.030,-0.58,0.53,-0.44
21.031,-0.41,0.41,-0.39
21.031,-0.23,0.34,-0.36
21.034,-0.04,0.31,-0.32
21.039,0.13,0.28,-0.33
21.043,0.25,0.26,-0.39
21.050,0.32,0.30,-0.48
21.053,0.35,0.42,-0.55
21.058,0.36,0.53,-0.62
21.063,0.37,0.57,-0.66
21.068,0.38,0.53,-0.69
21.073,0.37,0.46,-0.70
21.077,0.34,0.37,-0.67
21.084,0.29,0.30,-0.63
21.087,0.22,0.23,-0.60
21.092,0.15,0.15,-0.58
21.097,0.11,0.14,-0.59
21.102,0.14,0.34,-0.56
21.107,0.25,0.73,-0.40
21.112,0.41,1.05,-0.16
21.118,0.63,1.13,-0.01
21.122,0.86,1.04,0.04
21.127,1.07,0.87,0.08
21.136,1.23,0.75,0.13
21.137,1.33,0.72,0.18
21.141,1.35,0.75,0.22
21.146,1.33,0.81,0.24
21.164,1.28,0.82,0.24
21.166,1.23,0.71,0.23
21.167,1.18,0.53,0.19
21.169,1.11,0.34,0.15
21.171,1.03,0.18,0.13
21.176,0.94,0.10,0.12
21.181,0.85,0.10,0.12
21.185,0.76,0.14,0.13
21.190,0.70,0.22,0.16
21.195,0.64,0.30,0.20
21.201,0.58,0.40,0.25
21.205,0.53,0.51,0.32
21.210,0.48,0.67,0.39
21.216,0.44,0.86,0.46
21.220,0.44,1.09,0.51
21.225,0.49,1.32,0.53
21.229,0.57,1.50,0.52
21.235,0.66,1.59,0.49
21.239,0.75,1.63,0.45
21.244,0.83,1.60,0.40
21.250,0.91,1.51,0.37
21.254,0.98,1.36,0.39
21.259,1.07,1.10,0.45
21.264,1.12,0.77,0.54
21.269,1.13,0.42,0.63
21.275,1.09,0.13,0.71
21.279,1.02,-0.09,0.77
21.286,0.93,-0.23,0.82
21.290,0.83,-0.31,0.84
21.298,0.73,-0.36,0.86
21.313,0.64,-0.41,0.88
21.313,0.55,-0.49,0.91
21.313,0.44,-0.58,0.94
21.319,0.27,-0.65,0.96
21.322,0.06,-0.64,0.96
21.327,-0.21,-0.51,0.92
21.334,-0.49,-0.24,0.82
21.337,-0.71,0.13,0.65
21.342,-0.82,0.50,0.43
21.347,-0.78,0.77,0.17
21.352,-0.58,0.91,-0.10
21.358,-0.26,0.93,-0.33
21.362,0.11,0.86,-0.51
21.369,0.49,0.72,-0.61
21.373,0.83,0.51,-0.65
21.379,1.11,0.24,-0.63
21.382,1.28,-0.05,-0.56
21.387,1.36,-0.30,-0.47
21.392,1.32,-0.49,-0.36
21.397,1.17,-0.59,-0.25
21.402,0.92,-0.57,-0.16
21.407,0.58,-0.45,-0.07
21.411,0.19,-0.31,0.03
21.420,-0.22,-0.14,0.09
21.421,-0.64,0.05,0.10
21.429,-1.04,0.24,0.07
21.431,-1.39,0.42,0.03
21.450,-1.68,0.57,-0.05
21.451,-1.87,0.69,-0.14
21.451,-1.96,0.77,-0.23
21.452,-1.98,0.81,-0.31
21.455,-1.93,0.81,-0.37
21.460,-1.81,0.79,-0.40
21.464,-1.62,0.74,-0.40
21.469,-1.40,0.65,-0.39
21.474,-1.17,0.53,-0.37
21.480,-0.95,0.38,-0.35
21.485,-0.72,0.22,-0.29
21.489,-0.51,0.03,-0.22
21.494,-0.31,-0.24,-0.12
21.500,-0.14,-0.58,-0.02
21.504,-0.05,-0.95,0.08
21.509,-0.07,-1.25,0.15
21.513,-0.20,-1.37,0.22
21.519,-0.42,-1.33,0.30
21.523,-0.71,-1.20,0.37
21.529,-1.01,-1.02,0.40
21.539,-1.29,-0.79,0.39
21.540,-1.54,-0.55,0.34
21.544,-1.73,-0.33,0.28
21.548,-1.83,-0.18,0.22
21.568,-1.84,-0.10,0.17
21.569,-1.76,-0.06,0.12
21.569,-1.62,-0.05,0.09
21.569,-1.41,-0.05,0.09
21.573,-1.12,-0.05,0.15
21.577,-0.77,-0.04,0.22
21.582,-0.38,-0.04,0.32
21.587,0.03,-0.13,0.43
21.592,0.43,-0.31,0.53
21.597,0.76,-0.52,0.59
21.602,1.01,-0.67,0.61
21.607,1.15,-0.78,0.61
21.611,1.20,-0.90,0.61
21.621,1.16,-0.98,0.57
21.627,1.04,-0.99,0.49
21.632,0.87,-0.89,0.39
21.636,0.65,-0.78,0.30
21.641,0.40,-0.70,0.21
21.646,0.12,-0.65,0.11
21.652,-0.16,-0.57,0.01
21.656,-0.43,-0.43,-0.08
21.661,-0.68,-0.26,-0.13
21.666,-0.86,-0.09,-0.12
21.671,-0.98,0.03,-0.08
21.679,-1.02,0.07,-0.03
21.681,-0.95,0.06,0.00
21.701,-0.83,0.07,-0.01
21.702,-0.68,0.08,-0.06
21.702,-0.50,0.07,-0.11
21.702,-0.32,0.10,-0.13
21.705,-0.15,0.16,-0.15
21.710,-0.02,0.18,-0.17
21.714,0.08,0.15,-0.20
21.719,0.14,0.08,-0.24
21.724,0.21,0.06,-0.30
21.729,0.36,0.20,-0.42
21.734,0.54,0.36,-0.55
21.739,0.69,0.58,-0.64
21.744,0.79,0.92,-0.70
21.749,0.72,0.94,-0.72
21.754,0.40,0.59,-0.66
21.758,-0.06,0.12,-0.51
21.763,-0.46,-0.25,-0.33
21.769,-0.71,-0.29,-0.12
21.773,-0.88,0.01,0.14
21.778,-0.98,0.47,0.41
21.783,-1.05,0.94,0.64
21.788,-1.12,1.32,0.80
21.793,-1.19,1.53,0.85
21.798,-1.23,1.59,0.82
21.805,-1.21,1.53,0.72
21.809,-1.13,1.35,0.57
21.814,-0.97,1.08,0.40
21.833,-0.74,0.78,0.23
21.834,-0.49,0.47,0.05
21.834,-0.23,0.17,-0.11
21.835,0.02,-0.14,-0.26
21.837,0.24,-0.45,-0.37
21.842,0.42,-0.72,-0.44
21.847,0.56,-0.88,-0.46
21.854,0.66,-0.92,-0.43
21.857,0.71,-0.85,-0.34
21.861,0.70,-0.69,-0.21
21.867,0.63,-0.46,-0.07
21.872,0.50,-0.23,0.06
21.876,0.31,-0.00,0.17
21.881,0.10,0.20,0.25
21.887,-0.10,0.39,0.30
21.891,-0.29,0.56,0.32
21.896,-0.46,0.72,0.31
21.902,-0.60,0.84,0.27
21.905,-0.72,0.90,0.21
21.910,-0.78,0.90,0.12
21.922,-0.77,0.82,0.03
21.922,-0.71,0.67,-0.07
21.926,-0.59,0.46,-0.14
21.930,-0.42,0.20,-0.19
21.940,-0.21,-0.07,-0.20
21.941,-0.01,-0.32,-0.19
21.950,0.16,-0.51,-0.18
21.971,0.28,-0.62,-0.17
21.972,0.32,-0.64,-0.15
21.972,0.30,-0.59,-0.12
21.972,0.21,-0.50,-0.09
21.974,0.09,-0.37,-0.06
21.980,-0.04,-0.22,-0.05
21.984,-0.17,-0.07,-0.05
21.989,-0.28,0.05,-0.06
21.994,-0.34,0.13,-0.09
21.998,-0.37,0.18,-0.13
22.004,-0.34,0.19,-0.18
22.008,-0.28,0.18,-0.23
22.013,-0.19,0.13,-0.26
22.019,-0.07,0.04,-0.27
22.023,0.06,-0.07,-0.26
22.028,0.20,-0.19,-0.21
22.033,0.33,-0.31,-0.15
22.040,0.45,-0.44,-0.08
22.042,0.53,-0.56,-0.03
22.048,0.59,-0.67,0.01
22.053,0.61,-0.73,0.04
22.058,0.58,-0.75,0.04
22.062,0.50,-0.73,0.02
22.073,0.38,-0.66,-0.03
22.074,0.23,-0.54,-0.09
22.077,0.08,-0.40,-0.15
22.082,-0.06,-0.26,-0.22
22.101,-0.18,-0.15,-0.27
22.102,-0.27,-0.07,-0.30
22.104,-0.33,-0.01,-0.32
22.104,-0.36,0.01,-0.32
22.106,-0.36,-0.01,-0.30
22.112,-0.35,-0.06,-0.27
22.116,-0.33,-0.12,-0.24
22.122,-0.31,-0.17,-0.21
22.126,-0.30,-0.20,-0.18
22.131,-0.29,-0.20,-0.16
22.137,-0.29,-0.18,-0.14
22.141,-0.30,-0.16,-0.13
22.146,-0.30,-0.15,-0.13
22.150,-0.31,-0.14,-0.13
22.156,-0.33,-0.14,-0.15
22.160,-0.33,-0.13,-0.18
22.165,-0.32,-0.12,-0.19
22.170,-0.28,-0.11,-0.21
22.175,-0.21,-0.10,-0.22
22.181,-0.12,-0.09,-0.22
22.185,-0.02,-0.07,-0.21
22.191,0.07,-0.06,-0.20
22.195,0.13,-0.04,-0.17
22.199,0.18,-0.03,-0.14
22.207,0.21,-0.01,-0.09
22.209,0.22,-0.01,-0.05
22.238,0.21,-0.01,-0.00
22.238,0.17,0.00,0.04
22.239,0.12,0.03,0.09
22.239,0.06,0.07,0.12
22.239,-0.01,0.10,0.15
22.239,-0.08,0.10,0.15
22.244,-0.14,0.08,0.14
22.249,-0.19,0.04,0.12
22.254,-0.22,-0.01,0.10
22.259,-0.25,-0.05,0.07
22.263,-0.26,-0.09,0.05
22.273,-0.26,-0.11,0.04
22.278,-0.23,-0.12,0.04
22.283,-0.19,-0.11,0.05
22.288,-0.15,-0.08,0.05
22.293,-0.10,-0.06,0.07
22.298,-0.05,-0.04,0.08
22.303,-0.00,-0.01,0.10
22.307,0.04,0.00,0.12
22.312,0.08,0.01,0.13
22.322,0.11,0.00,0.13
22.323,0.14,-0.02,0.13
22.327,0.17,-0.05,0.13
22.332,0.20,-0.10,0.12
22.340,0.21,-0.14,0.11
22.342,0.21,-0.16,0.10
22.347,0.19,-0.15,0.09
22.352,0.17,-0.13,0.08
22.359,0.14,-0.11,0.07
22.362,0.11,-0.07,0.07
22.368,0.08,-0.04,0.07
22.388,0.06,-0.01,0.07
22.389,0.04,0.01,0.07
22.389,0.03,0.02,0.06
22.389,0.02,0.04,0.05
22.391,0.02,0.04,0.04
22.397,0.01,0.02,0.04
22.400,0.01,0.00,0.02
22.405,-0.00,-0.01,0.00
22.410,-0.02,-0.02,-0.02
22.415,-0.05,-0.00,-0.06
22.420,-0.07,0.01,-0.09
22.425,-0.09,0.02,-0.13
22.430,-0.11,0.02,-0.16
22.434,-0.12,0.02,-0.19
22.440,-0.13,0.02,-0.20
22.444,-0.12,0.02,-0.20
22.449,-0.10,0.03,-0.19
22.454,-0.07,0.03,-0.16
22.459,-0.04,0.03,-0.14
22.464,-0.01,0.02,-0.11
22.469,0.02,0.02,-0.08
22.474,0.03,0.00,-0.05
22.479,0.04,-0.01,-0.03
22.484,0.02,-0.02,-0.02
22.491,-0.00,-0.02,-0.01
22.494,-0.03,-0.01,-0.02
22.500,-0.06,0.01,-0.03
22.523,-0.09,0.02,-0.05
22.523,-0.11,0.04,-0.08
22.524,-0.13,0.04,-0.10
22.524,-0.13,0.04,-0.13
22.524,-0.11,0.03,-0.14
22.528,-0.08,0.02,-0.13
22.533,-0.04,0.00,-0.11
22.539,0.00,-0.00,-0.08
22.543,0.05,-0.01,-0.04
22.547,0.09,-0.01,0.00
22.552,0.12,-0.01,0.04
22.558,0.13,-0.00,0.07
22.562,0.12,0.01,0.10
22.567,0.09,0.03,0.12
22.572,0.05,0.05,0.14
22.577,0.02,0.05,0.14
22.581,-0.01,0.05,0.13
22.587,-0.02,0.03,0.11
22.597,-0.04,0.04,0.08
22.601,-0.05,0.05,0.05
22.607,-0.05,0.06,0.03
22.611,-0.04,0.07,0.02
22.617,-0.02,0.06,0.02
22.624,0.01,0.05,0.04
22.627,0.04,0.04,0.06
22.631,0.07,0.03,0.08
22.636,0.10,0.03,0.11
22.657,0.12,0.03,0.13
22.657,0.13,0.03,0.15
22.658,0.14,0.04,0.16
22.658,0.13,0.04,0.17
22.660,0.13,0.05,0.16
22.665,0.13,0.04,0.15
22.670,0.13,0.03,0.13
22.675,0.13,0.01,0.10
22.680,0.13,-0.00,0.07
22.684,0.12,0.00,0.05
22.690,0.11,0.02,0.04
22.694,0.10,0.04,0.04
22.699,0.09,0.06,0.06
22.706,0.09,0.07,0.08
22.709,0.08,0.07,0.10
22.714,0.08,0.07,0.13
22.719,0.08,0.07,0.16
22.724,0.08,0.08,0.18
22.729,0.08,0.08,0.20
22.733,0.07,0.08,0.21
22.739,0.06,0.08,0.20
22.744,0.06,0.07,0.18
22.748,0.07,0.06,0.16
22.753,0.08,0.04,0.13
22.758,0.09,0.03,0.10
22.763,0.10,0.01,0.07
22.768,0.11,-0.00,0.05
22.775,0.12,-0.02,0.03
22.778,0.12,-0.02,0.02
22.783,0.12,-0.00,0.01
22.787,0.12,0.02,0.00
22.803,0.11,0.03,0.01
22.804,0.11,0.04,0.01
22.804,0.10,0.05,0.03
22.811,0.10,0.08,0.04
22.812,0.10,0.10,0.05
22.818,0.12,0.10,0.07
22.823,0.14,0.10,0.07
22.826,0.16,0.08,0.06
22.832,0.15,0.13,0.05
22.836,-0.06,0.42,0.01
22.841,-0.39,0.52,-0.03
22.847,-0.60,0.39,-0.04
22.851,-0.67,0.36,-0.03
22.857,-0.62,0.31,-0.01
22.861,-0.45,0.16,0.01
22.867,-0.22,-0.03,0.03
22.871,0.06,-0.17,0.01
22.876,0.32,-0.24,-0.05
22.881,0.49,-0.27,-0.10
22.886,0.56,-0.27,-0.12
