time,wx (rad/s),wy (rad/s),wz (rad/s)
19.810,-0.74,0.01,-0.42
19.834,-0.64,0.07,-0.36
19.835,-0.53,0.10,-0.31
19.835,-0.40,0.11,-0.26
19.836,-0.27,0.10,-0.21
19.836,-0.14,0.06,-0.17
19.838,-0.02,0.01,-0.14
19.844,0.09,-0.04,-0.11
19.849,0.17,-0.10,-0.08
19.853,0.23,-0.14,-0.05
19.858,0.26,-0.17,-0.03
19.863,0.26,-0.19,-0.00
19.867,0.23,-0.20,0.02
19.874,0.18,-0.19,0.04
19.877,0.12,-0.17,0.05
19.882,0.06,-0.14,0.05
19.887,0.00,-0.10,0.05
19.892,-0.06,-0.04,0.04
19.898,-0.10,0.02,0.02
19.903,-0.12,0.07,-0.00
19.907,-0.11,0.10,-0.03
19.912,-0.07,0.12,-0.07
19.919,-0.01,0.12,-0.10
19.921,0.06,0.11,-0.12
19.927,0.14,0.10,-0.14
19.934,0.21,0.07,-0.14
19.943,0.26,0.05,-0.15
19.944,0.30,0.03,-0.16
19.947,0.33,0.03,-0.16
19.966,0.34,0.03,-0.17
19.967,0.35,0.06,-0.18
19.967,0.35,0.09,-0.19
19.967,0.36,0.12,-0.19
19.970,0.36,0.15,-0.20
19.975,0.36,0.17,-0.21
19.981,0.36,0.18,-0.21
19.985,0.35,0.19,-0.21
19.990,0.34,0.19,-0.20
19.995,0.33,0.19,-0.19
20.000,0.32,0.19,-0.18
20.005,0.32,0.18,-0.16
20.010,0.33,0.17,-0.15
20.015,0.35,0.16,-0.14
20.019,0.37,0.14,-0.12
20.024,0.41,0.13,-0.12
20.030,0.46,0.12,-0.12
20.035,0.51,0.11,-0.12
20.040,0.56,0.11,-0.14
20.044,0.62,0.10,-0.16
20.050,0.67,0.09,-0.18
20.053,0.72,0.08,-0.21
20.058,0.76,0.08,-0.24
20.069,0.78,0.08,-0.27
20.070,0.79,0.09,-0.30
20.074,0.78,0.10,-0.34
20.078,0.76,0.12,-0.38
20.101,0.72,0.14,-0.41
20.102,0.67,0.18,-0.45
20.102,0.63,0.21,-0.47
20.103,0.57,0.25,-0.48
20.108,0.50,0.28,-0.49
20.112,0.42,0.31,-0.49
20.117,0.34,0.34,-0.49
20.122,0.25,0.37,-0.49
20.127,0.16,0.39,-0.48
20.132,0.08,0.40,-0.48
20.137,0.02,0.43,-0.47
20.142,-0.01,0.47,-0.47
20.148,-0.02,0.51,-0.45
20.153,-0.00,0.55,-0.44
20.158,0.03,0.58,-0.41
20.162,0.07,0.60,-0.38
20.168,0.10,0.59,-0.34
20.172,0.13,0.56,-0.29
20.177,0.13,0.50,-0.25
20.186,0.12,0.43,-0.21
20.187,0.09,0.36,-0.17
20.195,0.05,0.28,-0.13
20.197,-0.01,0.22,-0.11
20.221,-0.07,0.17,-0.09
20.222,-0.12,0.13,-0.08
20.222,-0.17,0.11,-0.08
20.222,-0.21,0.10,-0.08
20.223,-0.25,0.11,-0.08
20.226,-0.29,0.12,-0.07
20.231,-0.32,0.14,-0.06
20.235,-0.34,0.15,-0.04
20.240,-0.35,0.15,-0.01
20.245,-0.33,0.13,0.02
20.249,-0.30,0.11,0.06
20.254,-0.25,0.10,0.10
20.259,-0.20,0.08,0.15
20.265,-0.14,0.07,0.20
20.269,-0.08,0.07,0.25
20.274,-0.03,0.06,0.29
20.279,0.03,0.05,0.32
20.284,0.08,0.02,0.35
20.289,0.13,-0.00,0.37
20.294,0.18,-0.03,0.39
20.301,0.22,-0.05,0.40
20.303,0.26,-0.07,0.41
20.309,0.29,-0.08,0.43
20.313,0.31,-0.10,0.44
20.318,0.32,-0.11,0.46
20.325,0.32,-0.13,0.48
20.328,0.30,-0.16,0.49
20.351,0.28,-0.19,0.50
20.352,0.24,-0.24,0.51
20.352,0.20,-0.31,0.50
20.353,0.13,-0.38,0.50
20.356,0.04,-0.46,0.48
20.357,-0.07,-0.52,0.47
20.362,-0.19,-0.56,0.45
20.369,-0.31,-0.57,0.43
20.372,-0.42,-0.57,0.41
20.377,-0.52,-0.54,0.38
20.382,-0.59,-0.50,0.34
20.387,-0.63,-0.44,0.31
20.391,-0.66,-0.37,0.28
20.397,-0.66,-0.29,0.26
20.402,-0.65,-0.22,0.25
20.407,-0.62,-0.14,0.25
20.412,-0.58,-0.07,0.27
20.417,-0.53,0.01,0.30
20.427,-0.46,0.08,0.33
20.432,-0.38,0.14,0.37
20.436,-0.30,0.18,0.39
20.441,-0.21,0.20,0.41
20.445,-0.12,0.21,0.42
20.451,-0.04,0.20,0.43
20.456,0.05,0.19,0.44
20.461,0.12,0.16,0.45
20.471,0.19,0.14,0.47
20.471,0.26,0.12,0.49
20.477,0.32,0.12,0.51
20.480,0.35,0.12,0.53
20.503,0.38,0.13,0.54
20.503,0.39,0.14,0.56
20.504,0.39,0.15,0.58
20.504,0.39,0.16,0.60
20.504,0.38,0.16,0.62
20.509,0.36,0.16,0.62
20.514,0.34,0.16,0.61
20.519,0.32,0.16,0.59
20.524,0.31,0.17,0.57
20.529,0.30,0.19,0.54
20.535,0.30,0.21,0.51
20.539,0.31,0.22,0.48
20.544,0.32,0.23,0.46
20.550,0.33,0.22,0.44
20.554,0.33,0.21,0.44
20.558,0.33,0.21,0.44
20.566,0.33,0.19,0.45
20.569,0.34,0.18,0.47
20.573,0.34,0.16,0.48
20.579,0.34,0.13,0.49
20.583,0.34,0.10,0.50
20.588,0.33,0.06,0.50
20.593,0.31,0.01,0.50
20.598,0.28,-0.05,0.48
20.603,0.22,-0.10,0.46
20.608,0.15,-0.15,0.44
20.612,0.06,-0.19,0.41
20.620,-0.04,-0.23,0.37
20.625,-0.12,-0.25,0.34
20.628,-0.20,-0.26,0.31
20.657,-0.25,-0.26,0.27
20.658,-0.29,-0.24,0.24
20.658,-0.30,-0.20,0.20
20.658,-0.31,-0.16,0.17
20.658,-0.31,-0.11,0.14
20.658,-0.31,-0.05,0.12
20.661,-0.30,0.01,0.10
20.666,-0.29,0.08,0.09
20.671,-0.26,0.14,0.09
20.676,-0.22,0.20,0.11
20.680,-0.19,0.23,0.12
20.687,-0.15,0.23,0.13
20.690,-0.11,0.22,0.14
20.695,-0.09,0.19,0.14
20.701,-0.09,0.13,0.12
20.707,-0.10,0.05,0.11
20.710,-0.11,-0.04,0.08
20.716,-0.12,-0.12,0.06
20.720,-0.11,-0.19,0.02
20.725,-0.10,-0.25,-0.02
20.730,-0.08,-0.28,-0.06
20.737,-0.06,-0.29,-0.09
20.740,-0.03,-0.29,-0.13
20.768,-0.02,-0.27,-0.16
20.769,-0.02,-0.25,-0.20
20.769,-0.01,-0.23,-0.24
20.770,-0.02,-0.22,-0.27
20.770,-0.04,-0.23,-0.31
20.774,-0.09,-0.24,-0.35
20.779,-0.17,-0.25,-0.40
20.784,-0.28,-0.25,-0.45
20.790,-0.38,-0.26,-0.50
20.793,-0.49,-0.26,-0.53
20.798,-0.57,-0.24,-0.57
20.804,-0.62,-0.22,-0.59
20.809,-0.64,-0.19,-0.62
20.813,-0.65,-0.15,-0.64
20.818,-0.65,-0.10,-0.66
20.823,-0.65,-0.03,-0.67
20.828,-0.64,0.04,-0.68
20.834,-0.63,0.10,-0.69
20.837,-0.63,0.15,-0.70
20.842,-0.62,0.17,-0.72
20.848,-0.62,0.17,-0.74
20.853,-0.62,0.15,-0.77
20.857,-0.61,0.11,-0.78
20.862,-0.59,0.07,-0.79
20.870,-0.57,0.02,-0.78
20.872,-0.55,-0.02,-0.77
20.878,-0.52,-0.05,-0.74
20.882,-0.49,-0.08,-0.70
20.903,-0.46,-0.10,-0.65
20.904,-0.43,-0.11,-0.61
20.904,-0.39,-0.11,-0.55
20.904,-0.34,-0.10,-0.50
20.907,-0.29,-0.09,-0.44
20.911,-0.23,-0.09,-0.39
20.916,-0.18,-0.08,-0.34
20.921,-0.13,-0.08,-0.31
20.926,-0.09,-0.09,-0.28
20.930,-0.06,-0.10,-0.27
20.936,-0.04,-0.11,-0.26
20.940,-0.03,-0.12,-0.27
20.945,-0.04,-0.12,-0.28
20.951,-0.05,-0.10,-0.29
20.955,-0.06,-0.08,-0.31
20.960,-0.07,-0.05,-0.32
20.964,-0.07,-0.02,-0.32
20.970,-0.06,0.02,-0.32
20.975,-0.05,0.04,-0.31
20.980,-0.03,0.05,-0.30
20.985,-0.00,0.06,-0.28
20.989,0.03,0.06,-0.27
20.994,0.07,0.06,-0.25
21.004,0.14,0.06,-0.22
21.005,0.20,0.06,-0.18
21.009,0.26,0.04,-0.16
21.014,0.30,0.02,-0.13
21.036,0.34,0.01,-0.11
21.037,0.38,0.01,-0.09
21.037,0.41,0.01,-0.08
21.038,0.45,0.02,-0.08
21.038,0.47,0.02,-0.09
21.043,0.49,0.02,-0.12
21.048,0.51,0.02,-0.16
21.053,0.52,0.02,-0.19
21.058,0.53,0.01,-0.22
21.063,0.54,0.00,-0.25
21.073,0.53,-0.00,-0.27
21.077,0.51,0.01,-0.28
21.082,0.48,0.02,-0.28
21.088,0.45,0.04,-0.28
21.092,0.43,0.06,-0.27
21.097,0.42,0.07,-0.27
21.103,0.41,0.08,-0.26
21.108,0.40,0.08,-0.25
21.112,0.39,0.07,-0.24
21.118,0.38,0.05,-0.22
21.122,0.37,0.02,-0.21
21.127,0.36,0.00,-0.21
21.132,0.36,0.00,-0.21
21.137,0.37,0.00,-0.22
21.141,0.38,0.01,-0.24
21.146,0.39,0.02,-0.26
21.155,0.38,0.04,-0.29
21.157,0.37,0.07,-0.31
21.163,0.37,0.11,-0.32
21.166,0.37,0.16,-0.32
21.188,0.37,0.19,-0.30
21.189,0.35,0.21,-0.29
21.189,0.32,0.22,-0.27
21.190,0.26,0.21,-0.25
21.190,0.18,0.18,-0.24
21.195,0.09,0.15,-0.22
21.200,-0.01,0.12,-0.21
21.205,-0.10,0.09,-0.20
21.210,-0.17,0.08,-0.19
21.215,-0.21,0.09,-0.18
21.220,-0.23,0.12,-0.17
21.225,-0.21,0.16,-0.17
21.230,-0.16,0.22,-0.15
21.234,-0.09,0.29,-0.13
21.239,-0.02,0.33,-0.11
21.244,0.04,0.35,-0.09
21.249,0.09,0.34,-0.05
21.254,0.12,0.30,-0.01
21.259,0.13,0.24,0.04
21.264,0.12,0.16,0.10
21.270,0.11,0.05,0.16
21.274,0.08,-0.06,0.23
21.278,0.06,-0.18,0.29
21.283,0.02,-0.30,0.34
21.288,-0.03,-0.41,0.38
21.293,-0.06,-0.50,0.40
21.298,-0.09,-0.57,0.42
21.305,-0.11,-0.61,0.42
21.308,-0.12,-0.63,0.42
21.313,-0.11,-0.64,0.42
21.341,-0.09,-0.61,0.41
21.342,-0.05,-0.56,0.41
21.342,-0.00,-0.47,0.41
21.342,0.05,-0.35,0.42
21.342,0.12,-0.23,0.43
21.343,0.18,-0.11,0.44
21.350,0.23,-0.02,0.44
21.353,0.28,0.05,0.45
21.359,0.31,0.11,0.45
21.362,0.32,0.15,0.45
21.367,0.33,0.18,0.43
21.373,0.33,0.19,0.40
21.377,0.33,0.19,0.37
21.381,0.34,0.17,0.33
21.387,0.35,0.14,0.28
21.396,0.37,0.10,0.24
21.401,0.38,0.07,0.21
21.406,0.38,0.04,0.19
21.411,0.38,0.01,0.18
21.415,0.36,-0.00,0.18
21.423,0.34,-0.02,0.20
21.427,0.32,-0.03,0.22
21.431,0.29,-0.05,0.24
21.456,0.28,-0.06,0.27
21.456,0.26,-0.08,0.29
21.457,0.23,-0.09,0.31
21.457,0.21,-0.10,0.33
21.457,0.19,-0.11,0.33
21.460,0.16,-0.11,0.33
21.464,0.14,-0.10,0.31
21.469,0.13,-0.09,0.29
21.474,0.12,-0.08,0.27
21.479,0.13,-0.07,0.24
21.484,0.13,-0.07,0.22
21.489,0.14,-0.06,0.22
21.494,0.14,-0.06,0.22
21.499,0.14,-0.06,0.22
21.504,0.14,-0.07,0.24
21.509,0.14,-0.08,0.27
21.514,0.14,-0.09,0.30
21.520,0.15,-0.10,0.34
21.524,0.16,-0.11,0.39
21.528,0.15,-0.12,0.43
21.534,0.14,-0.13,0.48
21.538,0.11,-0.14,0.52
21.543,0.07,-0.13,0.56
21.548,0.02,-0.13,0.60
21.558,-0.02,-0.13,0.64
21.559,-0.06,-0.12,0.67
21.563,-0.10,-0.11,0.69
21.591,-0.11,-0.10,0.70
21.592,-0.12,-0.10,0.70
21.592,-0.10,-0.09,0.67
21.592,-0.08,-0.09,0.65
21.592,-0.04,-0.07,0.62
21.593,-0.01,-0.05,0.59
21.598,0.03,-0.01,0.57
21.603,0.07,0.02,0.54
21.607,0.10,0.07,0.51
21.612,0.12,0.12,0.48
21.616,0.12,0.16,0.44
21.622,0.10,0.17,0.41
21.627,0.07,0.18,0.38
21.631,0.03,0.18,0.36
21.637,-0.01,0.17,0.35
21.641,-0.04,0.14,0.34
21.646,-0.07,0.10,0.34
21.651,-0.10,0.06,0.34
21.656,-0.13,0.02,0.35
21.660,-0.16,-0.01,0.36
21.666,-0.18,-0.03,0.36
21.671,-0.20,-0.04,0.36
21.675,-0.22,-0.04,0.35
21.680,-0.24,-0.02,0.33
21.686,-0.25,0.01,0.30
21.690,-0.25,0.05,0.27
21.695,-0.26,0.10,0.25
21.700,-0.26,0.14,0.23
21.705,-0.27,0.17,0.21
21.710,-0.28,0.18,0.18
21.724,-0.28,0.19,0.15
21.725,-0.28,0.18,0.13
21.731,-0.29,0.17,0.11
21.736,-0.30,0.15,0.09
21.759,-0.31,0.13,0.08
21.759,-0.33,0.11,0.08
21.760,-0.35,0.11,0.10
21.760,-0.34,0.11,0.13
21.760,-0.30,0.13,0.17
21.763,-0.24,0.14,0.22
21.768,-0.16,0.14,0.27
21.774,-0.09,0.13,0.31
21.778,-0.03,0.10,0.32
21.783,0.02,0.04,0.33
21.788,0.04,-0.05,0.32
21.793,0.03,-0.16,0.30
21.798,0.01,-0.28,0.26
21.804,-0.03,-0.40,0.22
21.807,-0.08,-0.50,0.17
21.813,-0.13,-0.57,0.11
21.817,-0.16,-0.61,0.06
21.824,-0.19,-0.62,0.01
21.828,-0.20,-0.61,-0.03
21.832,-0.20,-0.58,-0.07
21.844,-0.17,-0.52,-0.11
21.844,-0.13,-0.45,-0.14
21.848,-0.09,-0.37,-0.17
21.885,-0.05,-0.30,-0.19
21.887,-0.02,-0.24,-0.21
21.887,0.01,-0.18,-0.23
21.887,0.02,-0.14,-0.24
21.887,0.03,-0.10,-0.24
21.888,0.03,-0.08,-0.24
21.889,0.03,-0.07,-0.25
21.891,0.04,-0.07,-0.27
21.891,0.04,-0.07,-0.29
21.895,0.04,-0.08,-0.31
21.900,0.05,-0.07,-0.34
21.905,0.05,-0.06,-0.37
21.910,0.05,-0.05,-0.39
21.915,0.04,-0.03,-0.42
21.922,0.02,-0.02,-0.44
21.926,-0.01,-0.00,-0.46
21.930,-0.05,0.01,-0.46
21.934,-0.10,0.02,-0.47
21.940,-0.17,0.03,-0.47
21.945,-0.24,0.03,-0.46
21.950,-0.30,0.02,-0.46
21.958,-0.37,0.01,-0.46
21.963,-0.43,0.01,-0.46
21.965,-0.48,0.00,-0.46
21.971,-0.51,0.00,-0.47
21.992,-0.54,0.01,-0.47
21.993,-0.57,0.01,-0.47
21.993,-0.58,0.02,-0.47
21.993,-0.60,0.03,-0.47
21.994,-0.61,0.05,-0.46
21.999,-0.61,0.07,-0.45
22.004,-0.62,0.08,-0.44
22.008,-0.62,0.09,-0.44
22.013,-0.62,0.11,-0.44
22.018,-0.60,0.12,-0.44
22.023,-0.56,0.15,-0.44
22.028,-0.51,0.17,-0.42
22.033,-0.45,0.19,-0.40
22.038,-0.38,0.21,-0.37
22.048,-0.31,0.22,-0.33
22.053,-0.25,0.22,-0.30
22.058,-0.18,0.21,-0.25
22.062,-0.10,0.18,-0.22
22.067,-0.02,0.15,-0.18
22.076,0.06,0.11,-0.15
22.078,0.14,0.06,-0.11
22.083,0.22,-0.00,-0.08
22.113,0.29,-0.06,-0.06
22.114,0.33,-0.10,-0.05
22.115,0.36,-0.12,-0.05
22.115,0.36,-0.13,-0.05
22.115,0.35,-0.12,-0.06
22.116,0.33,-0.10,-0.07
22.117,0.32,-0.07,-0.09
22.121,0.31,-0.05,-0.11
22.126,0.30,-0.02,-0.15
22.131,0.30,-0.01,-0.20
22.136,0.30,0.01,-0.24
22.141,0.30,0.03,-0.28
22.146,0.30,0.04,-0.32
22.150,0.30,0.05,-0.35
22.155,0.31,0.05,-0.37
22.160,0.32,0.04,-0.38
22.165,0.33,0.03,-0.38
22.172,0.34,0.01,-0.37
22.175,0.35,-0.01,-0.36
22.180,0.36,-0.03,-0.35
22.185,0.37,-0.03,-0.33
22.190,0.38,-0.02,-0.32
22.194,0.38,-0.00,-0.31
22.199,0.38,0.03,-0.31
22.213,0.38,0.06,-0.32
22.213,0.37,0.09,-0.33
22.220,0.37,0.12,-0.34
22.252,0.37,0.15,-0.35
22.253,0.37,0.17,-0.34
22.253,0.36,0.19,-0.34
22.254,0.36,0.20,-0.33
22.254,0.35,0.21,-0.31
22.254,0.35,0.21,-0.30
22.254,0.33,0.21,-0.28
22.255,0.31,0.19,-0.27
22.261,0.28,0.17,-0.26
22.263,0.23,0.15,-0.25
22.269,0.18,0.13,-0.25
22.273,0.12,0.12,-0.26
22.278,0.07,0.11,-0.26
22.282,0.02,0.13,-0.26
22.289,-0.02,0.17,-0.26
22.293,-0.04,0.24,-0.25
22.297,-0.04,0.33,-0.23
22.302,-0.02,0.44,-0.20
22.307,-0.01,0.54,-0.17
22.312,0.01,0.62,-0.13
22.318,0.03,0.67,-0.09
22.322,0.03,0.69,-0.05
22.328,0.01,0.67,-0.01
22.332,-0.02,0.62,0.03
22.337,-0.08,0.54,0.06
22.342,-0.14,0.45,0.08
22.347,-0.22,0.35,0.09
22.351,-0.31,0.27,0.09
22.360,-0.39,0.20,0.09
22.363,-0.46,0.15,0.08
22.372,-0.53,0.12,0.07
22.398,-0.58,0.11,0.06
22.399,-0.62,0.11,0.06
22.399,-0.66,0.11,0.06
22.399,-0.67,0.13,0.07
22.399,-0.66,0.16,0.09
22.402,-0.64,0.20,0.12
22.407,-0.59,0.25,0.16
22.410,-0.51,0.30,0.21
22.415,-0.42,0.35,0.27
22.420,-0.30,0.39,0.33
22.425,-0.18,0.40,0.38
22.430,-0.06,0.39,0.42
22.434,0.05,0.35,0.46
22.440,0.16,0.28,0.49
22.444,0.25,0.20,0.52
22.449,0.32,0.11,0.54
22.454,0.39,0.02,0.56
22.459,0.44,-0.06,0.57
22.464,0.47,-0.13,0.58
22.469,0.47,-0.18,0.59
22.474,0.47,-0.22,0.59
22.479,0.44,-0.25,0.59
22.483,0.41,-0.27,0.58
22.489,0.35,-0.30,0.57
22.494,0.30,-0.32,0.55
22.499,0.23,-0.34,0.54
22.503,0.16,-0.36,0.53
22.509,0.09,-0.39,0.52
22.516,0.02,-0.40,0.52
22.518,-0.04,-0.41,0.51
22.549,-0.09,-0.41,0.51
22.550,-0.13,-0.40,0.50
22.551,-0.16,-0.39,0.48
22.551,-0.18,-0.37,0.46
22.551,-0.20,-0.34,0.44
22.552,-0.20,-0.31,0.41
22.552,-0.19,-0.28,0.37
22.558,-0.17,-0.25,0.34
22.562,-0.14,-0.22,0.30
22.567,-0.10,-0.18,0.26
22.573,-0.06,-0.15,0.22
22.577,-0.02,-0.12,0.19
22.582,0.02,-0.08,0.16
22.587,0.06,-0.04,0.15
22.592,0.09,0.00,0.14
22.597,0.12,0.04,0.14
22.601,0.14,0.06,0.14
22.607,0.16,0.07,0.15
22.611,0.16,0.07,0.16
22.616,0.15,0.06,0.17
22.621,0.14,0.04,0.19
22.628,0.12,0.01,0.21
22.634,0.10,-0.02,0.22
22.636,0.08,-0.05,0.25
22.663,0.09,-0.06,0.27
22.664,0.11,-0.06,0.29
22.664,0.14,-0.06,0.31
22.665,0.19,-0.06,0.34
22.665,0.24,-0.05,0.36
22.665,0.30,-0.05,0.38
22.670,0.36,-0.04,0.39
22.677,0.42,-0.03,0.39
22.679,0.47,-0.02,0.38
22.684,0.50,-0.01,0.36
22.695,0.50,-0.01,0.34
22.699,0.49,-0.01,0.31
22.704,0.46,-0.01,0.28
22.709,0.42,-0.01,0.26
22.714,0.39,-0.01,0.24
22.719,0.37,-0.02,0.22
22.724,0.34,-0.03,0.21
22.729,0.32,-0.02,0.21
22.733,0.29,-0.02,0.20
22.739,0.27,-0.03,0.20
22.744,0.23,-0.05,0.19
22.748,0.20,-0.07,0.19
22.753,0.15,-0.10,0.18
22.760,0.09,-0.13,0.17
22.763,0.04,-0.15,0.17
22.768,-0.01,-0.17,0.17
22.778,-0.05,-0.17,0.17
22.778,-0.08,-0.16,0.16
22.784,-0.10,-0.15,0.16
22.788,-0.11,-0.13,0.15
22.813,-0.11,-0.11,0.13
22.814,-0.12,-0.10,0.11
22.815,-0.12,-0.08,0.07
22.815,-0.13,-0.06,0.02
22.815,-0.14,-0.04,-0.02
22.817,-0.15,-0.02,-0.07
22.822,-0.16,0.00,-0.11
22.828,-0.17,0.03,-0.15
22.831,-0.17,0.07,-0.17
22.836,-0.15,0.11,-0.17
22.842,-0.12,0.14,-0.16
22.846,-0.08,0.17,-0.12
22.851,-0.05,0.17,-0.08
22.856,-0.03,0.15,-0.02
22.861,-0.02,0.12,0.03
22.866,-0.02,0.07,0.07
22.870,-0.03,0.01,0.09
22.878,-0.05,-0.05,0.09
22.881,-0.08,-0.11,0.08
22.886,-0.12,-0.17,0.05
22.891,-0.16,-0.22,0.02
22.896,-0.20,-0.25,-0.02
22.900,-0.25,-0.27,-0.07
22.905,-0.30,-0.27,-0.12
22.910,-0.35,-0.25,-0.17
22.915,-0.42,-0.23,-0.23
22.921,-0.48,-0.18,-0.28
22.928,-0.53,-0.14,-0.33
22.930,-0.57,-0.10,-0.36
22.936,-0.59,-0.07,-0.38
22.940,-0.58,-0.06,-0.38
22.969,-0.55,-0.06,-0.39
22.970,-0.50,-0.07,-0.38
22.970,-0.44,-0.08,-0.37
22.970,-0.37,-0.08,-0.34
22.971,-0.32,-0.08,-0.32
22.971,-0.27,-0.07,-0.28
22.977,-0.23,-0.04,-0.24
22.979,-0.20,-0.01,-0.21
22.983,-0.18,0.03,-0.18
22.988,-0.18,0.08,-0.18
22.994,-0.20,0.14,-0.19
23.001,-0.24,0.20,-0.21
23.003,-0.29,0.26,-0.24
23.008,-0.35,0.32,-0.27
23.018,-0.40,0.38,-0.31
23.023,-0.44,0.44,-0.33
23.027,-0.47,0.48,-0.35
23.032,-0.49,0.50,-0.35
23.037,-0.51,0.53,-0.34
23.045,-0.52,0.54,-0.32
23.048,-0.51,0.54,-0.31
23.053,-0.50,0.52,-0.29
23.083,-0.46,0.50,-0.28
23.084,-0.42,0.47,-0.26
23.084,-0.37,0.45,-0.24
23.085,-0.32,0.41,-0.23
23.085,-0.28,0.38,-0.21
23.085,-0.23,0.34,-0.18
23.087,-0.18,0.30,-0.16
23.092,-0.14,0.27,-0.15
23.097,-0.11,0.24,-0.14
23.101,-0.09,0.22,-0.13
23.106,-0.09,0.20,-0.12
23.111,-0.11,0.19,-0.12
23.115,-0.14,0.19,-0.11
23.120,-0.18,0.18,-0.11
23.126,-0.22,0.18,-0.12
23.130,-0.26,0.17,-0.13
23.135,-0.29,0.16,-0.14
23.142,-0.30,0.15,-0.15
23.145,-0.29,0.13,-0.15
23.150,-0.26,0.12,-0.16
23.155,-0.22,0.10,-0.15
23.161,-0.16,0.08,-0.14
23.165,-0.10,0.05,-0.12
23.170,-0.04,0.02,-0.11
23.176,0.04,-0.00,-0.08
23.181,0.11,-0.03,-0.06
23.184,0.18,-0.06,-0.03
23.189,0.23,-0.08,0.00
23.195,0.27,-0.10,0.03
23.200,0.30,-0.11,0.05
23.204,0.31,-0.12,0.07
23.212,0.31,-0.13,0.08
23.214,0.29,-0.13,0.08
23.220,0.25,-0.12,0.05
23.223,0.20,-0.10,-0.00
23.261,0.15,-0.09,-0.07
23.261,0.10,-0.07,-0.14
23.261,0.06,-0.05,-0.21
23.262,0.03,-0.02,-0.27
23.262,0.01,0.02,-0.32
23.262,-0.00,0.05,-0.35
23.262,-0.00,0.07,-0.37
23.263,0.01,0.09,-0.38
23.268,0.03,0.10,-0.39
23.272,0.05,0.11,-0.38
23.278,0.07,0.10,-0.37
23.282,0.08,0.08,-0.37
23.287,0.08,0.06,-0.38
23.293,0.06,0.04,-0.40
23.297,0.03,0.00,-0.42
23.302,0.01,-0.02,-0.44
23.307,-0.02,-0.03,-0.48
23.312,-0.04,-0.03,-0.52
23.316,-0.06,-0.01,-0.55
23.322,-0.07,-0.00,-0.56
23.329,-0.07,0.00,-0.55
23.332,-0.06,0.01,-0.54
23.338,-0.04,0.01,-0.52
23.365,-0.03,0.01,-0.49
23.366,-0.02,0.01,-0.47
23.367,-0.02,0.00,-0.44
23.367,-0.03,-0.01,-0.43
23.368,-0.05,-0.01,-0.43
23.370,-0.08,-0.02,-0.43
23.377,-0.11,-0.01,-0.44
23.381,-0.14,-0.00,-0.45
23.385,-0.17,0.02,-0.46
23.390,-0.19,0.06,-0.47
23.395,-0.21,0.12,-0.46
23.400,-0.21,0.20,-0.44
23.405,-0.20,0.29,-0.40
23.411,-0.17,0.37,-0.35
23.414,-0.16,0.45,-0.28
23.419,-0.15,0.50,-0.22
23.424,-0.14,0.50,-0.15
23.429,-0.15,0.47,-0.08
23.434,-0.17,0.42,-0.03
23.439,-0.20,0.36,0.02
23.444,-0.23,0.29,0.05
23.449,-0.24,0.22,0.07
23.453,-0.23,0.16,0.08
23.463,-0.22,0.10,0.09
23.464,-0.19,0.07,0.10
23.470,-0.15,0.05,0.12
23.474,-0.11,0.05,0.15
23.497,-0.04,0.05,0.19
23.498,0.04,0.06,0.25
23.498,0.13,0.08,0.30
23.498,0.23,0.11,0.36
23.498,0.32,0.13,0.41
23.503,0.40,0.13,0.45
23.507,0.47,0.13,0.48
23.513,0.52,0.10,0.50
23.518,0.56,0.07,0.50
23.522,0.59,0.03,0.50
23.527,0.60,-0.01,0.50
23.533,0.59,-0.06,0.49
23.537,0.56,-0.10,0.49
23.543,0.50,-0.13,0.47
23.548,0.42,-0.14,0.45
23.551,0.32,-0.12,0.43
23.557,0.20,-0.10,0.39
23.562,0.07,-0.06,0.36
23.566,-0.07,-0.03,0.32
23.571,-0.21,0.00,0.28
23.578,-0.34,0.02,0.23
23.581,-0.45,0.05,0.19
23.586,-0.54,0.06,0.16
23.591,-0.60,0.05,0.13
23.597,-0.64,0.04,0.10
23.601,-0.64,0.02,0.09
23.606,-0.61,-0.01,0.07
23.614,-0.57,-0.05,0.05
23.617,-0.50,-0.09,0.04
23.621,-0.42,-0.13,0.03
23.625,-0.34,-0.19,0.02
23.655,-0.26,-0.24,0.01
23.655,-0.18,-0.29,0.01
23.656,-0.12,-0.36,0.01
23.656,-0.08,-0.41,0.01
23.656,-0.07,-0.44,0.01
23.656,-0.06,-0.45,0.01
23.662,-0.07,-0.41,0.01
23.670,-0.09,-0.36,0.02
23.674,-0.12,-0.28,0.02
23.679,-0.14,-0.19,0.02
23.684,-0.17,-0.07,0.03
23.689,-0.18,0.04,0.05
23.694,-0.17,0.13,0.09
23.698,-0.14,0.20,0.14
23.703,-0.09,0.24,0.19
23.708,-0.03,0.26,0.23
23.714,0.05,0.25,0.27
23.718,0.13,0.23,0.31
23.723,0.20,0.19,0.35
23.731,0.26,0.15,0.37
23.733,0.31,0.10,0.39
23.739,0.34,0.07,0.40
23.768,0.36,0.06,0.40
23.769,0.35,0.06,0.40
23.769,0.33,0.06,0.38
23.769,0.30,0.07,0.35
23.769,0.27,0.09,0.32
23.769,0.23,0.10,0.28
23.772,0.20,0.12,0.26
23.778,0.19,0.13,0.24
23.782,0.19,0.15,0.23
23.787,0.21,0.16,0.25
