time,wx (rad/s),wy (rad/s),wz (rad/s)
23.792,0.23,0.16,0.27
23.797,0.27,0.15,0.29
23.802,0.30,0.13,0.31
23.806,0.34,0.08,0.33
23.811,0.37,0.03,0.34
23.817,0.38,-0.04,0.35
23.821,0.37,-0.11,0.34
23.827,0.34,-0.18,0.32
23.831,0.30,-0.23,0.30
23.836,0.25,-0.27,0.26
23.841,0.19,-0.30,0.22
23.847,0.14,-0.30,0.18
23.851,0.09,-0.29,0.13
23.855,0.06,-0.27,0.08
23.865,0.03,-0.23,0.04
23.865,0.02,-0.17,0.02
23.871,0.00,-0.11,0.00
23.875,-0.02,-0.06,-0.01
23.905,-0.04,-0.02,-0.03
23.906,-0.08,0.01,-0.04
23.907,-0.11,0.03,-0.06
23.907,-0.15,0.03,-0.07
23.908,-0.18,0.02,-0.08
23.909,-0.20,0.02,-0.09
23.910,-0.19,0.02,-0.10
23.915,-0.17,0.02,-0.11
23.919,-0.14,0.01,-0.12
23.924,-0.13,-0.01,-0.12
23.929,-0.13,-0.03,-0.11
23.934,-0.15,-0.05,-0.10
23.939,-0.20,-0.07,-0.09
23.944,-0.25,-0.09,-0.07
23.949,-0.31,-0.10,-0.04
23.953,-0.36,-0.10,-0.01
23.958,-0.39,-0.09,0.01
23.964,-0.40,-0.08,0.02
23.968,-0.39,-0.07,0.03
23.973,-0.36,-0.06,0.02
23.982,-0.31,-0.04,0.01
23.984,-0.24,-0.03,-0.00
23.994,-0.17,-0.02,-0.02
24.022,-0.09,-0.02,-0.05
24.023,-0.02,-0.01,-0.07
24.023,0.04,-0.01,-0.09
24.023,0.09,-0.01,-0.09
24.023,0.13,-0.01,-0.08
24.024,0.17,-0.01,-0.07
24.030,0.20,-0.01,-0.06
24.032,0.23,-0.00,-0.04
24.037,0.26,0.00,-0.04
24.041,0.29,0.01,-0.04
24.047,0.32,0.02,-0.04
24.051,0.35,0.03,-0.05
24.057,0.36,0.03,-0.06
24.062,0.35,0.03,-0.08
24.066,0.32,0.01,-0.10
24.071,0.27,-0.01,-0.12
24.076,0.21,-0.02,-0.14
24.081,0.13,-0.04,-0.16
24.086,0.06,-0.06,-0.18
24.091,-0.02,-0.08,-0.21
24.096,-0.09,-0.10,-0.23
24.100,-0.16,-0.12,-0.26
24.105,-0.23,-0.13,-0.29
24.110,-0.28,-0.14,-0.32
24.116,-0.32,-0.14,-0.34
24.121,-0.35,-0.14,-0.36
24.125,-0.36,-0.12,-0.37
24.151,-0.35,-0.10,-0.37
24.151,-0.34,-0.07,-0.36
24.152,-0.30,-0.05,-0.34
24.152,-0.26,-0.02,-0.31
24.152,-0.20,0.00,-0.27
24.154,-0.13,0.01,-0.24
24.159,-0.07,0.00,-0.22
24.164,-0.01,-0.01,-0.20
24.169,0.04,-0.04,-0.19
24.174,0.07,-0.07,-0.19
24.179,0.07,-0.10,-0.18
24.184,0.06,-0.11,-0.18
24.188,0.02,-0.12,-0.18
24.193,-0.03,-0.12,-0.18
24.198,-0.09,-0.10,-0.18
24.203,-0.15,-0.07,-0.18
24.208,-0.20,-0.03,-0.19
24.213,-0.23,0.00,-0.19
24.218,-0.24,0.03,-0.20
24.225,-0.23,0.05,-0.21
24.233,-0.22,0.06,-0.21
24.234,-0.18,0.06,-0.22
24.237,-0.14,0.06,-0.21
24.242,-0.09,0.07,-0.21
24.250,-0.03,0.07,-0.20
24.253,0.03,0.08,-0.19
24.258,0.09,0.08,-0.17
24.285,0.15,0.08,-0.16
24.286,0.18,0.07,-0.15
24.287,0.20,0.06,-0.14
24.287,0.21,0.05,-0.13
24.288,0.21,0.04,-0.12
24.288,0.20,0.03,-0.11
24.291,0.19,0.03,-0.11
24.297,0.17,0.03,-0.10
24.301,0.15,0.03,-0.10
24.306,0.13,0.05,-0.08
24.316,0.12,0.07,-0.07
24.321,0.12,0.09,-0.06
24.325,0.14,0.12,-0.04
24.331,0.16,0.15,-0.02
24.336,0.20,0.18,0.00
24.341,0.25,0.20,0.02
24.346,0.30,0.22,0.03
24.350,0.35,0.22,0.04
24.356,0.39,0.20,0.04
24.360,0.42,0.17,0.04
24.365,0.44,0.14,0.04
24.370,0.46,0.11,0.03
24.375,0.46,0.08,0.02
24.380,0.43,0.04,-0.01
24.385,0.38,0.01,-0.05
24.389,0.30,-0.01,-0.10
24.395,0.21,-0.03,-0.15
24.400,0.11,-0.03,-0.20
24.404,0.01,-0.03,-0.25
24.409,-0.08,-0.01,-0.28
24.419,-0.16,0.03,-0.30
24.421,-0.21,0.07,-0.30
24.424,-0.24,0.12,-0.28
24.458,-0.24,0.16,-0.25
24.459,-0.21,0.18,-0.22
24.459,-0.16,0.19,-0.17
24.460,-0.11,0.17,-0.13
24.460,-0.06,0.14,-0.09
24.460,-0.00,0.09,-0.06
24.460,0.06,0.05,-0.04
24.467,0.12,0.04,-0.03
24.468,0.20,0.06,-0.02
24.474,0.29,0.12,-0.01
24.477,0.37,0.19,0.01
24.483,0.42,0.28,0.02
24.488,0.45,0.34,0.03
24.492,0.45,0.38,0.05
24.498,0.43,0.38,0.07
24.502,0.39,0.37,0.10
24.508,0.34,0.33,0.12
24.513,0.26,0.27,0.14
24.517,0.19,0.21,0.14
24.522,0.12,0.18,0.15
24.527,0.07,0.17,0.14
24.535,0.03,0.20,0.13
24.537,0.01,0.24,0.13
24.542,-0.01,0.30,0.13
24.573,-0.02,0.37,0.14
24.573,-0.01,0.43,0.17
24.574,0.00,0.47,0.21
24.574,0.03,0.51,0.24
24.574,0.07,0.53,0.28
24.574,0.11,0.54,0.32
24.575,0.13,0.54,0.36
24.581,0.15,0.54,0.40
24.585,0.17,0.54,0.43
24.590,0.19,0.54,0.46
24.595,0.21,0.53,0.48
24.602,0.23,0.53,0.50
24.605,0.24,0.51,0.51
24.610,0.25,0.50,0.52
24.615,0.25,0.48,0.53
24.621,0.24,0.45,0.53
24.625,0.21,0.43,0.54
24.630,0.17,0.40,0.55
24.639,0.14,0.37,0.56
24.644,0.09,0.32,0.56
24.649,0.04,0.28,0.55
24.654,-0.02,0.24,0.55
24.659,-0.08,0.21,0.54
24.668,-0.15,0.18,0.52
24.669,-0.22,0.16,0.51
24.674,-0.29,0.13,0.50
24.679,-0.35,0.11,0.48
24.706,-0.39,0.09,0.46
24.706,-0.42,0.08,0.43
24.707,-0.42,0.08,0.40
24.707,-0.40,0.08,0.38
24.707,-0.35,0.09,0.36
24.708,-0.29,0.11,0.36
24.714,-0.22,0.14,0.35
24.718,-0.14,0.18,0.36
24.722,-0.06,0.21,0.36
24.727,0.01,0.23,0.36
24.733,0.07,0.24,0.35
24.738,0.12,0.23,0.33
24.742,0.16,0.20,0.31
24.749,0.18,0.17,0.28
24.752,0.19,0.14,0.25
24.757,0.19,0.10,0.22
24.762,0.17,0.06,0.19
24.767,0.15,0.02,0.17
24.772,0.12,-0.01,0.16
24.776,0.09,-0.02,0.14
24.782,0.06,-0.02,0.13
24.787,0.03,-0.00,0.12
24.791,0.00,0.02,0.11
24.797,-0.03,0.04,0.11
24.801,-0.06,0.06,0.10
24.806,-0.10,0.08,0.10
24.811,-0.14,0.09,0.10
24.817,-0.16,0.10,0.09
24.821,-0.17,0.09,0.09
24.826,-0.15,0.08,0.08
24.837,-0.12,0.06,0.07
24.838,-0.08,0.03,0.06
24.840,-0.03,0.01,0.04
24.845,0.01,-0.02,0.04
24.879,0.04,-0.04,0.04
24.880,0.06,-0.07,0.05
24.881,0.08,-0.09,0.07
24.882,0.08,-0.12,0.09
24.882,0.08,-0.16,0.12
24.882,0.06,-0.21,0.15
24.883,0.03,-0.25,0.18
24.884,-0.01,-0.30,0.21
24.889,-0.06,-0.35,0.24
24.893,-0.12,-0.40,0.26
24.899,-0.19,-0.45,0.27
24.904,-0.26,-0.49,0.28
24.909,-0.33,-0.54,0.27
24.914,-0.38,-0.58,0.25
24.919,-0.41,-0.62,0.21
24.923,-0.43,-0.64,0.15
24.928,-0.42,-0.66,0.09
24.933,-0.39,-0.65,0.01
24.938,-0.34,-0.62,-0.05
24.943,-0.28,-0.58,-0.10
24.953,-0.22,-0.52,-0.14
24.954,-0.18,-0.45,-0.16
24.959,-0.15,-0.38,-0.16
24.990,-0.15,-0.33,-0.15
24.990,-0.16,-0.28,-0.15
24.991,-0.19,-0.26,-0.15
24.991,-0.21,-0.25,-0.16
24.991,-0.24,-0.27,-0.18
24.992,-0.28,-0.30,-0.22
24.999,-0.31,-0.33,-0.25
25.002,-0.32,-0.36,-0.29
25.007,-0.31,-0.36,-0.33
25.011,-0.29,-0.36,-0.36
25.019,-0.26,-0.34,-0.39
25.021,-0.24,-0.31,-0.40
25.026,-0.23,-0.27,-0.39
25.032,-0.21,-0.24,-0.37
25.036,-0.21,-0.23,-0.35
25.041,-0.20,-0.23,-0.33
25.046,-0.19,-0.25,-0.31
25.051,-0.17,-0.26,-0.29
25.056,-0.14,-0.27,-0.26
25.061,-0.11,-0.27,-0.24
25.066,-0.06,-0.26,-0.21
25.070,-0.01,-0.23,-0.19
25.075,0.05,-0.19,-0.18
25.081,0.11,-0.15,-0.18
25.085,0.16,-0.11,-0.18
25.090,0.20,-0.09,-0.19
25.095,0.22,-0.09,-0.21
25.101,0.24,-0.09,-0.21
25.109,0.26,-0.09,-0.22
25.111,0.29,-0.09,-0.22
25.142,0.31,-0.10,-0.22
25.142,0.34,-0.10,-0.21
25.142,0.36,-0.11,-0.20
25.143,0.38,-0.11,-0.20
25.143,0.39,-0.11,-0.19
25.143,0.40,-0.11,-0.18
25.144,0.39,-0.11,-0.19
25.150,0.37,-0.12,-0.19
25.154,0.32,-0.14,-0.20
25.158,0.25,-0.16,-0.22
25.163,0.15,-0.17,-0.24
25.168,0.05,-0.17,-0.26
25.173,-0.04,-0.17,-0.29
25.178,-0.12,-0.16,-0.32
25.184,-0.19,-0.14,-0.35
25.188,-0.24,-0.12,-0.38
25.192,-0.28,-0.10,-0.40
25.199,-0.30,-0.07,-0.42
25.203,-0.31,-0.05,-0.42
25.207,-0.30,-0.02,-0.41
25.212,-0.29,0.01,-0.40
25.218,-0.26,0.04,-0.38
25.222,-0.24,0.06,-0.36
25.228,-0.20,0.08,-0.34
25.237,-0.17,0.10,-0.31
25.238,-0.12,0.11,-0.29
25.245,-0.08,0.10,-0.27
25.248,-0.03,0.10,-0.25
25.278,0.02,0.09,-0.23
25.279,0.07,0.08,-0.22
25.279,0.11,0.06,-0.20
25.279,0.15,0.03,-0.19
25.280,0.18,0.01,-0.18
25.280,0.20,-0.01,-0.17
25.285,0.22,-0.03,-0.17
25.291,0.22,-0.05,-0.16
25.295,0.23,-0.07,-0.16
25.301,0.22,-0.08,-0.16
25.305,0.21,-0.09,-0.17
25.310,0.20,-0.12,-0.17
25.315,0.18,-0.16,-0.18
25.320,0.15,-0.20,-0.20
25.325,0.12,-0.24,-0.22
25.330,0.08,-0.28,-0.24
25.335,0.03,-0.29,-0.28
25.340,-0.03,-0.28,-0.31
25.345,-0.09,-0.26,-0.34
25.350,-0.13,-0.23,-0.38
25.355,-0.16,-0.20,-0.40
25.359,-0.16,-0.16,-0.43
25.364,-0.15,-0.13,-0.44
25.370,-0.11,-0.11,-0.45
25.375,-0.06,-0.09,-0.45
25.380,-0.00,-0.07,-0.44
25.409,0.06,-0.07,-0.42
25.410,0.13,-0.06,-0.40
25.410,0.20,-0.06,-0.38
25.410,0.25,-0.06,-0.36
25.410,0.30,-0.05,-0.34
25.410,0.34,-0.04,-0.33
25.414,0.37,-0.03,-0.32
25.419,0.39,-0.01,-0.31
25.424,0.41,0.01,-0.31
25.428,0.42,0.02,-0.30
25.433,0.44,0.02,-0.31
25.438,0.46,0.00,-0.32
25.443,0.47,-0.02,-0.34
25.448,0.47,-0.04,-0.36
25.455,0.45,-0.05,-0.39
25.458,0.41,-0.05,-0.42
25.462,0.34,-0.04,-0.46
25.469,0.26,-0.02,-0.49
25.472,0.17,0.02,-0.53
25.477,0.08,0.06,-0.56
25.485,-0.01,0.12,-0.58
25.490,-0.10,0.16,-0.59
25.492,-0.17,0.20,-0.59
25.498,-0.21,0.24,-0.58
25.502,-0.22,0.27,-0.56
25.507,-0.20,0.29,-0.52
25.512,-0.15,0.30,-0.48
25.527,-0.10,0.30,-0.44
25.528,-0.05,0.28,-0.41
25.529,-0.01,0.25,-0.37
25.533,0.01,0.21,-0.33
25.580,0.01,0.16,-0.30
25.581,0.01,0.13,-0.27
25.581,-0.01,0.11,-0.24
25.582,-0.03,0.10,-0.20
25.583,-0.04,0.12,-0.17
25.584,-0.06,0.15,-0.13
25.584,-0.08,0.19,-0.08
25.584,-0.10,0.23,-0.03
25.585,-0.12,0.24,0.01
25.585,-0.14,0.24,0.05
25.586,-0.17,0.21,0.07
25.590,-0.20,0.17,0.08
25.594,-0.23,0.12,0.09
25.602,-0.27,0.05,0.10
25.604,-0.30,-0.01,0.10
25.615,-0.33,-0.06,0.09
25.621,-0.36,-0.11,0.08
25.627,-0.40,-0.15,0.08
25.632,-0.45,-0.18,0.07
25.635,-0.50,-0.20,0.08
25.641,-0.54,-0.22,0.08
25.644,-0.57,-0.25,0.08
25.648,-0.57,-0.26,0.09
25.654,-0.55,-0.25,0.10
25.658,-0.49,-0.23,0.12
25.664,-0.42,-0.19,0.14
25.691,-0.32,-0.13,0.19
25.697,-0.23,-0.05,0.24
25.697,-0.14,0.03,0.30
25.698,-0.06,0.10,0.36
25.698,0.02,0.15,0.42
25.698,0.08,0.17,0.47
25.756,0.13,0.17,0.51
25.758,0.17,0.14,0.55
25.758,0.19,0.09,0.58
25.758,0.20,0.02,0.59
25.759,0.19,-0.07,0.59
25.760,0.17,-0.15,0.57
25.760,0.14,-0.21,0.56
25.761,0.09,-0.24,0.53
25.761,0.04,-0.26,0.51
25.761,-0.03,-0.26,0.48
25.762,-0.09,-0.25,0.46
25.762,-0.16,-0.23,0.44
25.765,-0.22,-0.19,0.41
25.765,-0.27,-0.15,0.38
25.769,-0.32,-0.10,0.36
25.778,-0.35,-0.05,0.35
25.778,-0.37,-0.00,0.34
25.781,-0.37,0.03,0.33
25.791,-0.35,0.06,0.33
25.795,-0.30,0.08,0.34
25.798,-0.23,0.10,0.36
25.855,-0.15,0.11,0.38
25.856,-0.08,0.12,0.39
25.857,-0.00,0.11,0.41
25.857,0.06,0.10,0.42
25.857,0.10,0.07,0.42
25.858,0.13,0.04,0.42
25.858,0.13,0.01,0.41
25.858,0.13,0.01,0.41
25.859,0.11,0.01,0.41
25.859,0.08,0.03,0.43
25.859,0.06,0.06,0.45
25.859,0.04,0.09,0.47
25.861,0.03,0.12,0.50
25.869,0.03,0.14,0.52
25.869,0.03,0.17,0.55
25.877,0.05,0.18,0.56
25.879,0.08,0.19,0.57
25.894,0.10,0.19,0.58
25.895,0.13,0.17,0.59
25.904,0.14,0.15,0.58
25.904,0.14,0.12,0.56
25.904,0.14,0.08,0.54
25.909,0.12,0.04,0.52
25.919,0.10,0.00,0.50
25.920,0.07,-0.04,0.48
25.923,0.03,-0.06,0.46
25.928,0.00,-0.07,0.45
25.938,-0.02,-0.06,0.44
25.942,-0.03,-0.04,0.44
25.949,-0.02,-0.03,0.44
25.971,-0.01,-0.02,0.45
25.971,0.02,-0.03,0.46
25.971,0.05,-0.05,0.48
25.972,0.08,-0.08,0.51
25.974,0.12,-0.12,0.53
25.978,0.16,-0.16,0.56
25.981,0.19,-0.21,0.58
26.021,0.22,-0.25,0.58
26.022,0.24,-0.28,0.56
26.022,0.26,-0.31,0.52
26.022,0.25,-0.33,0.46
26.022,0.23,-0.34,0.37
26.023,0.20,-0.33,0.28
26.023,0.14,-0.31,0.19
26.025,0.08,-0.26,0.10
26.026,0.02,-0.21,0.04
26.033,-0.05,-0.15,-0.00
26.041,-0.10,-0.10,-0.03
26.041,-0.14,-0.06,-0.04
26.045,-0.16,-0.04,-0.05
26.050,-0.16,-0.02,-0.05
26.058,-0.15,-0.03,-0.06
26.060,-0.12,-0.04,-0.07
26.071,-0.10,-0.06,-0.09
26.071,-0.07,-0.08,-0.10
26.103,-0.05,-0.10,-0.12
26.104,-0.04,-0.12,-0.15
26.104,-0.03,-0.13,-0.18
26.105,-0.02,-0.12,-0.20
26.105,-0.02,-0.10,-0.23
26.105,-0.03,-0.07,-0.25
26.107,-0.04,-0.02,-0.26
26.110,-0.07,0.04,-0.26
26.114,-0.11,0.09,-0.25
26.119,-0.15,0.13,-0.24
26.124,-0.20,0.15,-0.23
26.129,-0.24,0.15,-0.22
26.134,-0.28,0.15,-0.21
26.138,-0.32,0.13,-0.20
26.143,-0.36,0.10,-0.20
26.148,-0.40,0.06,-0.20
26.153,-0.44,0.03,-0.22
26.158,-0.48,-0.00,-0.24
26.163,-0.51,-0.03,-0.26
26.174,-0.56,-0.07,-0.29
26.175,-0.61,-0.09,-0.32
26.178,-0.68,-0.10,-0.34
26.183,-0.74,-0.09,-0.36
26.188,-0.79,-0.06,-0.38
26.219,-0.82,-0.03,-0.39
26.220,-0.82,0.02,-0.39
26.220,-0.80,0.06,-0.38
26.221,-0.75,0.09,-0.36
26.221,-0.68,0.09,-0.33
26.221,-0.60,0.07,-0.30
26.229,-0.51,0.03,-0.27
26.229,-0.43,-0.02,-0.23
26.231,-0.36,-0.11,-0.19
26.239,-0.32,-0.20,-0.16
26.241,-0.30,-0.30,-0.14
26.247,-0.31,-0.37,-0.13
26.251,-0.34,-0.41,-0.13
26.261,-0.39,-0.43,-0.14
26.266,-0.43,-0.43,-0.15
26.274,-0.47,-0.41,-0.16
26.275,-0.49,-0.37,-0.18
26.280,-0.49,-0.33,-0.18
26.287,-0.47,-0.29,-0.17
26.290,-0.43,-0.26,-0.15
26.295,-0.37,-0.24,-0.12
26.300,-0.30,-0.23,-0.09
26.305,-0.22,-0.22,-0.06
26.310,-0.15,-0.20,-0.03
26.315,-0.08,-0.19,-0.01
26.324,-0.02,-0.18,0.01
26.329,0.04,-0.17,0.02
26.331,0.10,-0.16,0.02
26.336,0.15,-0.15,0.02
26.371,0.18,-0.14,0.02
26.372,0.21,-0.13,0.02
26.372,0.23,-0.12,0.01
26.373,0.23,-0.08,-0.01
26.373,0.20,-0.03,-0.04
26.374,0.15,0.04,-0.07
26.374,0.09,0.12,-0.10
26.374,0.02,0.20,-0.13
26.379,-0.05,0.28,-0.16
26.383,-0.11,0.34,-0.20
26.389,-0.17,0.37,-0.23
26.393,-0.21,0.39,-0.26
26.398,-0.24,0.40,-0.28
26.405,-0.24,0.39,-0.29
26.408,-0.22,0.36,-0.30
26.413,-0.17,0.33,-0.30
26.417,-0.10,0.28,-0.30
26.423,-0.03,0.24,-0.30
26.428,0.04,0.19,-0.29
26.432,0.10,0.15,-0.28
26.438,0.16,0.12,-0.26
26.442,0.19,0.10,-0.24
26.447,0.22,0.08,-0.22
26.452,0.22,0.08,-0.20
26.458,0.22,0.09,-0.18
26.462,0.21,0.10,-0.17
26.468,0.20,0.13,-0.15
26.504,0.19,0.16,-0.15
26.505,0.19,0.19,-0.15
26.505,0.20,0.22,-0.15
26.506,0.22,0.24,-0.15
26.506,0.27,0.24,-0.16
26.506,0.32,0.23,-0.17
26.506,0.37,0.20,-0.19
26.507,0.42,0.17,-0.20
26.511,0.44,0.15,-0.20
26.518,0.46,0.12,-0.20
26.524,0.48,0.10,-0.19
26.527,0.50,0.09,-0.19
26.530,0.51,0.09,-0.18
26.535,0.52,0.09,-0.17
26.540,0.52,0.10,-0.17
26.545,0.53,0.09,-0.17
26.550,0.53,0.09,-0.18
26.557,0.53,0.10,-0.18
26.560,0.53,0.11,-0.19
26.564,0.51,0.12,-0.21
26.576,0.49,0.13,-0.22
26.576,0.46,0.14,-0.24
26.579,0.43,0.15,-0.25
26.613,0.41,0.16,-0.26
26.614,0.39,0.18,-0.28
26.614,0.37,0.20,-0.28
26.615,0.35,0.20,-0.28
26.615,0.32,0.19,-0.28
26.616,0.30,0.18,-0.27
26.618,0.29,0.18,-0.26
26.624,0.28,0.17,-0.26
26.628,0.27,0.16,-0.25
26.633,0.24,0.14,-0.24
26.639,0.20,0.13,-0.23
26.643,0.15,0.12,-0.22
26.648,0.10,0.12,-0.21
26.653,0.06,0.12,-0.20
26.658,0.02,0.12,-0.18
26.662,-0.01,0.12,-0.15
26.668,-0.04,0.11,-0.13
26.673,-0.08,0.10,-0.12
26.677,-0.11,0.09,-0.10
26.683,-0.14,0.07,-0.09
26.692,-0.17,0.07,-0.08
26.692,-0.21,0.07,-0.06
26.698,-0.23,0.08,-0.04
26.702,-0.25,0.09,-0.02
26.728,-0.26,0.11,-0.00
26.729,-0.27,0.12,0.02
26.729,-0.27,0.13,0.05
26.730,-0.26,0.12,0.07
26.730,-0.24,0.11,0.10
26.731,-0.22,0.09,0.13
26.736,-0.19,0.07,0.16
26.741,-0.17,0.05,0.18
26.746,-0.14,0.03,0.21
26.751,-0.10,0.03,0.23
26.756,-0.05,0.04,0.25
26.761,0.02,0.06,0.27
26.765,0.09,0.08,0.29
26.771,0.17,0.09,0.31
26.775,0.24,0.08,0.32
26.780,0.30,0.07,0.33
26.785,0.36,0.06,0.34
26.791,0.39,0.05,0.34
26.795,0.42,0.04,0.34
26.800,0.42,0.03,0.33
26.806,0.42,0.03,0.32
26.810,0.40,0.03,0.31
26.815,0.38,0.04,0.30
26.820,0.35,0.04,0.29
26.826,0.32,0.03,0.27
26.833,0.29,0.01,0.26
26.835,0.27,-0.03,0.25
26.867,0.25,-0.07,0.25
26.868,0.25,-0.12,0.24
26.868,0.25,-0.16,0.24
26.869,0.25,-0.20,0.24
26.869,0.25,-0.23,0.23
26.869,0.25,-0.25,0.23
26.870,0.24,-0.26,0.23
26.875,0.23,-0.28,0.23
26.878,0.21,-0.30,0.23
26.883,0.19,-0.31,0.21
26.889,0.16,-0.32,0.20
26.893,0.12,-0.31,0.18
26.897,0.08,-0.29,0.17
26.904,0.05,-0.26,0.16
26.912,0.01,-0.22,0.16
26.917,-0.02,-0.17,0.16
26.924,-0.05,-0.13,0.16
26.928,-0.07,-0.09,0.18
26.932,-0.08,-0.08,0.20
26.939,-0.08,-0.09,0.22
26.943,-0.07,-0.12,0.25
26.948,-0.05,-0.16,0.28
26.953,-0.01,-0.20,0.31
26.958,0.03,-0.22,0.33
26.962,0.07,-0.23,0.34
26.967,0.11,-0.23,0.35
26.977,0.15,-0.21,0.35
26.978,0.17,-0.18,0.34
26.983,0.19,-0.15,0.33
26.989,0.20,-0.13,0.31
27.019,0.22,-0.11,0.29
27.020,0.23,-0.10,0.26
27.020,0.24,-0.10,0.23
27.021,0.24,-0.10,0.20
27.022,0.24,-0.10,0.18
27.022,0.24,-0.10,0.17
27.023,0.23,-0.11,0.16
27.025,0.21,-0.11,0.16
27.030,0.18,-0.12,0.17
27.035,0.14,-0.13,0.18
27.040,0.10,-0.14,0.19
27.045,0.07,-0.15,0.20
27.050,0.04,-0.17,0.19
27.054,0.01,-0.19,0.17
27.059,-0.01,-0.20,0.15
27.064,-0.03,-0.20,0.11
27.069,-0.04,-0.19,0.08
27.075,-0.06,-0.17,0.05
27.079,-0.07,-0.15,0.01
27.084,-0.07,-0.12,-0.01
27.095,-0.09,-0.07,-0.03
27.096,-0.11,-0.02,-0.04
27.099,-0.12,0.03,-0.05
27.104,-0.12,0.06,-0.05
27.134,-0.11,0.08,-0.04
27.135,-0.09,0.08,-0.04
27.135,-0.07,0.05,-0.03
27.135,-0.04,0.03,-0.03
27.135,-0.02,0.01,-0.03
27.136,0.00,-0.03,-0.03
27.138,0.00,-0.07,-0.05
27.143,-0.02,-0.12,-0.06
27.149,-0.07,-0.17,-0.09
27.153,-0.12,-0.19,-0.11
27.159,-0.19,-0.20,-0.12
27.163,-0.25,-0.18,-0.12
27.168,-0.30,-0.14,-0.12
27.173,-0.34,-0.09,-0.12
27.178,-0.36,-0.05,-0.11
27.182,-0.36,-0.01,-0.10
27.188,-0.36,0.02,-0.09
27.192,-0.36,0.03,-0.07
27.198,-0.36,0.02,-0.04
27.203,-0.35,0.01,-0.01
27.209,-0.34,-0.01,0.02
27.214,-0.33,-0.03,0.03
27.218,-0.31,-0.05,0.04
27.222,-0.29,-0.07,0.05
27.228,-0.29,-0.10,0.06
27.237,-0.28,-0.13,0.06
27.271,-0.28,-0.16,0.07
27.272,-0.28,-0.21,0.07
27.272,-0.29,-0.26,0.06
27.273,-0.32,-0.32,0.05
27.273,-0.36,-0.36,0.04
27.273,-0.41,-0.39,0.02
27.273,-0.47,-0.40,0.01
27.277,-0.52,-0.40,-0.01
27.281,-0.55,-0.39,-0.02
27.285,-0.58,-0.36,-0.03
27.292,-0.58,-0.32,-0.03
27.295,-0.57,-0.27,-0.03
27.300,-0.54,-0.23,-0.02
27.305,-0.49,-0.18,-0.01
27.311,-0.43,-0.14,-0.01
27.315,-0.36,-0.11,-0.00
27.320,-0.28,-0.09,-0.01
27.326,-0.17,-0.06,-0.02
27.329,-0.06,-0.03,-0.03
27.334,0.06,0.01,-0.04
27.340,0.15,0.04,-0.04
27.344,0.23,0.07,-0.04
27.349,0.28,0.09,-0.05
27.355,0.31,0.10,-0.06
27.361,0.32,0.11,-0.07
27.363,0.32,0.10,-0.09
27.368,0.31,0.09,-0.11
27.378,0.29,0.07,-0.13
27.379,0.28,0.04,-0.16
27.384,0.26,0.02,-0.17
27.388,0.25,0.00,-0.19
27.418,0.25,-0.00,-0.20
27.419,0.25,0.00,-0.21
27.420,0.25,0.02,-0.22
27.420,0.24,0.06,-0.24
27.420,0.23,0.10,-0.25
27.420,0.22,0.14,-0.26
27.423,0.20,0.17,-0.28
27.428,0.18,0.18,-0.29
27.432,0.17,0.18,-0.32
27.437,0.16,0.16,-0.34
27.442,0.15,0.13,-0.36
27.447,0.13,0.11,-0.37
27.451,0.12,0.09,-0.38
27.457,0.11,0.07,-0.38
27.462,0.11,0.06,-0.38
27.466,0.10,0.04,-0.37
27.471,0.10,0.03,-0.36
27.477,0.08,0.02,-0.36
27.481,0.06,0.01,-0.35
27.486,0.02,0.01,-0.35
27.493,-0.01,0.00,-0.34
27.496,-0.05,0.00,-0.34
27.500,-0.07,0.00,-0.34
27.506,-0.08,0.00,-0.34
27.512,-0.09,-0.00,-0.34
27.515,-0.10,-0.01,-0.34
27.521,-0.09,-0.00,-0.33
27.563,-0.07,0.01,-0.32
27.563,-0.04,0.04,-0.31
27.564,-0.00,0.07,-0.29
27.564,0.04,0.09,-0.27
27.564,0.09,0.11,-0.26
27.565,0.14,0.10,-0.25
27.565,0.18,0.10,-0.24
27.565,0.23,0.09,-0.23
27.569,0.26,0.08,-0.23
27.575,0.28,0.07,-0.23
27.579,0.30,0.07,-0.24
27.584,0.30,0.07,-0.25
27.589,0.30,0.07,-0.26
27.594,0.29,0.08,-0.27
27.599,0.27,0.09,-0.28
27.603,0.25,0.10,-0.30
27.610,0.21,0.11,-0.32
27.614,0.18,0.12,-0.34
27.618,0.14,0.14,-0.35
27.626,0.12,0.15,-0.36
27.629,0.10,0.16,-0.36
27.633,0.09,0.17,-0.35
27.637,0.09,0.18,-0.33
27.643,0.09,0.18,-0.30
27.648,0.10,0.17,-0.27
27.653,0.12,0.15,-0.23
27.662,0.14,0.13,-0.20
27.663,0.16,0.09,-0.17
27.668,0.16,0.05,-0.15
27.675,0.15,0.01,-0.14
27.700,0.13,-0.03,-0.15
27.701,0.10,-0.07,-0.17
27.701,0.06,-0.10,-0.18
27.701,0.00,-0.13,-0.19
27.701,-0.06,-0.14,-0.20
27.701,-0.13,-0.16,-0.20
27.707,-0.21,-0.16,-0.20
27.711,-0.28,-0.16,-0.20
27.716,-0.34,-0.15,-0.19
27.721,-0.39,-0.14,-0.18
27.726,-0.43,-0.12,-0.17
27.731,-0.46,-0.11,-0.15
27.735,-0.46,-0.08,-0.13
