time,wx (rad/s),wy (rad/s),wz (rad/s)
25.936,0.76,0.80,0.40
25.940,0.79,0.80,0.50
25.945,0.83,0.75,0.58
25.950,0.86,0.66,0.65
25.955,0.89,0.52,0.71
25.960,0.90,0.39,0.76
25.964,0.89,0.27,0.80
25.970,0.88,0.19,0.83
25.975,0.92,0.15,0.85
25.980,1.01,0.15,0.89
25.985,1.16,0.17,0.96
25.991,1.34,0.22,1.05
26.014,1.50,0.31,1.15
26.016,1.65,0.44,1.24
26.016,1.77,0.59,1.35
26.016,1.87,0.73,1.46
26.022,1.93,0.86,1.59
26.023,1.92,0.91,1.71
26.024,1.81,0.84,1.82
26.057,1.61,0.64,1.88
26.058,1.33,0.33,1.88
26.058,1.00,-0.05,1.82
26.058,0.62,-0.44,1.67
26.058,0.18,-0.77,1.42
26.058,-0.27,-0.98,1.13
26.058,-0.67,-1.00,0.85
26.065,-0.96,-0.76,0.62
26.067,-1.09,-0.33,0.42
26.072,-1.03,0.21,0.30
26.077,-0.81,0.77,0.31
26.082,-0.47,1.22,0.43
26.087,-0.11,1.47,0.60
26.093,0.19,1.50,0.75
26.102,0.39,1.34,0.87
26.107,0.52,1.06,0.93
26.114,0.57,0.71,0.94
26.119,0.57,0.33,0.91
26.123,0.50,-0.00,0.86
26.129,0.39,-0.23,0.80
26.133,0.24,-0.36,0.74
26.136,0.06,-0.39,0.71
26.141,-0.13,-0.35,0.71
26.149,-0.31,-0.23,0.72
26.152,-0.49,-0.07,0.73
26.156,-0.66,0.08,0.73
26.170,-0.80,0.19,0.71
26.172,-0.91,0.23,0.69
26.172,-0.97,0.22,0.66
26.220,-0.99,0.17,0.64
26.221,-0.95,0.10,0.62
26.221,-0.89,0.03,0.62
26.221,-0.81,-0.04,0.62
26.222,-0.71,-0.11,0.64
26.222,-0.61,-0.17,0.66
26.222,-0.51,-0.21,0.68
26.222,-0.41,-0.22,0.69
26.223,-0.31,-0.22,0.69
26.223,-0.22,-0.20,0.68
26.226,-0.12,-0.18,0.66
26.229,-0.02,-0.16,0.64
26.234,0.05,-0.12,0.61
26.239,0.10,-0.07,0.58
26.244,0.14,0.02,0.54
26.248,0.20,0.15,0.52
26.253,0.27,0.29,0.51
26.258,0.34,0.41,0.49
26.263,0.39,0.51,0.46
26.268,0.41,0.59,0.43
26.273,0.39,0.62,0.39
26.294,0.35,0.58,0.32
26.295,0.28,0.49,0.21
26.295,0.19,0.36,0.07
26.296,0.09,0.24,-0.05
26.298,-0.03,0.17,-0.14
26.302,-0.16,0.16,-0.18
26.307,-0.31,0.21,-0.19
26.313,-0.45,0.28,-0.18
26.317,-0.56,0.35,-0.14
26.321,-0.62,0.44,-0.06
26.327,-0.62,0.54,0.03
26.332,-0.60,0.64,0.07
26.336,-0.56,0.75,0.07
26.341,-0.52,0.83,0.00
26.347,-0.49,0.88,-0.13
26.352,-0.47,0.86,-0.31
26.357,-0.47,0.81,-0.50
26.362,-0.50,0.74,-0.67
26.367,-0.55,0.63,-0.78
26.373,-0.62,0.48,-0.82
26.381,-0.68,0.30,-0.80
26.385,-0.74,0.11,-0.74
26.387,-0.77,-0.07,-0.67
26.392,-0.76,-0.21,-0.58
26.398,-0.68,-0.33,-0.47
26.402,-0.55,-0.45,-0.38
26.406,-0.37,-0.56,-0.34
26.422,-0.13,-0.63,-0.38
26.423,0.10,-0.66,-0.54
26.427,0.22,-0.69,-0.82
26.455,0.16,-0.76,-1.21
26.456,-0.11,-0.87,-1.60
26.457,-0.54,-0.99,-1.89
26.458,-1.07,-1.02,-2.02
26.459,-1.61,-0.97,-2.00
26.463,-2.14,-0.92,-1.91
26.463,-2.59,-0.87,-1.79
26.465,-2.88,-0.82,-1.65
26.474,-2.93,-0.75,-1.52
26.476,-2.76,-0.74,-1.43
26.479,-2.43,-0.79,-1.37
26.483,-2.00,-0.87,-1.34
26.488,-1.53,-0.92,-1.35
26.493,-1.03,-0.90,-1.35
26.498,-0.51,-0.80,-1.33
26.503,-0.05,-0.65,-1.31
26.508,0.35,-0.51,-1.28
26.513,0.68,-0.38,-1.25
26.518,0.95,-0.27,-1.20
26.522,1.14,-0.22,-1.15
26.530,1.27,-0.23,-1.09
26.542,1.33,-0.28,-1.02
26.543,1.31,-0.35,-0.95
26.544,1.22,-0.42,-0.88
26.552,1.05,-0.50,-0.82
26.553,0.83,-0.60,-0.77
26.557,0.57,-0.70,-0.74
26.562,0.31,-0.78,-0.73
26.567,0.04,-0.83,-0.72
26.572,-0.22,-0.82,-0.74
26.577,-0.47,-0.75,-0.77
26.581,-0.72,-0.62,-0.81
26.586,-0.96,-0.46,-0.87
26.591,-1.17,-0.30,-0.94
26.597,-1.31,-0.14,-1.01
26.601,-1.36,0.02,-1.06
26.607,-1.30,0.14,-1.07
26.613,-1.14,0.24,-1.07
26.616,-0.91,0.29,-1.03
26.620,-0.64,0.31,-0.98
26.625,-0.36,0.31,-0.90
26.631,-0.08,0.30,-0.81
26.636,0.19,0.30,-0.71
26.641,0.43,0.32,-0.61
26.647,0.62,0.34,-0.56
26.651,0.77,0.33,-0.55
26.655,0.86,0.28,-0.58
26.661,0.89,0.20,-0.61
26.666,0.88,0.13,-0.63
26.670,0.81,0.10,-0.60
26.675,0.71,0.11,-0.55
26.695,0.59,0.16,-0.45
26.696,0.48,0.22,-0.35
26.696,0.39,0.28,-0.24
26.696,0.33,0.33,-0.15
26.699,0.32,0.36,-0.09
26.704,0.38,0.36,-0.03
26.709,0.49,0.35,0.04
26.714,0.64,0.33,0.11
26.719,0.78,0.30,0.19
26.723,0.88,0.29,0.25
26.731,0.93,0.28,0.32
26.734,0.93,0.27,0.36
26.739,0.91,0.29,0.37
26.744,0.90,0.32,0.36
26.754,0.88,0.34,0.33
26.759,0.83,0.34,0.29
26.765,0.76,0.34,0.28
26.769,0.69,0.33,0.29
26.773,0.66,0.35,0.35
26.779,0.68,0.39,0.45
26.785,0.75,0.46,0.57
26.788,0.87,0.55,0.72
26.793,1.04,0.64,0.90
26.799,1.28,0.72,1.09
26.802,1.57,0.80,1.30
26.807,1.88,0.83,1.49
26.821,2.13,0.77,1.60
26.823,2.26,0.60,1.64
26.824,2.24,0.36,1.60
26.828,2.04,0.08,1.47
26.859,1.63,-0.15,1.25
26.859,1.07,-0.29,0.94
26.859,0.43,-0.29,0.58
26.860,-0.22,-0.21,0.25
26.860,-0.83,-0.08,0.00
26.860,-1.33,0.09,-0.15
26.861,-1.70,0.27,-0.20
26.867,-1.93,0.45,-0.17
26.871,-2.01,0.60,-0.03
26.875,-1.93,0.73,0.20
26.881,-1.68,0.80,0.49
26.885,-1.27,0.78,0.81
26.890,-0.77,0.64,1.12
26.896,-0.23,0.39,1.38
26.900,0.24,0.08,1.57
26.905,0.60,-0.25,1.66
26.910,0.85,-0.58,1.66
26.916,1.00,-0.87,1.58
26.920,1.09,-1.08,1.46
26.925,1.14,-1.17,1.34
26.933,1.14,-1.15,1.22
26.935,1.07,-1.01,1.09
26.941,0.92,-0.80,0.96
26.945,0.70,-0.52,0.86
26.954,0.43,-0.21,0.80
26.955,0.15,0.09,0.76
26.959,-0.12,0.36,0.75
26.967,-0.36,0.56,0.74
26.970,-0.55,0.68,0.73
26.974,-0.67,0.74,0.70
26.979,-0.73,0.73,0.64
27.019,-0.74,0.68,0.55
27.021,-0.70,0.60,0.46
27.021,-0.65,0.53,0.38
27.022,-0.59,0.44,0.31
27.023,-0.56,0.35,0.22
27.024,-0.57,0.23,0.12
27.025,-0.58,0.12,0.03
27.026,-0.55,0.08,-0.00
27.027,-0.46,0.12,0.02
27.028,-0.34,0.23,0.07
27.034,-0.22,0.34,0.14
27.038,-0.12,0.40,0.19
27.043,-0.03,0.42,0.20
27.048,0.09,0.40,0.22
27.053,0.21,0.36,0.22
27.057,0.34,0.27,0.23
27.062,0.45,0.14,0.23
27.068,0.54,-0.03,0.20
27.078,0.60,-0.20,0.14
27.088,0.62,-0.37,0.07
27.089,0.61,-0.51,0.00
27.093,0.57,-0.61,-0.06
27.127,0.50,-0.66,-0.11
27.129,0.39,-0.65,-0.16
27.130,0.25,-0.58,-0.20
27.131,0.07,-0.46,-0.25
27.132,-0.12,-0.30,-0.28
27.133,-0.30,-0.12,-0.30
27.134,-0.42,0.06,-0.32
27.134,-0.49,0.22,-0.33
27.138,-0.51,0.34,-0.35
27.142,-0.53,0.41,-0.39
27.146,-0.56,0.45,-0.44
27.150,-0.59,0.45,-0.52
27.155,-0.61,0.43,-0.60
27.160,-0.64,0.41,-0.68
27.165,-0.66,0.39,-0.72
27.171,-0.68,0.36,-0.70
27.175,-0.68,0.30,-0.63
27.180,-0.66,0.20,-0.52
27.185,-0.61,0.07,-0.39
27.192,-0.53,-0.07,-0.23
27.195,-0.42,-0.23,-0.08
27.202,-0.33,-0.39,-0.01
27.205,-0.33,-0.58,-0.03
27.210,-0.44,-0.79,-0.14
27.229,-0.71,-0.99,-0.28
27.229,-1.10,-1.14,-0.43
27.230,-1.54,-1.21,-0.59
27.230,-1.98,-1.21,-0.78
27.259,-2.36,-1.16,-0.97
27.260,-2.67,-1.05,-1.12
27.260,-2.85,-0.87,-1.21
27.260,-2.86,-0.62,-1.22
27.261,-2.69,-0.33,-1.18
27.261,-2.34,-0.05,-1.12
27.262,-1.86,0.16,-1.07
27.268,-1.30,0.28,-1.07
27.272,-0.75,0.31,-1.08
27.277,-0.24,0.28,-1.10
27.283,0.19,0.20,-1.11
27.287,0.55,0.09,-1.14
27.292,0.83,-0.03,-1.17
27.298,1.03,-0.17,-1.19
27.302,1.15,-0.34,-1.19
27.307,1.18,-0.50,-1.15
27.314,1.13,-0.67,-1.09
27.320,1.02,-0.81,-1.02
27.323,0.84,-0.91,-0.94
27.328,0.61,-0.94,-0.86
27.335,0.32,-0.90,-0.78
27.339,-0.05,-0.79,-0.72
27.344,-0.51,-0.61,-0.67
27.353,-1.04,-0.36,-0.66
27.359,-1.54,-0.06,-0.65
27.360,-1.94,0.26,-0.67
27.363,-2.21,0.56,-0.72
27.394,-2.35,0.82,-0.79
27.395,-2.35,0.98,-0.86
27.395,-2.23,1.04,-0.92
27.396,-1.97,1.02,-0.95
27.396,-1.57,0.95,-0.94
27.397,-1.05,0.85,-0.91
27.408,-0.48,0.72,-0.86
27.409,0.10,0.56,-0.82
27.412,0.65,0.38,-0.80
27.417,1.11,0.18,-0.80
27.419,1.48,-0.01,-0.82
27.424,1.73,-0.16,-0.82
27.429,1.90,-0.28,-0.81
27.434,1.97,-0.37,-0.79
27.439,1.94,-0.40,-0.75
27.444,1.84,-0.34,-0.69
27.449,1.69,-0.18,-0.62
27.454,1.49,0.05,-0.54
27.459,1.28,0.29,-0.42
27.464,1.07,0.52,-0.28
27.470,0.90,0.71,-0.11
27.474,0.78,0.87,0.06
27.479,0.73,0.98,0.23
27.490,0.71,1.01,0.38
27.492,0.72,0.96,0.51
27.495,0.75,0.83,0.61
27.536,0.81,0.64,0.69
27.537,0.89,0.41,0.75
27.537,0.98,0.20,0.80
27.538,1.09,0.07,0.85
27.538,1.20,0.01,0.89
27.538,1.29,-0.00,0.92
27.538,1.36,0.01,0.92
27.538,1.36,0.04,0.90
27.538,1.30,0.09,0.87
27.542,1.18,0.16,0.85
27.548,1.08,0.23,0.87
27.554,1.02,0.28,0.94
27.557,1.05,0.29,1.06
27.562,1.15,0.26,1.23
27.568,1.32,0.19,1.43
27.572,1.54,0.08,1.65
27.576,1.78,-0.08,1.84
27.581,1.99,-0.26,1.98
27.586,2.10,-0.43,2.07
27.591,2.07,-0.59,2.14
27.596,1.87,-0.71,2.19
27.603,1.50,-0.75,2.22
27.606,0.91,-0.70,2.22
27.612,0.12,-0.56,2.21
27.618,-0.81,-0.29,2.22
27.621,-1.76,0.07,2.27
27.626,-2.59,0.43,2.39
27.631,-3.26,0.74,2.54
27.636,-3.73,0.98,2.71
27.641,-3.98,1.17,2.87
27.645,-3.96,1.30,2.99
27.659,-3.67,1.35,3.07
27.660,-3.14,1.29,3.09
27.661,-2.42,1.12,3.06
27.669,-1.62,0.82,2.96
27.697,-0.81,0.42,2.79
27.698,-0.06,-0.06,2.57
27.699,0.60,-0.52,2.34
27.700,1.12,-0.88,2.12
27.700,1.49,-1.11,1.91
27.701,1.72,-1.20,1.72
27.701,1.82,-1.15,1.56
27.703,1.78,-0.95,1.42
27.708,1.61,-0.62,1.29
27.713,1.35,-0.20,1.19
27.718,0.99,0.27,1.11
27.729,0.58,0.73,1.04
27.743,0.17,1.12,0.96
27.744,-0.20,1.43,0.89
27.745,-0.49,1.64,0.83
27.748,-0.67,1.73,0.78
27.795,-0.77,1.71,0.73
27.797,-0.77,1.56,0.68
27.799,-0.69,1.34,0.61
27.799,-0.55,1.07,0.56
27.799,-0.35,0.78,0.52
27.800,-0.11,0.49,0.49
27.800,0.16,0.23,0.47
27.800,0.45,0.05,0.47
27.800,0.74,-0.08,0.47
27.800,0.99,-0.17,0.44
27.805,1.20,-0.21,0.39
27.807,1.37,-0.19,0.34
27.812,1.47,-0.11,0.30
27.817,1.50,0.04,0.25
27.821,1.45,0.22,0.20
27.826,1.36,0.39,0.15
27.831,1.23,0.54,0.10
27.836,1.11,0.63,0.06
27.841,0.99,0.66,0.02
27.848,0.90,0.60,-0.01
27.854,0.84,0.46,-0.05
27.857,0.82,0.25,-0.10
27.863,0.85,0.01,-0.15
27.891,0.93,-0.19,-0.20
27.893,1.02,-0.31,-0.22
27.894,1.11,-0.37,-0.22
27.894,1.16,-0.39,-0.21
27.895,1.17,-0.38,-0.22
27.896,1.13,-0.36,-0.27
27.920,1.04,-0.32,-0.41
27.921,0.90,-0.26,-0.61
27.921,0.74,-0.20,-0.85
27.921,0.54,-0.15,-1.12
27.922,0.32,-0.13,-1.37
27.922,0.07,-0.15,-1.56
27.924,-0.19,-0.18,-1.67
27.929,-0.42,-0.21,-1.69
27.935,-0.55,-0.24,-1.60
27.938,-0.53,-0.28,-1.45
27.943,-0.37,-0.34,-1.27
27.948,-0.10,-0.42,-1.12
27.954,0.21,-0.50,-1.03
27.958,0.50,-0.56,-1.03
27.963,0.72,-0.61,-1.14
27.969,0.84,-0.64,-1.37
27.973,0.81,-0.62,-1.71
27.978,0.59,-0.51,-2.07
27.983,0.18,-0.35,-2.38
27.989,-0.39,-0.22,-2.62
27.993,-1.04,-0.15,-2.80
27.998,-1.66,-0.13,-2.86
28.008,-2.15,-0.11,-2.81
28.010,-2.47,-0.12,-2.65
28.014,-2.66,-0.25,-2.43
28.040,-2.75,-0.54,-2.18
28.041,-2.76,-0.93,-1.94
28.041,-2.65,-1.25,-1.72
28.041,-2.39,-1.39,-1.51
28.042,-2.00,-1.39,-1.32
28.042,-1.54,-1.27,-1.16
28.052,-1.05,-1.13,-1.04
28.056,-0.59,-1.07,-1.00
28.061,-0.19,-1.08,-1.02
28.066,0.18,-1.14,-1.06
28.072,0.55,-1.20,-1.06
28.076,0.91,-1.25,-1.01
28.081,1.20,-1.27,-0.93
28.086,1.35,-1.23,-0.84
28.092,1.35,-1.15,-0.77
28.097,1.21,-1.06,-0.72
28.104,0.99,-1.00,-0.70
28.107,0.73,-0.98,-0.70
28.112,0.47,-0.96,-0.72
28.116,0.21,-0.91,-0.75
28.123,-0.03,-0.82,-0.79
28.132,-0.24,-0.69,-0.83
28.133,-0.41,-0.54,-0.85
28.139,-0.56,-0.38,-0.86
28.142,-0.67,-0.24,-0.87
28.145,-0.75,-0.13,-0.87
28.150,-0.81,-0.03,-0.88
28.155,-0.85,0.07,-0.89
28.160,-0.86,0.14,-0.92
28.164,-0.82,0.17,-0.97
28.178,-0.72,0.16,-1.06
28.180,-0.55,0.11,-1.18
28.180,-0.35,0.04,-1.29
28.238,-0.15,-0.02,-1.37
28.239,0.04,-0.05,-1.41
28.239,0.20,-0.04,-1.39
28.240,0.34,0.01,-1.32
28.240,0.44,0.09,-1.21
28.241,0.50,0.19,-1.09
28.241,0.53,0.28,-0.96
28.241,0.51,0.36,-0.82
28.242,0.44,0.39,-0.70
28.242,0.34,0.40,-0.59
28.243,0.21,0.38,-0.49
28.243,0.07,0.37,-0.39
28.244,-0.06,0.38,-0.32
28.249,-0.15,0.41,-0.26
28.256,-0.17,0.46,-0.20
28.258,-0.09,0.50,-0.14
28.264,0.06,0.50,-0.09
28.267,0.30,0.46,-0.04
28.272,0.59,0.37,0.01
28.277,0.91,0.25,0.07
28.281,1.22,0.12,0.14
28.290,1.48,0.02,0.20
28.293,1.67,-0.07,0.26
28.298,1.76,-0.12,0.32
28.327,1.75,-0.13,0.38
28.328,1.66,-0.09,0.46
28.328,1.49,-0.01,0.53
28.329,1.29,0.09,0.60
28.329,1.08,0.20,0.66
28.329,0.89,0.30,0.69
28.331,0.75,0.40,0.72
28.338,0.68,0.48,0.77
28.341,0.68,0.53,0.83
28.345,0.73,0.56,0.90
28.350,0.84,0.59,1.00
28.356,0.99,0.64,1.11
28.360,1.17,0.69,1.20
28.365,1.35,0.74,1.28
28.370,1.49,0.77,1.30
28.380,1.59,0.75,1.27
28.385,1.65,0.63,1.17
28.390,1.60,0.41,1.00
28.395,1.40,0.13,0.78
28.399,1.05,-0.16,0.51
28.405,0.58,-0.37,0.24
28.410,0.10,-0.42,-0.01
28.414,-0.31,-0.27,-0.21
28.420,-0.62,0.01,-0.36
28.424,-0.84,0.30,-0.45
28.429,-0.99,0.54,-0.50
28.434,-1.11,0.66,-0.52
28.441,-1.20,0.68,-0.50
28.444,-1.25,0.64,-0.46
28.450,-1.28,0.57,-0.38
28.460,-1.27,0.49,-0.27
28.461,-1.23,0.44,-0.13
28.465,-1.13,0.44,0.02
28.470,-0.97,0.48,0.16
28.502,-0.75,0.57,0.29
28.502,-0.49,0.68,0.40
28.502,-0.22,0.81,0.48
28.502,0.04,0.92,0.53
28.503,0.27,0.99,0.54
28.503,0.46,1.00,0.51
28.504,0.59,0.97,0.45
28.507,0.64,0.89,0.37
28.512,0.62,0.78,0.30
28.517,0.52,0.64,0.25
28.522,0.35,0.49,0.22
28.527,0.12,0.35,0.20
28.532,-0.14,0.22,0.20
28.538,-0.43,0.13,0.21
28.541,-0.71,0.06,0.24
28.546,-0.98,0.01,0.27
28.554,-1.21,-0.03,0.32
28.561,-1.40,-0.07,0.37
28.563,-1.54,-0.12,0.42
28.567,-1.62,-0.17,0.49
28.573,-1.66,-0.21,0.55
28.577,-1.66,-0.26,0.62
28.581,-1.61,-0.30,0.69
28.594,-1.53,-0.34,0.77
28.595,-1.41,-0.38,0.83
28.598,-1.27,-0.42,0.88
28.603,-1.12,-0.47,0.90
28.644,-0.96,-0.53,0.88
28.646,-0.78,-0.60,0.83
28.646,-0.59,-0.66,0.76
28.647,-0.40,-0.70,0.68
28.647,-0.21,-0.71,0.62
28.648,-0.05,-0.69,0.56
28.648,0.07,-0.67,0.52
28.649,0.16,-0.64,0.50
28.649,0.21,-0.61,0.50
28.652,0.24,-0.59,0.51
28.655,0.26,-0.58,0.54
28.659,0.27,-0.57,0.58
28.665,0.27,-0.57,0.63
28.670,0.28,-0.58,0.69
28.674,0.29,-0.58,0.74
28.679,0.30,-0.58,0.77
28.683,0.31,-0.60,0.79
28.689,0.33,-0.60,0.79
28.693,0.35,-0.60,0.77
28.710,0.35,-0.59,0.73
28.711,0.34,-0.56,0.68
28.714,0.30,-0.52,0.62
28.720,0.25,-0.46,0.56
28.755,0.19,-0.38,0.51
28.757,0.14,-0.30,0.46
28.757,0.11,-0.21,0.42
28.758,0.10,-0.13,0.39
28.758,0.13,-0.05,0.37
28.759,0.20,0.02,0.37
28.759,0.31,0.08,0.38
28.759,0.45,0.14,0.40
28.762,0.60,0.18,0.44
28.768,0.75,0.20,0.47
28.774,0.86,0.20,0.48
28.778,0.92,0.19,0.48
28.782,0.93,0.18,0.44
28.790,0.90,0.18,0.39
28.792,0.84,0.20,0.30
28.797,0.77,0.23,0.20
28.801,0.68,0.24,0.07
28.808,0.58,0.24,-0.06
28.811,0.46,0.23,-0.19
28.816,0.35,0.23,-0.29
28.831,0.24,0.24,-0.37
28.833,0.15,0.25,-0.42
28.834,0.08,0.25,-0.44
28.840,0.04,0.25,-0.43
28.879,0.02,0.22,-0.41
28.880,0.01,0.18,-0.40
28.880,-0.02,0.12,-0.39
28.880,-0.08,0.05,-0.40
28.881,-0.21,-0.01,-0.43
28.881,-0.38,-0.05,-0.48
28.881,-0.59,-0.06,-0.53
28.881,-0.82,-0.05,-0.60
28.881,-1.05,-0.03,-0.68
28.885,-1.27,0.02,-0.76
28.891,-1.46,0.10,-0.84
28.897,-1.60,0.20,-0.90
28.899,-1.67,0.31,-0.93
28.905,-1.66,0.44,-0.92
28.910,-1.59,0.57,-0.88
28.914,-1.47,0.70,-0.81
28.919,-1.34,0.78,-0.71
28.925,-1.23,0.82,-0.61
28.930,-1.14,0.83,-0.52
28.935,-1.06,0.79,-0.44
28.948,-0.99,0.73,-0.37
28.950,-0.92,0.62,-0.30
28.950,-0.85,0.49,-0.24
29.016,-0.77,0.33,-0.19
29.017,-0.68,0.18,-0.15
29.018,-0.58,0.05,-0.11
29.018,-0.47,-0.06,-0.07
29.019,-0.36,-0.15,-0.03
29.019,-0.25,-0.23,0.01
29.020,-0.12,-0.33,0.05
29.021,0.02,-0.41,0.08
29.021,0.21,-0.45,0.14
29.022,0.41,-0.46,0.20
29.023,0.62,-0.45,0.26
29.023,0.79,-0.44,0.31
29.024,0.90,-0.45,0.34
29.024,0.96,-0.44,0.34
29.031,0.97,-0.42,0.33
29.032,0.96,-0.39,0.31
29.037,0.92,-0.35,0.28
29.043,0.86,-0.30,0.24
29.047,0.76,-0.25,0.19
29.052,0.66,-0.19,0.15
29.057,0.56,-0.13,0.10
29.061,0.48,-0.08,0.06
29.065,0.43,-0.04,0.03
29.071,0.39,-0.01,-0.00
29.076,0.36,-0.01,-0.03
29.081,0.35,-0.02,-0.05
29.095,0.34,-0.03,-0.07
29.096,0.34,-0.05,-0.08
29.096,0.33,-0.05,-0.10
29.101,0.35,-0.05,-0.10
29.140,0.39,-0.04,-0.08
29.141,0.45,-0.03,-0.04
29.142,0.51,-0.02,-0.00
29.142,0.58,0.00,0.04
29.143,0.65,0.03,0.08
29.143,0.70,0.07,0.10
29.144,0.72,0.12,0.11
29.144,0.72,0.16,0.11
29.145,0.69,0.20,0.10
29.150,0.65,0.24,0.08
29.154,0.61,0.26,0.06
29.159,0.57,0.28,0.05
29.164,0.54,0.29,0.04
29.169,0.53,0.30,0.03
29.176,0.54,0.32,0.02
29.179,0.54,0.34,0.00
29.184,0.55,0.34,-0.02
29.194,0.55,0.35,-0.05
29.198,0.55,0.35,-0.08
29.200,0.54,0.35,-0.11
29.204,0.53,0.37,-0.12
29.210,0.52,0.38,-0.12
29.215,0.51,0.38,-0.12
29.218,0.49,0.39,-0.11
29.231,0.47,0.39,-0.10
29.232,0.44,0.39,-0.09
29.238,0.41,0.39,-0.07
29.261,0.37,0.38,-0.05
29.262,0.33,0.36,-0.04
29.262,0.28,0.32,-0.03
29.262,0.22,0.27,-0.02
29.262,0.16,0.20,-0.02
29.263,0.11,0.13,-0.02
29.266,0.08,0.07,-0.01
29.271,0.06,0.02,-0.01
29.277,0.04,-0.05,-0.01
29.281,0.00,-0.13,-0.02
29.286,-0.06,-0.20,-0.04
29.292,-0.15,-0.27,-0.06
29.297,-0.25,-0.31,-0.09
29.301,-0.33,-0.33,-0.11
29.307,-0.39,-0.30,-0.15
29.312,-0.41,-0.24,-0.19
29.316,-0.39,-0.16,-0.24
29.321,-0.34,-0.05,-0.29
29.327,-0.25,0.08,-0.34
29.332,-0.12,0.22,-0.38
29.337,0.03,0.36,-0.40
29.343,0.19,0.47,-0.40
29.355,0.33,0.55,-0.39
29.362,0.43,0.60,-0.37
29.363,0.50,0.63,-0.35
29.369,0.53,0.64,-0.33
29.372,0.52,0.61,-0.30
29.382,0.47,0.56,-0.27
29.384,0.38,0.48,-0.25
29.384,0.26,0.38,-0.22
29.431,0.12,0.27,-0.20
29.432,-0.04,0.14,-0.18
29.432,-0.20,0.02,-0.15
29.433,-0.35,-0.09,-0.11
29.433,-0.48,-0.17,-0.09
29.434,-0.59,-0.23,-0.06
29.434,-0.67,-0.28,-0.04
29.435,-0.73,-0.30,-0.02
29.435,-0.77,-0.29,0.00
29.435,-0.80,-0.26,0.03
29.438,-0.82,-0.22,0.07
29.443,-0.82,-0.18,0.13
29.448,-0.81,-0.15,0.19
29.453,-0.76,-0.14,0.27
29.462,-0.69,-0.14,0.33
29.463,-0.62,-0.17,0.39
29.469,-0.55,-0.22,0.44
29.472,-0.49,-0.25,0.46
29.498,-0.43,-0.28,0.48
29.499,-0.38,-0.31,0.50
29.499,-0.32,-0.35,0.52
29.499,-0.27,-0.40,0.54
29.499,-0.24,-0.47,0.56
29.502,-0.22,-0.53,0.59
29.509,-0.21,-0.58,0.60
29.512,-0.23,-0.62,0.61
29.517,-0.25,-0.66,0.62
29.522,-0.26,-0.67,0.62
29.527,-0.25,-0.67,0.63
29.531,-0.22,-0.64,0.63
29.536,-0.17,-0.58,0.62
29.542,-0.12,-0.51,0.62
29.547,-0.08,-0.43,0.61
29.552,-0.04,-0.36,0.62
29.557,0.01,-0.29,0.64
29.564,0.06,-0.24,0.67
29.567,0.12,-0.20,0.69
29.574,0.18,-0.18,0.72
29.580,0.24,-0.18,0.73
29.583,0.28,-0.20,0.72
29.587,0.30,-0.25,0.71
29.594,0.31,-0.30,0.68
29.598,0.30,-0.36,0.64
29.600,0.28,-0.39,0.59
29.607,0.24,-0.41,0.55
29.618,0.20,-0.42,0.52
29.620,0.17,-0.41,0.49
29.679,0.14,-0.40,0.47
29.680,0.11,-0.39,0.45
29.680,0.09,-0.38,0.43
29.681,0.08,-0.36,0.42
29.681,0.08,-0.32,0.41
29.682,0.09,-0.28,0.40
29.682,0.09,-0.25,0.38
29.683,0.10,-0.23,0.35
29.684,0.10,-0.21,0.32
29.684,0.10,-0.20,0.29
29.686,0.10,-0.18,0.26
29.688,0.08,-0.19,0.23
29.693,0.05,-0.21,0.20
29.698,-0.00,-0.24,0.17
29.699,-0.06,-0.25,0.15
29.700,-0.14,-0.25,0.13
29.709,-0.22,-0.26,0.11
29.713,-0.30,-0.29,0.08
29.715,-0.38,-0.32,0.05
29.718,-0.46,-0.35,0.02
29.725,-0.51,-0.36,-0.00
29.728,-0.55,-0.37,-0.03
29.732,-0.57,-0.38,-0.04
29.737,-0.56,-0.38,-0.05
29.748,-0.52,-0.38,-0.06
29.748,-0.46,-0.35,-0.07
29.752,-0.36,-0.29,-0.07
29.757,-0.24,-0.23,-0.06
29.786,-0.13,-0.15,-0.05
29.787,-0.03,-0.07,-0.03
29.787,0.04,0.01,-0.02
29.787,0.08,0.09,-0.01
29.788,0.10,0.15,-0.02
29.788,0.09,0.20,-0.03
29.791,0.05,0.23,-0.05
29.796,0.00,0.24,-0.09
29.800,-0.06,0.25,-0.14
29.805,-0.14,0.24,-0.21
29.811,-0.21,0.21,-0.29
29.815,-0.29,0.18,-0.37
29.820,-0.36,0.16,-0.45
29.826,-0.42,0.14,-0.52
29.830,-0.48,0.15,-0.56
29.834,-0.52,0.16,-0.59
29.839,-0.56,0.17,-0.60
29.845,-0.58,0.19,-0.58
29.850,-0.57,0.21,-0.55
29.855,-0.53,0.24,-0.50
29.868,-0.44,0.26,-0.43
29.870,-0.31,0.29,-0.36
29.871,-0.14,0.30,-0.29
29.875,0.05,0.30,-0.22
29.920,0.26,0.26,-0.18
29.922,0.44,0.20,-0.15
29.922,0.59,0.12,-0.15
29.923,0.67,0.03,-0.17
29.923,0.69,-0.06,-0.21
29.923,0.63,-0.15,-0.27
29.924,0.49,-0.24,-0.34
29.924,0.31,-0.31,-0.40
29.925,0.07,-0.36,-0.47
