time,wx (rad/s),wy (rad/s),wz (rad/s)
29.925,-0.19,-0.37,-0.53
29.932,-0.46,-0.33,-0.58
29.934,-0.70,-0.25,-0.60
29.939,-0.91,-0.14,-0.61
29.945,-1.08,-0.03,-0.61
29.948,-1.19,0.07,-0.59
29.953,-1.27,0.17,-0.57
29.957,-1.28,0.27,-0.53
29.963,-1.25,0.37,-0.49
29.968,-1.16,0.45,-0.44
29.973,-1.04,0.50,-0.39
29.981,-0.88,0.52,-0.33
29.982,-0.69,0.52,-0.28
29.989,-0.46,0.51,-0.24
30.019,-0.23,0.48,-0.21
30.019,0.02,0.42,-0.19
30.020,0.25,0.34,-0.18
30.020,0.47,0.24,-0.19
30.020,0.66,0.14,-0.19
30.021,0.81,0.04,-0.21
30.027,0.93,-0.05,-0.23
30.032,1.00,-0.15,-0.26
30.037,1.01,-0.22,-0.28
30.043,0.99,-0.27,-0.30
30.048,0.93,-0.30,-0.30
30.055,0.84,-0.30,-0.28
30.056,0.74,-0.27,-0.26
30.062,0.62,-0.21,-0.23
30.066,0.50,-0.14,-0.19
30.071,0.38,-0.06,-0.16
30.079,0.29,0.01,-0.13
30.082,0.23,0.07,-0.11
30.086,0.22,0.11,-0.09
30.091,0.24,0.13,-0.09
30.099,0.27,0.13,-0.08
30.101,0.31,0.11,-0.09
30.106,0.37,0.08,-0.09
30.122,0.43,0.04,-0.09
30.123,0.51,-0.01,-0.09
30.127,0.58,-0.06,-0.10
30.128,0.65,-0.11,-0.11
30.157,0.69,-0.15,-0.13
30.157,0.69,-0.17,-0.15
30.158,0.67,-0.16,-0.17
30.158,0.62,-0.13,-0.19
30.158,0.57,-0.09,-0.20
30.158,0.52,-0.04,-0.22
30.163,0.47,-0.00,-0.23
30.164,0.41,0.03,-0.24
30.168,0.33,0.05,-0.24
30.173,0.23,0.08,-0.24
30.178,0.13,0.10,-0.22
30.182,0.06,0.13,-0.20
30.188,0.01,0.16,-0.16
30.194,-0.00,0.18,-0.13
30.198,-0.00,0.19,-0.10
30.202,0.00,0.20,-0.06
30.208,0.02,0.22,-0.02
30.214,0.05,0.24,0.02
30.218,0.08,0.26,0.04
30.222,0.13,0.27,0.04
30.228,0.18,0.27,0.01
30.233,0.24,0.26,-0.03
30.237,0.31,0.26,-0.08
30.242,0.40,0.26,-0.13
30.249,0.49,0.27,-0.19
30.252,0.57,0.27,-0.24
30.257,0.63,0.26,-0.28
30.267,0.66,0.22,-0.30
30.268,0.66,0.17,-0.31
30.271,0.65,0.13,-0.30
30.276,0.61,0.10,-0.28
30.304,0.54,0.10,-0.26
30.304,0.42,0.11,-0.23
30.305,0.28,0.16,-0.21
30.305,0.14,0.23,-0.17
30.306,0.01,0.31,-0.14
30.306,-0.09,0.39,-0.10
30.313,-0.16,0.46,-0.08
30.315,-0.22,0.52,-0.05
30.320,-0.24,0.56,-0.01
30.330,-0.24,0.58,0.04
30.335,-0.23,0.58,0.08
30.341,-0.23,0.53,0.11
30.347,-0.26,0.45,0.11
30.350,-0.33,0.35,0.09
30.354,-0.41,0.26,0.04
30.362,-0.50,0.19,-0.01
30.367,-0.59,0.15,-0.07
30.369,-0.67,0.12,-0.14
30.374,-0.73,0.10,-0.20
30.381,-0.77,0.10,-0.24
30.386,-0.76,0.11,-0.26
30.389,-0.70,0.14,-0.25
30.394,-0.61,0.18,-0.23
30.399,-0.49,0.24,-0.20
30.403,-0.35,0.31,-0.14
30.408,-0.20,0.37,-0.08
30.420,-0.07,0.40,-0.01
30.421,0.04,0.38,0.04
30.423,0.12,0.35,0.08
30.457,0.17,0.29,0.10
30.458,0.17,0.21,0.12
30.458,0.11,0.10,0.13
30.458,-0.00,-0.02,0.13
30.458,-0.17,-0.12,0.13
30.458,-0.37,-0.19,0.13
30.459,-0.56,-0.21,0.13
30.465,-0.71,-0.19,0.15
30.468,-0.81,-0.15,0.18
30.473,-0.85,-0.08,0.22
30.477,-0.84,-0.01,0.27
30.482,-0.82,0.05,0.32
30.486,-0.77,0.10,0.37
30.492,-0.73,0.12,0.43
30.497,-0.68,0.12,0.49
30.501,-0.62,0.11,0.53
30.507,-0.55,0.09,0.56
30.514,-0.47,0.07,0.59
30.519,-0.37,0.03,0.62
30.522,-0.26,-0.01,0.66
30.527,-0.15,-0.05,0.69
30.532,-0.05,-0.09,0.72
30.536,0.05,-0.12,0.75
30.541,0.15,-0.17,0.76
30.556,0.24,-0.21,0.76
30.558,0.33,-0.24,0.75
30.558,0.41,-0.26,0.73
30.562,0.49,-0.30,0.71
30.586,0.55,-0.33,0.69
30.586,0.62,-0.37,0.67
30.587,0.67,-0.41,0.66
30.587,0.70,-0.44,0.65
30.587,0.72,-0.47,0.64
30.589,0.72,-0.49,0.63
30.594,0.71,-0.51,0.62
30.599,0.69,-0.52,0.62
30.604,0.66,-0.53,0.61
30.609,0.62,-0.54,0.59
30.614,0.56,-0.55,0.57
30.619,0.49,-0.55,0.54
30.624,0.42,-0.54,0.50
30.631,0.35,-0.53,0.47
30.635,0.30,-0.51,0.44
30.640,0.25,-0.50,0.40
30.645,0.22,-0.49,0.37
30.655,0.19,-0.49,0.35
30.660,0.18,-0.50,0.32
30.666,0.17,-0.51,0.30
30.669,0.18,-0.52,0.30
30.673,0.20,-0.53,0.30
30.678,0.22,-0.54,0.31
30.684,0.25,-0.55,0.32
30.688,0.28,-0.55,0.35
30.693,0.32,-0.55,0.38
30.700,0.35,-0.55,0.41
30.703,0.38,-0.56,0.44
30.709,0.38,-0.57,0.48
30.733,0.38,-0.58,0.50
30.734,0.37,-0.59,0.53
30.734,0.36,-0.60,0.55
30.734,0.34,-0.60,0.55
30.734,0.31,-0.60,0.53
30.737,0.27,-0.60,0.50
30.741,0.23,-0.60,0.47
30.748,0.20,-0.61,0.42
30.752,0.17,-0.62,0.37
30.756,0.13,-0.63,0.31
30.761,0.08,-0.66,0.24
30.766,0.02,-0.68,0.18
30.771,-0.05,-0.68,0.13
30.776,-0.11,-0.68,0.08
30.781,-0.15,-0.66,0.03
30.785,-0.20,-0.64,-0.01
30.792,-0.24,-0.59,-0.06
30.800,-0.28,-0.53,-0.11
30.802,-0.33,-0.46,-0.16
30.806,-0.36,-0.39,-0.19
30.810,-0.38,-0.32,-0.21
30.817,-0.38,-0.25,-0.21
30.821,-0.37,-0.17,-0.20
30.825,-0.33,-0.08,-0.19
30.843,-0.28,-0.00,-0.17
30.845,-0.22,0.09,-0.15
30.847,-0.16,0.18,-0.13
30.847,-0.11,0.27,-0.13
30.852,-0.06,0.35,-0.15
30.885,-0.04,0.41,-0.18
30.885,-0.05,0.46,-0.24
30.886,-0.08,0.47,-0.29
30.886,-0.13,0.48,-0.36
30.886,-0.19,0.47,-0.42
30.886,-0.24,0.47,-0.48
30.887,-0.27,0.47,-0.55
30.888,-0.31,0.49,-0.62
30.893,-0.35,0.51,-0.68
30.898,-0.41,0.52,-0.73
30.903,-0.48,0.55,-0.76
30.908,-0.54,0.57,-0.77
30.914,-0.59,0.59,-0.76
30.917,-0.63,0.60,-0.73
30.922,-0.64,0.59,-0.70
30.928,-0.61,0.57,-0.66
30.933,-0.57,0.54,-0.61
30.938,-0.50,0.51,-0.56
30.943,-0.43,0.48,-0.52
30.953,-0.35,0.44,-0.48
30.955,-0.28,0.40,-0.45
30.959,-0.21,0.35,-0.44
30.964,-0.17,0.29,-0.42
30.970,-0.16,0.23,-0.42
30.977,-0.17,0.17,-0.42
31.004,-0.20,0.12,-0.43
31.004,-0.25,0.10,-0.44
31.004,-0.32,0.09,-0.45
31.005,-0.37,0.11,-0.46
31.005,-0.43,0.14,-0.47
31.006,-0.46,0.16,-0.48
31.011,-0.50,0.18,-0.49
31.016,-0.52,0.18,-0.50
31.020,-0.53,0.18,-0.50
31.025,-0.54,0.16,-0.50
31.031,-0.55,0.12,-0.51
31.035,-0.55,0.08,-0.52
31.040,-0.53,0.02,-0.53
31.044,-0.50,-0.03,-0.55
31.050,-0.44,-0.08,-0.56
31.055,-0.36,-0.12,-0.56
31.059,-0.27,-0.15,-0.56
31.065,-0.16,-0.17,-0.55
31.070,-0.06,-0.19,-0.54
31.075,0.05,-0.19,-0.54
31.080,0.16,-0.19,-0.52
31.085,0.26,-0.17,-0.50
31.090,0.36,-0.16,-0.49
31.095,0.43,-0.14,-0.47
31.108,0.49,-0.13,-0.46
31.110,0.54,-0.12,-0.46
31.110,0.57,-0.12,-0.46
31.159,0.60,-0.12,-0.46
31.161,0.61,-0.12,-0.46
31.161,0.63,-0.13,-0.46
31.162,0.61,-0.13,-0.46
31.162,0.57,-0.12,-0.47
31.163,0.51,-0.09,-0.48
31.163,0.43,-0.06,-0.48
31.164,0.36,-0.00,-0.49
31.164,0.31,0.06,-0.48
31.165,0.30,0.11,-0.48
31.165,0.31,0.14,-0.47
31.170,0.34,0.16,-0.46
31.172,0.38,0.15,-0.46
31.177,0.43,0.12,-0.45
31.182,0.47,0.08,-0.45
31.187,0.51,0.03,-0.44
31.192,0.54,-0.02,-0.44
31.197,0.59,-0.05,-0.44
31.202,0.63,-0.08,-0.43
31.207,0.68,-0.10,-0.43
31.212,0.71,-0.12,-0.44
31.217,0.72,-0.13,-0.45
31.221,0.70,-0.14,-0.47
31.226,0.63,-0.13,-0.49
31.232,0.54,-0.09,-0.51
31.236,0.43,-0.03,-0.52
31.241,0.33,0.03,-0.54
31.247,0.23,0.08,-0.54
31.258,0.14,0.13,-0.55
31.259,0.05,0.17,-0.56
31.261,-0.02,0.22,-0.56
31.308,-0.08,0.28,-0.56
31.310,-0.11,0.33,-0.54
31.311,-0.12,0.38,-0.53
31.312,-0.12,0.40,-0.52
31.313,-0.10,0.41,-0.51
31.314,-0.10,0.40,-0.51
31.314,-0.11,0.38,-0.51
31.315,-0.14,0.36,-0.50
31.316,-0.16,0.35,-0.47
31.324,-0.16,0.36,-0.44
31.326,-0.13,0.38,-0.40
31.326,-0.09,0.42,-0.36
31.329,-0.03,0.45,-0.33
31.335,0.03,0.47,-0.29
31.339,0.10,0.49,-0.27
31.344,0.17,0.48,-0.24
31.352,0.23,0.46,-0.21
31.354,0.26,0.41,-0.18
31.358,0.27,0.36,-0.16
31.363,0.25,0.30,-0.14
31.390,0.21,0.26,-0.12
31.391,0.17,0.25,-0.10
31.391,0.13,0.27,-0.07
31.391,0.10,0.30,-0.04
31.392,0.08,0.33,0.00
31.393,0.08,0.35,0.04
31.398,0.08,0.35,0.09
31.403,0.09,0.33,0.12
31.407,0.11,0.30,0.15
31.412,0.13,0.27,0.19
31.417,0.15,0.23,0.21
31.422,0.16,0.20,0.23
31.427,0.15,0.16,0.23
31.433,0.12,0.11,0.22
31.437,0.06,0.07,0.20
31.441,-0.03,0.02,0.17
31.447,-0.14,-0.03,0.13
31.454,-0.26,-0.08,0.09
31.458,-0.38,-0.12,0.05
31.462,-0.50,-0.15,0.02
31.469,-0.58,-0.16,0.01
31.472,-0.64,-0.15,0.02
31.477,-0.66,-0.12,0.04
31.482,-0.66,-0.05,0.08
31.491,-0.63,0.06,0.14
31.492,-0.56,0.20,0.22
31.497,-0.46,0.34,0.31
31.525,-0.32,0.47,0.42
31.526,-0.19,0.55,0.53
31.527,-0.07,0.57,0.62
31.527,0.00,0.53,0.67
31.527,0.04,0.45,0.69
31.528,0.05,0.35,0.70
31.530,0.03,0.22,0.70
31.535,-0.02,0.07,0.67
31.540,-0.10,-0.05,0.64
31.545,-0.21,-0.15,0.60
31.550,-0.31,-0.21,0.56
31.554,-0.41,-0.24,0.53
31.559,-0.49,-0.24,0.53
31.564,-0.57,-0.22,0.53
31.569,-0.62,-0.21,0.55
31.575,-0.66,-0.20,0.57
31.579,-0.65,-0.19,0.59
31.585,-0.60,-0.16,0.63
31.589,-0.52,-0.13,0.68
31.594,-0.44,-0.11,0.72
31.601,-0.36,-0.10,0.76
31.604,-0.28,-0.10,0.78
31.609,-0.21,-0.11,0.79
31.613,-0.15,-0.13,0.79
31.619,-0.10,-0.16,0.77
31.629,-0.04,-0.19,0.75
31.639,0.02,-0.22,0.72
31.640,0.07,-0.25,0.70
31.644,0.12,-0.28,0.67
31.648,0.15,-0.30,0.64
31.666,0.18,-0.32,0.61
31.667,0.20,-0.35,0.59
31.667,0.22,-0.37,0.57
31.668,0.23,-0.39,0.55
31.672,0.25,-0.41,0.53
31.677,0.26,-0.43,0.51
31.683,0.26,-0.45,0.49
31.688,0.24,-0.45,0.46
31.693,0.22,-0.45,0.44
31.697,0.20,-0.44,0.41
31.702,0.18,-0.42,0.39
31.708,0.16,-0.39,0.36
31.713,0.14,-0.35,0.33
31.720,0.11,-0.31,0.29
31.721,0.09,-0.27,0.25
31.726,0.08,-0.23,0.23
31.733,0.09,-0.21,0.20
31.737,0.10,-0.20,0.18
31.742,0.12,-0.21,0.16
31.746,0.15,-0.22,0.15
31.751,0.18,-0.24,0.14
31.756,0.20,-0.26,0.12
31.760,0.22,-0.29,0.10
31.765,0.23,-0.31,0.07
31.775,0.24,-0.34,0.04
31.776,0.23,-0.37,0.00
31.781,0.22,-0.39,-0.03
31.820,0.20,-0.41,-0.07
31.821,0.18,-0.41,-0.11
31.822,0.15,-0.40,-0.14
31.823,0.12,-0.37,-0.16
31.824,0.08,-0.33,-0.17
31.824,0.05,-0.29,-0.18
31.825,0.03,-0.24,-0.17
31.826,0.04,-0.20,-0.17
31.826,0.07,-0.17,-0.15
31.830,0.10,-0.16,-0.13
31.835,0.15,-0.15,-0.11
31.839,0.19,-0.15,-0.09
31.845,0.24,-0.16,-0.08
31.849,0.28,-0.19,-0.09
31.854,0.30,-0.21,-0.10
31.858,0.31,-0.24,-0.12
31.863,0.30,-0.26,-0.13
31.869,0.29,-0.28,-0.15
31.873,0.25,-0.30,-0.17
31.878,0.20,-0.31,-0.20
31.884,0.14,-0.31,-0.22
31.889,0.07,-0.30,-0.25
31.894,0.01,-0.28,-0.26
31.898,-0.04,-0.24,-0.28
31.904,-0.07,-0.19,-0.28
31.908,-0.08,-0.12,-0.28
31.913,-0.06,-0.05,-0.29
31.926,-0.03,0.02,-0.30
31.928,0.01,0.07,-0.32
31.929,0.05,0.11,-0.34
31.980,0.11,0.17,-0.35
31.981,0.17,0.22,-0.36
31.982,0.24,0.26,-0.35
31.982,0.31,0.30,-0.34
31.982,0.38,0.33,-0.32
31.983,0.45,0.36,-0.29
31.984,0.53,0.40,-0.25
31.984,0.62,0.44,-0.19
31.984,0.72,0.48,-0.14
31.985,0.80,0.52,-0.11
31.990,0.86,0.53,-0.08
31.991,0.90,0.53,-0.07
31.995,0.91,0.51,-0.08
32.001,0.91,0.50,-0.10
32.005,0.89,0.48,-0.15
32.010,0.86,0.44,-0.22
32.015,0.81,0.37,-0.32
32.020,0.74,0.27,-0.44
32.024,0.62,0.14,-0.56
32.030,0.47,-0.01,-0.67
32.040,0.28,-0.15,-0.77
32.041,0.06,-0.28,-0.83
32.045,-0.19,-0.37,-0.86
32.050,-0.47,-0.43,-0.85
32.080,-0.74,-0.45,-0.82
32.080,-0.98,-0.44,-0.77
32.081,-1.18,-0.39,-0.72
32.081,-1.29,-0.32,-0.67
32.081,-1.31,-0.20,-0.60
32.081,-1.23,-0.04,-0.52
32.084,-1.05,0.14,-0.43
32.090,-0.79,0.31,-0.33
32.094,-0.49,0.46,-0.22
32.099,-0.18,0.54,-0.13
32.105,0.11,0.56,-0.04
32.109,0.35,0.50,0.02
32.114,0.53,0.37,0.08
32.119,0.63,0.18,0.11
32.123,0.66,-0.03,0.12
32.130,0.60,-0.23,0.13
32.135,0.48,-0.40,0.14
32.139,0.32,-0.53,0.15
32.144,0.16,-0.61,0.16
32.148,-0.00,-0.61,0.17
32.155,-0.14,-0.57,0.20
32.158,-0.23,-0.48,0.23
32.162,-0.29,-0.37,0.28
32.168,-0.32,-0.25,0.34
32.176,-0.31,-0.13,0.41
32.178,-0.28,-0.04,0.48
32.182,-0.22,0.03,0.54
32.200,-0.14,0.09,0.59
32.205,-0.03,0.14,0.64
32.207,0.09,0.18,0.67
32.207,0.21,0.21,0.68
32.208,0.30,0.22,0.67
32.212,0.36,0.21,0.64
32.216,0.39,0.18,0.60
32.236,0.39,0.14,0.55
32.237,0.39,0.10,0.52
32.238,0.39,0.05,0.47
32.238,0.37,-0.01,0.39
32.240,0.33,-0.06,0.30
32.245,0.29,-0.08,0.23
32.251,0.24,-0.08,0.18
32.256,0.19,-0.05,0.16
32.260,0.13,0.00,0.16
32.265,0.07,0.07,0.15
32.275,-0.00,0.15,0.15
32.279,-0.09,0.25,0.15
32.284,-0.19,0.36,0.16
32.291,-0.30,0.47,0.17
32.295,-0.39,0.56,0.18
32.299,-0.46,0.64,0.19
32.305,-0.51,0.69,0.20
32.309,-0.51,0.72,0.21
32.314,-0.46,0.72,0.23
32.323,-0.37,0.71,0.24
32.324,-0.25,0.65,0.24
32.330,-0.11,0.57,0.23
32.334,0.04,0.46,0.21
32.355,0.19,0.36,0.19
32.356,0.32,0.26,0.17
32.357,0.43,0.17,0.16
32.357,0.51,0.11,0.16
32.358,0.55,0.06,0.16
32.363,0.53,0.04,0.16
32.368,0.48,0.06,0.17
32.373,0.40,0.10,0.18
32.378,0.31,0.17,0.20
32.383,0.22,0.25,0.24
32.389,0.13,0.34,0.28
32.393,0.07,0.42,0.33
32.397,0.03,0.50,0.37
32.403,0.01,0.57,0.40
32.407,0.02,0.61,0.42
32.413,0.06,0.64,0.44
32.417,0.13,0.63,0.44
32.422,0.21,0.60,0.44
32.428,0.30,0.55,0.43
32.434,0.39,0.50,0.43
32.440,0.47,0.44,0.42
32.442,0.52,0.37,0.40
32.449,0.54,0.30,0.38
32.455,0.54,0.23,0.35
32.459,0.51,0.17,0.30
32.462,0.46,0.11,0.26
32.468,0.39,0.06,0.21
32.483,0.30,0.03,0.17
32.484,0.21,0.00,0.12
32.485,0.12,-0.00,0.08
32.528,0.02,0.02,0.05
32.529,-0.07,0.06,0.04
32.530,-0.14,0.11,0.04
32.530,-0.20,0.16,0.05
32.530,-0.25,0.20,0.06
32.531,-0.31,0.24,0.08
32.531,-0.36,0.28,0.09
32.532,-0.44,0.30,0.11
32.532,-0.53,0.31,0.12
32.534,-0.64,0.31,0.12
32.537,-0.76,0.32,0.12
32.541,-0.85,0.32,0.11
32.544,-0.92,0.32,0.10
32.549,-0.95,0.31,0.08
32.554,-0.94,0.29,0.07
32.559,-0.89,0.28,0.08
32.563,-0.79,0.26,0.09
32.569,-0.68,0.24,0.12
32.574,-0.54,0.21,0.15
32.579,-0.40,0.20,0.21
32.584,-0.26,0.18,0.28
32.592,-0.13,0.17,0.35
32.595,-0.02,0.16,0.42
32.616,0.07,0.14,0.49
32.617,0.12,0.14,0.56
32.618,0.13,0.12,0.61
32.620,0.12,0.10,0.65
32.665,0.10,0.05,0.66
32.666,0.07,-0.01,0.65
32.666,0.03,-0.05,0.63
32.667,-0.02,-0.09,0.59
32.667,-0.07,-0.10,0.54
32.668,-0.12,-0.10,0.48
32.669,-0.16,-0.08,0.43
32.670,-0.21,-0.04,0.39
32.671,-0.26,0.01,0.36
32.674,-0.33,0.07,0.33
32.674,-0.41,0.14,0.31
32.678,-0.49,0.21,0.29
32.682,-0.56,0.28,0.28
32.687,-0.59,0.32,0.28
32.692,-0.59,0.35,0.28
32.696,-0.57,0.36,0.28
32.701,-0.53,0.36,0.30
32.706,-0.47,0.35,0.31
32.711,-0.41,0.32,0.31
32.716,-0.35,0.27,0.30
32.722,-0.28,0.22,0.28
32.727,-0.22,0.17,0.26
32.731,-0.16,0.13,0.24
32.736,-0.11,0.10,0.22
32.741,-0.10,0.08,0.20
32.749,-0.10,0.06,0.18
32.753,-0.11,0.06,0.15
32.763,-0.14,0.06,0.12
32.764,-0.16,0.07,0.10
32.765,-0.19,0.07,0.08
32.791,-0.23,0.08,0.07
32.791,-0.26,0.09,0.06
32.792,-0.31,0.10,0.05
32.792,-0.35,0.11,0.05
32.792,-0.39,0.12,0.04
32.794,-0.42,0.14,0.04
32.799,-0.43,0.15,0.05
32.804,-0.41,0.15,0.08
32.809,-0.38,0.14,0.11
32.813,-0.33,0.12,0.15
32.818,-0.27,0.09,0.19
32.823,-0.21,0.05,0.22
32.829,-0.14,0.01,0.23
32.834,-0.09,-0.02,0.23
32.840,-0.04,-0.04,0.23
32.843,-0.00,-0.05,0.21
32.849,0.02,-0.06,0.20
32.854,0.03,-0.07,0.17
32.859,0.03,-0.09,0.14
32.864,0.01,-0.11,0.09
32.868,-0.01,-0.14,0.03
32.884,-0.04,-0.16,-0.03
32.886,-0.07,-0.18,-0.09
32.887,-0.12,-0.20,-0.14
32.896,-0.16,-0.20,-0.18
32.897,-0.21,-0.18,-0.20
32.897,-0.25,-0.14,-0.22
32.912,-0.31,-0.10,-0.22
32.913,-0.36,-0.04,-0.21
32.913,-0.40,-0.00,-0.20
32.917,-0.44,0.03,-0.18
32.927,-0.46,0.05,-0.16
32.931,-0.49,0.04,-0.15
32.936,-0.50,0.02,-0.14
32.942,-0.51,-0.00,-0.13
32.946,-0.49,-0.02,-0.13
32.951,-0.47,-0.04,-0.13
32.957,-0.45,-0.05,-0.14
32.961,-0.42,-0.05,-0.16
32.965,-0.39,-0.04,-0.18
32.970,-0.37,-0.03,-0.20
32.975,-0.36,-0.01,-0.22
32.980,-0.35,0.00,-0.23
32.985,-0.34,0.01,-0.23
32.998,-0.34,0.02,-0.23
32.999,-0.34,0.03,-0.23
33.001,-0.34,0.03,-0.22
33.028,-0.33,0.03,-0.21
33.028,-0.33,0.04,-0.19
33.028,-0.33,0.04,-0.18
33.028,-0.32,0.03,-0.16
33.029,-0.32,0.03,-0.14
33.029,-0.30,0.03,-0.12
33.034,-0.28,0.02,-0.10
33.039,-0.25,0.01,-0.09
33.044,-0.21,-0.01,-0.07
33.049,-0.17,-0.03,-0.05
33.054,-0.13,-0.05,-0.04
33.058,-0.10,-0.07,-0.03
33.064,-0.08,-0.09,-0.03
33.069,-0.07,-0.10,-0.03
33.074,-0.06,-0.12,-0.03
33.078,-0.07,-0.13,-0.04
33.083,-0.07,-0.13,-0.04
33.092,-0.08,-0.13,-0.04
33.095,-0.08,-0.13,-0.04
33.100,-0.09,-0.13,-0.04
33.104,-0.11,-0.14,-0.04
33.109,-0.12,-0.14,-0.05
33.113,-0.13,-0.13,-0.06
33.118,-0.12,-0.12,-0.07
33.130,-0.11,-0.12,-0.08
33.131,-0.10,-0.12,-0.08
33.133,-0.08,-0.13,-0.09
33.137,-0.07,-0.14,-0.10
33.154,-0.06,-0.15,-0.10
33.155,-0.06,-0.15,-0.11
33.155,-0.06,-0.15,-0.12
33.157,-0.07,-0.16,-0.12
33.161,-0.07,-0.16,-0.13
33.166,-0.07,-0.16,-0.13
33.171,-0.07,-0.16,-0.14
33.176,-0.07,-0.16,-0.15
33.181,-0.08,-0.15,-0.16
33.186,-0.08,-0.15,-0.17
33.191,-0.09,-0.14,-0.18
33.196,-0.10,-0.14,-0.19
33.201,-0.10,-0.13,-0.20
33.207,-0.10,-0.12,-0.20
33.211,-0.11,-0.11,-0.20
33.215,-0.11,-0.09,-0.19
33.220,-0.11,-0.08,-0.18
33.225,-0.10,-0.07,-0.17
33.230,-0.09,-0.07,-0.15
33.235,-0.06,-0.07,-0.14
33.242,-0.04,-0.08,-0.13
33.245,-0.02,-0.09,-0.14
33.256,0.00,-0.10,-0.14
33.262,0.01,-0.11,-0.15
33.265,0.01,-0.11,-0.17
33.270,0.01,-0.11,-0.18
33.284,-0.01,-0.11,-0.19
33.286,-0.03,-0.10,-0.19
33.286,-0.04,-0.09,-0.19
33.338,-0.06,-0.07,-0.18
33.339,-0.07,-0.06,-0.16
33.339,-0.06,-0.06,-0.14
33.340,-0.05,-0.05,-0.13
33.340,-0.04,-0.04,-0.11
33.340,-0.01,-0.04,-0.10
33.341,0.02,-0.05,-0.09
33.342,0.05,-0.07,-0.09
33.342,0.07,-0.09,-0.09
33.343,0.08,-0.11,-0.09
33.343,0.09,-0.12,-0.09
33.348,0.08,-0.13,-0.09
33.349,0.06,-0.13,-0.09
33.353,0.04,-0.12,-0.08
33.360,0.02,-0.11,-0.08
33.363,-0.00,-0.10,-0.08
33.367,-0.02,-0.10,-0.08
33.372,-0.04,-0.09,-0.09
33.377,-0.05,-0.10,-0.09
33.382,-0.04,-0.10,-0.10
33.387,-0.02,-0.11,-0.10
33.392,0.01,-0.13,-0.10
33.397,0.04,-0.15,-0.10
33.401,0.07,-0.17,-0.09
33.409,0.09,-0.18,-0.08
33.411,0.12,-0.20,-0.08
33.416,0.14,-0.22,-0.08
33.421,0.15,-0.24,-0.08
33.432,0.15,-0.25,-0.09
33.433,0.14,-0.25,-0.09
33.436,0.12,-0.22,-0.09
33.441,0.02,-0.08,-0.10
33.446,-0.18,0.09,-0.11
33.450,-0.35,0.08,-0.10
33.456,-0.38,0.01,-0.07
33.460,-0.31,0.03,-0.05
33.465,-0.23,0.09,-0.06
33.470,-0.17,0.11,-0.08
33.475,-0.14,0.10,-0.09
33.480,-0.10,0.10,-0.09
33.484,-0.05,0.10,-0.09
33.490,-0.00,0.08,-0.09
