time,wx (rad/s),wy (rad/s),wz (rad/s)
20.407,0.05,0.39,-0.04
20.408,0.05,0.38,-0.04
20.412,0.06,0.37,-0.03
20.418,0.06,0.37,-0.03
20.423,0.06,0.37,-0.03
20.426,0.07,0.38,-0.03
20.432,0.07,0.41,-0.04
20.437,0.06,0.43,-0.04
20.442,0.06,0.46,-0.05
20.446,0.06,0.48,-0.05
20.454,0.06,0.50,-0.06
20.457,0.06,0.51,-0.06
20.462,0.06,0.51,-0.07
20.466,0.06,0.51,-0.07
20.473,0.06,0.51,-0.06
20.478,0.06,0.51,-0.06
20.483,0.06,0.51,-0.06
20.495,0.05,0.51,-0.06
20.496,0.05,0.52,-0.06
20.497,0.05,0.52,-0.06
20.502,0.05,0.53,-0.05
20.539,0.06,0.54,-0.06
20.540,0.06,0.56,-0.06
20.541,0.07,0.58,-0.06
20.541,0.08,0.59,-0.06
20.541,0.08,0.61,-0.06
20.541,0.07,0.63,-0.06
20.542,0.07,0.64,-0.06
20.542,0.07,0.66,-0.06
20.544,0.07,0.67,-0.06
20.549,0.07,0.67,-0.05
20.554,0.07,0.68,-0.05
20.559,0.07,0.69,-0.05
20.563,0.07,0.71,-0.05
20.571,0.06,0.73,-0.05
20.574,0.06,0.74,-0.06
20.579,0.05,0.75,-0.06
20.584,0.05,0.75,-0.06
20.591,0.05,0.73,-0.06
20.593,0.05,0.71,-0.05
20.598,0.06,0.69,-0.05
20.603,0.07,0.67,-0.04
20.607,0.07,0.66,-0.03
20.612,0.08,0.67,-0.03
20.617,0.08,0.68,-0.03
20.622,0.08,0.70,-0.03
20.627,0.07,0.72,-0.03
20.632,0.07,0.75,-0.03
20.643,0.07,0.75,-0.03
20.643,0.07,0.75,-0.04
20.647,0.07,0.74,-0.04
20.652,0.08,0.73,-0.05
20.656,0.09,0.71,-0.05
20.661,0.10,0.69,-0.06
20.666,0.10,0.68,-0.06
20.671,0.11,0.67,-0.07
20.682,0.11,0.66,-0.08
20.687,0.11,0.66,-0.08
20.691,0.11,0.66,-0.09
20.696,0.11,0.67,-0.09
20.701,0.10,0.66,-0.09
20.706,0.10,0.65,-0.08
20.711,0.09,0.62,-0.07
20.717,0.09,0.61,-0.06
20.722,0.09,0.59,-0.05
20.726,0.10,0.57,-0.04
20.732,0.09,0.55,-0.04
20.740,0.09,0.55,-0.03
20.742,0.08,0.55,-0.02
20.751,0.08,0.52,-0.02
20.752,0.09,0.50,-0.02
20.757,0.10,0.49,-0.02
20.761,0.11,0.47,-0.02
20.765,0.12,0.47,-0.02
20.774,0.13,0.47,-0.02
20.775,0.13,0.46,-0.02
20.782,0.13,0.45,-0.01
20.789,0.13,0.44,-0.01
20.790,0.13,0.43,-0.01
20.813,0.13,0.43,-0.01
20.813,0.13,0.42,-0.00
20.813,0.12,0.40,-0.00
20.813,0.12,0.39,0.00
20.814,0.12,0.38,0.00
20.818,0.12,0.36,0.01
20.823,0.11,0.35,0.01
20.828,0.11,0.33,0.01
20.833,0.11,0.31,0.01
20.838,0.11,0.28,0.02
20.842,0.11,0.26,0.02
20.847,0.10,0.25,0.02
20.852,0.10,0.24,0.02
20.857,0.09,0.23,0.03
20.862,0.09,0.22,0.03
20.867,0.08,0.21,0.03
20.873,0.07,0.21,0.02
20.878,0.06,0.21,0.02
20.882,0.06,0.21,0.02
20.894,0.05,0.21,0.01
20.895,0.05,0.21,0.01
20.900,0.04,0.21,0.01
20.924,0.04,0.21,0.00
20.924,0.03,0.21,0.00
20.924,0.03,0.21,0.00
20.924,0.02,0.20,-0.00
20.924,0.02,0.20,-0.00
20.926,0.01,0.19,0.00
20.931,0.00,0.18,0.00
20.937,0.01,0.17,0.00
20.941,0.00,0.16,0.01
20.946,0.00,0.15,0.00
20.951,0.00,0.14,0.00
20.956,-0.00,0.13,0.01
20.961,-0.01,0.13,0.01
20.965,-0.02,0.12,0.01
20.972,-0.02,0.11,0.02
20.976,-0.03,0.10,0.02
20.980,-0.03,0.09,0.02
20.985,-0.04,0.08,0.03
20.992,-0.04,0.07,0.03
20.996,-0.04,0.05,0.03
21.001,-0.04,0.04,0.03
21.010,-0.04,0.04,0.03
21.015,-0.04,0.03,0.03
21.020,-0.04,0.02,0.03
21.029,-0.04,0.02,0.02
21.031,-0.03,0.01,0.02
21.034,-0.03,0.01,0.02
21.064,-0.03,0.01,0.01
21.065,-0.03,0.01,0.01
21.065,-0.03,0.01,0.01
21.065,-0.03,0.01,0.00
21.065,-0.03,0.01,0.01
21.065,-0.02,0.01,0.00
21.068,-0.02,0.01,0.00
21.073,-0.02,0.01,0.01
21.078,-0.01,0.02,0.01
21.083,-0.01,0.02,0.00
21.088,-0.01,0.02,0.00
21.094,-0.01,0.02,0.00
21.098,-0.01,0.03,0.00
21.102,-0.01,0.03,0.00
21.107,-0.01,0.03,0.00
21.113,-0.01,0.03,0.00
21.118,-0.02,0.02,0.00
21.123,-0.02,0.01,0.00
21.127,-0.02,0.01,0.01
21.132,-0.01,0.01,0.01
21.137,-0.01,0.01,0.01
21.142,-0.01,0.01,0.01
21.146,-0.01,0.01,0.01
21.154,-0.01,0.02,0.01
21.166,-0.01,0.03,0.02
21.167,-0.01,0.03,0.02
21.168,-0.01,0.04,0.02
21.207,-0.01,0.04,0.02
21.208,-0.01,0.04,0.02
21.208,-0.01,0.04,0.02
21.209,-0.01,0.05,0.02
21.209,-0.01,0.05,0.02
21.212,-0.01,0.05,0.02
21.213,-0.01,0.06,0.02
21.213,-0.00,0.06,0.02
21.214,-0.00,0.07,0.03
21.216,-0.00,0.07,0.03
21.220,-0.00,0.08,0.03
21.225,0.00,0.08,0.03
21.230,0.01,0.07,0.03
21.235,0.01,0.07,0.03
21.239,0.01,0.07,0.03
21.245,0.01,0.06,0.03
21.249,-0.00,0.06,0.03
21.258,-0.00,0.06,0.02
21.260,-0.01,0.05,0.02
21.264,-0.01,0.05,0.02
21.274,-0.01,0.04,0.02
21.277,-0.01,0.04,0.02
21.281,-0.00,0.04,0.01
21.285,-0.00,0.04,0.01
21.291,-0.00,0.05,0.01
21.294,-0.01,0.05,0.01
21.299,-0.01,0.06,0.01
21.304,-0.01,0.06,0.01
21.309,-0.01,0.07,0.01
21.316,-0.01,0.07,0.01
21.322,-0.01,0.08,0.00
21.340,-0.01,0.07,0.00
21.341,-0.01,0.06,0.01
21.341,-0.01,0.05,0.01
21.342,-0.01,0.04,0.01
21.347,-0.01,0.04,0.01
21.353,-0.02,0.03,0.02
21.359,-0.02,0.03,0.02
21.363,-0.02,0.03,0.02
21.368,-0.02,0.03,0.02
21.373,-0.02,0.03,0.02
21.378,-0.03,0.03,0.01
21.382,-0.03,0.04,0.01
21.387,-0.03,0.04,0.01
21.392,-0.03,0.04,0.01
21.397,-0.03,0.03,0.01
21.401,-0.03,0.02,0.01
21.406,-0.03,0.02,0.01
21.412,-0.03,0.02,0.00
21.417,-0.03,0.02,0.00
21.422,-0.03,0.02,0.00
21.427,-0.03,0.02,0.00
21.433,-0.03,0.02,0.00
21.438,-0.03,0.02,-0.00
21.452,-0.03,0.02,0.00
21.452,-0.03,0.01,0.00
21.453,-0.03,0.01,0.00
21.478,-0.04,0.00,0.00
21.479,-0.04,-0.01,0.00
21.480,-0.04,-0.01,0.01
21.480,-0.05,-0.02,0.01
21.480,-0.05,-0.02,0.01
21.481,-0.05,-0.03,0.01
21.485,-0.05,-0.04,0.01
21.490,-0.05,-0.04,0.01
21.494,-0.05,-0.04,0.02
21.499,-0.05,-0.03,0.02
21.504,-0.05,-0.02,0.02
21.509,-0.06,-0.01,0.02
21.514,-0.06,0.00,0.02
21.519,-0.07,0.01,0.02
21.524,-0.08,0.01,0.03
21.529,-0.08,0.02,0.03
21.533,-0.09,0.02,0.03
21.539,-0.09,0.01,0.04
21.543,-0.09,0.01,0.04
21.548,-0.10,0.01,0.04
21.554,-0.10,0.01,0.05
21.574,-0.11,0.01,0.05
21.578,-0.12,0.01,0.05
21.578,-0.12,0.01,0.06
21.578,-0.13,0.02,0.06
21.579,-0.14,0.03,0.06
21.583,-0.14,0.03,0.05
21.588,-0.14,0.03,0.05
21.601,-0.13,0.02,0.04
21.601,-0.12,0.00,0.03
21.602,-0.11,-0.01,0.02
21.607,-0.11,-0.01,0.02
21.612,-0.12,-0.01,0.02
21.617,-0.12,-0.01,0.02
21.622,-0.12,0.00,0.02
21.626,-0.13,0.01,0.01
21.631,-0.13,0.02,0.01
21.636,-0.13,0.03,0.01
21.641,-0.14,0.03,0.00
21.647,-0.15,0.03,0.01
21.651,-0.16,0.02,0.01
21.661,-0.16,0.01,0.01
21.666,-0.16,-0.00,0.01
21.671,-0.15,-0.01,0.01
21.676,-0.15,-0.03,0.01
21.681,-0.15,-0.03,0.01
21.686,-0.15,-0.03,0.01
21.691,-0.16,-0.02,0.01
21.696,-0.16,-0.01,0.00
21.700,-0.16,-0.01,0.00
21.705,-0.15,-0.00,0.01
21.712,-0.15,0.00,0.01
21.716,-0.14,0.01,0.01
21.720,-0.13,0.01,0.01
21.749,-0.12,0.00,0.01
21.749,-0.11,-0.01,0.01
21.749,-0.10,-0.02,0.01
21.750,-0.10,-0.03,0.01
21.750,-0.09,-0.05,0.01
21.750,-0.09,-0.06,0.01
21.754,-0.08,-0.07,0.01
21.759,-0.08,-0.07,0.01
21.764,-0.08,-0.07,0.01
21.769,-0.07,-0.07,0.01
21.774,-0.07,-0.07,0.01
21.779,-0.07,-0.07,0.02
21.783,-0.06,-0.07,0.02
21.788,-0.05,-0.07,0.01
21.794,-0.04,-0.07,0.01
21.799,-0.04,-0.06,0.02
21.803,-0.04,-0.06,0.02
21.811,-0.03,-0.05,0.02
21.814,-0.02,-0.04,0.01
21.818,-0.02,-0.04,0.01
21.823,-0.01,-0.03,0.01
21.828,0.00,-0.03,0.01
21.833,0.01,-0.03,0.01
21.837,0.01,-0.02,0.01
21.845,0.02,-0.02,0.01
21.848,0.02,-0.02,0.01
21.853,0.03,-0.02,0.01
21.875,0.03,-0.02,0.01
21.876,0.04,-0.02,0.01
21.876,0.04,-0.02,0.00
21.876,0.04,-0.02,0.00
21.876,0.04,-0.03,0.00
21.881,0.05,-0.03,0.01
21.886,0.05,-0.03,0.00
21.891,0.06,-0.03,0.00
21.897,0.06,-0.02,-0.00
21.901,0.06,-0.01,-0.01
21.906,0.07,0.01,-0.01
21.911,0.07,0.03,-0.02
21.916,0.07,0.04,-0.02
21.921,0.07,0.04,-0.03
21.926,0.07,0.04,-0.03
21.930,0.07,0.03,-0.03
21.936,0.06,0.02,-0.03
21.940,0.06,0.01,-0.03
21.945,0.06,-0.01,-0.02
21.950,0.06,-0.02,-0.02
21.957,0.07,-0.02,-0.01
21.964,0.08,-0.02,-0.01
21.967,0.08,-0.02,-0.00
21.972,0.08,-0.01,0.00
21.983,0.08,-0.00,0.01
21.985,0.07,0.01,0.01
22.026,0.07,0.01,0.02
22.027,0.07,0.01,0.02
22.027,0.07,0.00,0.03
22.027,0.07,0.00,0.03
22.027,0.07,-0.01,0.03
22.028,0.07,-0.02,0.03
22.028,0.07,-0.02,0.03
22.028,0.07,-0.01,0.03
22.029,0.06,-0.01,0.02
22.033,0.06,0.00,0.02
22.038,0.06,0.01,0.02
22.043,0.06,0.02,0.02
22.048,0.06,0.02,0.02
22.053,0.06,0.01,0.02
22.059,0.07,0.01,0.02
22.063,0.07,0.00,0.01
22.068,0.08,0.00,0.01
22.074,0.08,0.01,0.00
22.079,0.08,0.02,0.00
22.084,0.08,0.03,0.00
22.089,0.08,0.03,0.00
22.109,0.07,0.03,0.00
22.111,0.07,0.04,0.00
22.112,0.06,0.03,0.00
22.112,0.06,0.02,0.00
22.114,0.05,0.00,0.01
22.117,0.05,-0.02,0.01
22.122,0.06,-0.03,0.01
22.174,0.06,-0.05,0.01
22.178,0.07,-0.05,0.00
22.179,0.08,-0.05,0.00
22.180,0.09,-0.05,-0.00
22.181,0.09,-0.04,-0.01
22.181,0.10,-0.03,-0.01
22.182,0.10,-0.01,-0.02
22.182,0.10,0.00,-0.02
22.183,0.11,0.01,-0.02
22.183,0.11,0.00,-0.02
22.183,0.12,-0.01,-0.02
22.183,0.13,-0.02,-0.03
22.186,0.14,-0.03,-0.03
22.191,0.15,-0.04,-0.03
22.197,0.16,-0.06,-0.04
22.200,0.16,-0.08,-0.04
22.205,0.17,-0.11,-0.04
22.211,0.17,-0.15,-0.04
22.216,0.18,-0.17,-0.04
22.220,0.19,-0.18,-0.03
22.225,0.19,-0.18,-0.02
22.232,0.19,-0.17,-0.01
22.235,0.19,-0.18,-0.00
22.240,0.19,-0.18,0.01
22.269,0.19,-0.17,0.01
22.270,0.20,-0.17,0.02
22.270,0.21,-0.16,0.02
22.270,0.22,-0.15,0.02
22.271,0.22,-0.15,0.02
22.271,0.23,-0.15,0.02
22.274,0.23,-0.14,0.02
22.280,0.24,-0.13,0.01
22.283,0.25,-0.11,0.01
22.288,0.25,-0.10,0.01
22.294,0.25,-0.09,0.01
22.298,0.26,-0.07,0.01
22.303,0.26,-0.07,0.02
22.313,0.25,-0.08,0.03
22.317,0.25,-0.09,0.03
22.322,0.26,-0.11,0.03
22.327,0.26,-0.12,0.02
22.333,0.27,-0.13,0.02
22.337,0.27,-0.14,0.02
22.344,0.27,-0.14,0.02
22.348,0.27,-0.15,0.02
22.352,0.27,-0.15,0.02
22.357,0.26,-0.14,0.01
22.362,0.26,-0.14,0.01
22.367,0.26,-0.12,0.01
22.372,0.25,-0.11,0.01
22.388,0.26,-0.10,0.02
22.396,0.26,-0.09,0.02
22.399,0.27,-0.10,0.02
22.400,0.28,-0.10,0.03
22.401,0.29,-0.12,0.03
22.404,0.30,-0.14,0.03
22.434,0.31,-0.16,0.02
22.435,0.32,-0.19,0.01
22.435,0.32,-0.21,0.00
22.435,0.32,-0.21,-0.00
22.435,0.33,-0.21,-0.01
22.436,0.33,-0.21,-0.02
22.436,0.34,-0.21,-0.03
22.440,0.34,-0.20,-0.03
22.446,0.33,-0.19,-0.03
22.451,0.33,-0.19,-0.02
22.456,0.33,-0.18,-0.02
22.461,0.33,-0.18,-0.02
22.466,0.34,-0.17,-0.02
22.470,0.34,-0.16,-0.02
22.475,0.35,-0.15,-0.02
22.480,0.36,-0.14,-0.02
22.485,0.37,-0.13,-0.01
22.489,0.39,-0.14,-0.00
22.497,0.39,-0.16,0.02
22.502,0.40,-0.18,0.06
22.506,0.40,-0.20,0.09
22.519,0.40,-0.23,0.12
22.520,0.41,-0.26,0.15
22.521,0.41,-0.28,0.17
22.527,0.43,-0.31,0.19
22.530,0.44,-0.34,0.21
22.552,0.46,-0.35,0.22
22.553,0.48,-0.36,0.23
22.553,0.49,-0.35,0.22
22.553,0.51,-0.32,0.21
22.554,0.52,-0.26,0.19
22.558,0.54,-0.16,0.16
22.563,0.55,-0.05,0.14
22.568,0.55,0.04,0.12
22.573,0.56,0.11,0.10
22.578,0.58,0.18,0.08
22.583,0.61,0.24,0.04
22.587,0.65,0.29,-0.00
22.591,0.69,0.35,-0.03
22.597,0.72,0.41,-0.05
22.601,0.74,0.49,-0.07
22.606,0.74,0.56,-0.09
22.613,0.75,0.63,-0.10
22.618,0.76,0.68,-0.11
22.622,0.78,0.73,-0.13
22.627,0.80,0.77,-0.15
22.638,0.82,0.81,-0.17
22.644,0.83,0.86,-0.17
22.661,0.82,0.89,-0.17
22.664,0.80,0.92,-0.17
22.667,0.78,0.95,-0.16
22.668,0.74,0.99,-0.15
22.671,0.72,1.03,-0.13
22.672,0.69,1.06,-0.11
22.675,0.68,1.08,-0.09
22.695,0.66,1.07,-0.06
22.695,0.64,1.03,-0.02
22.695,0.63,0.98,0.02
22.696,0.64,0.94,0.05
22.700,0.65,0.90,0.07
22.704,0.66,0.85,0.09
22.709,0.66,0.80,0.11
22.714,0.66,0.74,0.13
22.719,0.66,0.68,0.14
22.724,0.66,0.62,0.14
22.730,0.67,0.58,0.13
22.734,0.70,0.56,0.10
22.739,0.73,0.58,0.08
22.745,0.77,0.59,0.06
22.749,0.81,0.58,0.04
22.754,0.86,0.56,0.01
22.760,0.92,0.55,-0.03
22.765,0.98,0.53,-0.06
22.770,1.03,0.52,-0.07
22.774,1.08,0.50,-0.08
22.786,1.12,0.50,-0.09
22.788,1.15,0.56,-0.09
22.791,1.17,0.64,-0.08
22.830,1.17,0.70,-0.07
22.830,1.16,0.75,-0.05
22.831,1.15,0.77,-0.03
22.831,1.14,0.76,0.01
22.831,1.12,0.73,0.07
22.831,1.08,0.69,0.14
22.831,1.03,0.67,0.17
22.832,0.97,0.71,0.19
22.832,0.90,0.80,0.20
22.837,0.85,0.91,0.19
22.842,0.80,1.00,0.16
22.847,0.77,1.04,0.13
22.852,0.74,1.06,0.10
22.857,0.73,1.06,0.07
22.863,0.71,1.06,0.06
22.867,0.70,1.07,0.05
22.875,0.67,1.08,0.04
22.878,0.64,1.09,0.04
22.883,0.60,1.08,0.04
22.887,0.57,1.06,0.05
22.892,0.54,1.05,0.07
22.903,0.52,1.07,0.10
22.904,0.50,1.13,0.15
22.906,0.48,1.23,0.20
22.945,0.45,1.31,0.26
22.946,0.43,1.40,0.30
22.946,0.41,1.52,0.33
22.947,0.41,1.65,0.34
22.947,0.41,1.77,0.33
22.947,0.39,1.84,0.28
22.947,0.37,1.88,0.23
22.948,0.33,1.88,0.19
22.950,0.29,1.80,0.15
22.956,0.23,1.62,0.11
22.965,0.17,1.34,0.08
22.970,0.11,1.01,0.06
22.975,0.05,0.70,0.06
22.982,-0.03,0.41,0.09
22.985,-0.12,0.16,0.13
22.989,-0.23,-0.03,0.18
22.997,-0.36,-0.14,0.25
23.003,-0.51,-0.19,0.32
23.006,-0.70,-0.18,0.37
23.011,-0.91,-0.12,0.42
23.014,-1.15,-0.04,0.44
23.018,-1.40,0.07,0.43
23.023,-1.66,0.20,0.36
23.028,-1.92,0.34,0.24
23.034,-2.19,0.44,0.08
23.038,-2.48,0.51,-0.11
23.043,-2.79,0.59,-0.30
23.053,-3.11,0.71,-0.48
23.054,-3.41,0.82,-0.65
23.058,-3.65,0.88,-0.81
23.100,-3.79,0.87,-0.95
23.102,-3.80,0.80,-1.07
23.102,-3.68,0.67,-1.17
23.103,-3.49,0.45,-1.27
23.104,-3.29,0.09,-1.37
23.104,-3.12,-0.38,-1.44
23.105,-3.03,-0.86,-1.46
23.106,-3.01,-1.29,-1.44
23.107,-3.04,-1.64,-1.38
23.107,-3.09,-1.90,-1.27
23.112,-3.18,-2.08,-1.12
23.117,-3.31,-2.19,-0.94
23.121,-3.48,-2.23,-0.74
23.126,-3.68,-2.21,-0.53
23.131,-3.92,-2.10,-0.33
23.136,-4.20,-1.79,-0.17
23.141,-4.52,-1.24,-0.05
23.147,-4.86,-0.59,-0.03
23.151,-5.19,-0.06,-0.12
23.156,-5.45,0.08,-0.32
23.161,-5.59,-0.21,-0.64
23.166,-5.61,-0.86,-1.08
23.170,-5.56,-1.61,-1.50
23.176,-5.51,-2.11,-1.80
23.186,-5.53,-2.35,-1.97
23.187,-5.62,-2.38,-2.02
23.192,-5.68,-2.28,-2.01
23.225,-5.62,-2.11,-2.07
23.226,-5.44,-1.97,-2.19
23.226,-5.24,-2.08,-2.31
23.226,-5.03,-2.26,-2.34
23.227,-4.76,-2.27,-2.27
23.227,-4.39,-2.14,-2.17
23.227,-3.96,-1.99,-2.09
23.229,-3.55,-2.01,-1.99
23.234,-3.24,-2.23,-1.86
23.239,-3.02,-2.56,-1.73
23.243,-2.83,-2.91,-1.59
23.249,-2.64,-3.25,-1.44
23.255,-2.43,-3.44,-1.27
23.259,-2.10,-3.31,-1.08
23.269,-1.66,-2.93,-0.93
23.271,-1.23,-2.62,-0.86
23.274,-0.84,-2.48,-0.81
23.278,-0.46,-2.39,-0.75
23.288,-0.07,-2.29,-0.69
23.294,0.36,-2.11,-0.66
23.299,0.81,-1.85,-0.62
23.304,1.24,-1.51,-0.57
23.308,1.64,-1.06,-0.51
23.313,2.02,-0.47,-0.46
23.318,2.37,0.19,-0.41
23.323,2.68,0.86,-0.40
23.327,2.98,1.48,-0.38
23.336,3.24,2.01,-0.36
23.337,3.45,2.43,-0.32
23.343,3.59,2.75,-0.28
23.349,3.66,2.99,-0.26
23.377,3.67,3.15,-0.25
23.378,3.64,3.23,-0.25
23.379,3.61,3.24,-0.27
23.379,3.57,3.16,-0.28
23.380,3.50,3.01,-0.28
23.381,3.37,2.80,-0.27
23.382,3.17,2.55,-0.28
23.389,2.90,2.27,-0.29
23.391,2.61,2.06,-0.29
23.396,2.30,1.92,-0.29
23.401,1.95,1.86,-0.31
23.405,1.55,1.92,-0.36
23.410,1.08,2.08,-0.41
23.417,0.58,2.34,-0.49
23.421,0.12,2.72,-0.59
23.426,-0.20,3.17,-0.65
23.432,-0.39,3.57,-0.59
23.435,-0.52,3.95,-0.41
23.440,-0.63,4.42,-0.17
23.445,-0.71,4.98,0.07
23.451,-0.58,5.60,0.23
23.455,-0.10,6.03,0.30
23.460,0.39,5.91,0.33
23.471,0.35,5.16,0.53
23.473,-0.10,3.88,1.06
23.480,-0.42,2.24,1.80
23.508,-0.49,0.47,2.35
23.508,-0.56,-0.99,2.53
23.508,-0.65,-2.00,2.41
23.509,-0.48,-2.50,2.07
23.509,0.01,-1.84,1.61
23.509,0.67,0.30,1.22
23.509,1.54,2.75,1.03
23.516,2.77,4.14,1.03
23.520,3.99,4.26,1.16
23.524,4.71,3.60,1.36
23.529,5.00,2.73,1.60
23.533,5.00,1.92,1.88
23.539,4.77,1.21,2.17
23.547,4.40,0.71,2.39
23.550,4.08,0.30,2.40
23.552,3.93,-0.16,2.20
23.557,3.99,-0.67,1.92
23.562,4.16,-1.19,1.72
23.567,4.37,-1.57,1.65
23.572,4.62,-1.66,1.64
23.578,4.98,-1.26,1.57
23.584,5.43,-0.44,1.41
23.588,5.84,0.44,1.15
23.593,6.04,1.19,0.91
23.598,5.97,1.63,0.73
23.613,5.74,1.73,0.61
23.615,5.31,1.65,0.71
23.619,4.93,1.54,1.00
23.623,4.60,1.10,1.44
23.628,4.12,0.39,1.87
23.645,3.66,-0.34,2.00
23.646,3.35,-0.96,1.91
23.646,3.16,-1.40,1.75
23.646,3.05,-1.74,1.54
23.651,2.97,-1.97,1.37
23.655,2.83,-1.89,1.25
23.660,2.64,-1.70,1.19
23.666,2.41,-1.55,1.19
23.669,2.15,-1.35,1.22
23.675,1.87,-1.10,1.24
23.680,1.57,-0.80,1.26
23.684,1.24,-0.39,1.28
23.689,0.96,0.15,1.31
23.695,0.78,0.70,1.32
23.702,0.70,1.11,1.22
23.704,0.70,1.38,1.03
23.709,0.74,1.60,0.82
23.715,0.77,1.85,0.61
23.719,0.76,2.14,0.41
23.724,0.69,2.39,0.21
23.729,0.55,2.50,-0.00
23.734,0.41,2.39,-0.24
23.739,0.34,2.04,-0.50
23.744,0.35,1.49,-0.76
23.754,0.39,0.84,-0.99
23.757,0.40,0.18,-1.18
23.760,0.35,-0.42,-1.31
23.764,0.22,-0.93,-1.40
23.787,0.01,-1.31,-1.48
23.788,-0.29,-1.49,-1.57
23.788,-0.67,-1.52,-1.69
23.788,-1.13,-1.44,-1.82
23.789,-1.67,-1.21,-1.94
23.793,-2.26,-0.81,-2.03
23.797,-2.85,-0.33,-2.08
23.804,-3.34,0.09,-2.08
23.807,-3.68,0.24,-2.01
23.812,-3.80,0.03,-1.85
23.817,-3.77,-0.43,-1.57
23.822,-3.69,-0.97,-1.25
23.826,-3.68,-1.47,-1.00
23.833,-3.75,-1.84,-0.88
23.837,-3.90,-2.03,-0.90
23.841,-4.10,-2.11,-1.00
23.846,-4.33,-2.32,-1.16
23.854,-4.63,-2.52,-1.28
23.858,-5.03,-2.47,-1.35
23.867,-5.45,-2.32,-1.41
23.868,-5.79,-2.19,-1.49
23.872,-5.89,-2.12,-1.57
23.876,-5.80,-2.00,-1.60
23.881,-5.70,-1.79,-1.61
23.889,-5.66,-1.65,-1.64
23.893,-5.72,-1.73,-1.71
23.897,-5.80,-1.94,-1.83
23.923,-5.86,-2.21,-1.96
23.924,-5.87,-2.34,-2.09
23.924,-5.78,-2.04,-2.15
23.925,-5.58,-0.99,-1.90
23.925,-5.35,0.69,-1.19
23.925,-5.21,2.61,-0.29
23.929,-5.24,4.07,0.36
23.939,-5.33,4.28,0.50
23.944,-5.31,3.48,0.01
23.950,-5.24,2.42,-1.22
23.954,-5.07,1.33,-2.56
23.960,-4.86,0.22,-3.48
23.964,-4.66,-0.86,-3.91
23.970,-4.50,-1.79,-4.04
23.974,-4.44,-2.60,-4.05
23.979,-4.47,-3.38,-3.97
23.984,-4.54,-4.07,-3.78
23.989,-4.64,-4.68,-3.45
23.994,-4.67,-5.20,-3.02
23.999,-4.49,-5.62,-2.54
24.006,-4.12,-5.91,-2.04
24.009,-3.70,-6.05,-1.57
24.014,-3.26,-6.01,-1.19
24.039,-2.76,-5.75,-0.98
24.040,-2.13,-5.19,-0.91
24.041,-1.46,-4.60,-0.88
24.041,-0.85,-4.07,-0.84
24.041,-0.29,-3.54,-0.77
24.042,0.25,-3.05,-0.61
24.047,0.79,-2.55,-0.38
24.053,1.39,-1.96,-0.12
24.058,2.04,-1.29,0.12
24.063,2.68,-0.56,0.32
24.068,3.26,0.21,0.46
24.072,3.74,0.99,0.54
24.076,4.14,1.76,0.56
24.082,4.49,2.49,0.55
24.087,4.83,3.14,0.54
24.093,5.15,3.63,0.61
24.097,5.39,3.96,0.83
24.102,5.45,4.17,1.17
24.107,5.28,4.31,1.52
24.113,4.93,4.42,1.84
24.123,4.48,4.46,2.10
24.126,4.00,4.32,2.24
24.127,3.54,3.94,2.24
24.132,3.11,3.35,2.09
24.137,2.74,2.65,1.86
24.142,2.42,1.96,1.63
24.146,2.12,1.39,1.44
24.156,1.81,1.05,1.32
24.157,1.51,1.01,1.21
24.162,1.26,1.26,1.07
24.165,1.05,1.69,0.89
24.191,0.71,2.31,0.70
24.192,0.28,3.18,0.47
24.192,-0.03,4.34,0.18
24.193,-0.19,5.48,-0.19
24.193,-0.30,6.20,-0.62
24.195,-0.29,6.62,-1.08
24.201,-0.04,7.31,-1.50
24.204,0.61,8.82,-1.91
24.209,1.64,10.66,-2.32
24.214,2.31,10.86,-2.53
24.220,1.63,8.66,-2.25
24.224,-0.02,5.36,-1.51
24.228,-1.46,1.76,-0.62
24.234,-2.32,-1.02,0.08
24.238,-2.60,-2.41,0.46
24.243,-2.28,-3.41,0.58
24.248,-1.66,-4.33,0.61
24.253,-1.01,-4.89,0.74
24.258,-0.29,-4.59,1.01
24.269,0.65,-2.26,1.24
24.274,1.81,1.63,1.43
24.278,3.10,4.81,1.83
24.283,4.02,5.96,2.62
24.292,4.60,5.19,3.61
24.293,4.96,3.18,4.55
24.299,5.07,0.95,5.27
24.335,4.97,-0.72,5.63
24.337,4.71,-1.90,5.67
24.337,4.40,-2.71,5.37
24.338,4.14,-3.06,4.91
24.339,4.11,-2.93,4.37
24.339,4.46,-2.35,3.74
24.340,5.00,-1.70,3.01
24.340,5.37,-1.08,2.28
24.341,5.51,-0.41,1.63
24.346,5.55,0.42,1.18
24.352,5.55,1.40,0.94
24.356,5.44,2.20,0.88
24.361,5.12,2.54,1.05
24.365,4.72,2.30,1.39
24.371,4.31,1.64,1.72
24.376,3.94,0.86,1.93
24.380,3.69,0.24,1.99
24.386,3.50,-0.16,1.94
24.391,3.28,-0.33,1.85
24.396,3.01,-0.34,1.77
24.405,2.69,-0.28,1.69
24.407,2.35,-0.19,1.60
24.411,2.01,-0.10,1.54
24.416,1.70,-0.03,1.56
24.422,1.41,0.05,1.61
24.425,1.16,0.12,1.63
24.430,0.93,0.22,1.60
24.438,0.75,0.35,1.50
24.441,0.59,0.52,1.36
24.445,0.44,0.73,1.20
