time,wx (rad/s),wy (rad/s),wz (rad/s)
16.420,-0.99,0.42,-0.08
16.424,-1.10,0.39,-0.28
16.428,-1.29,0.28,-0.46
16.434,-1.55,0.18,-0.63
16.448,-1.86,0.17,-0.79
16.450,-2.16,0.24,-0.97
16.490,-2.40,0.31,-1.18
16.492,-2.58,0.31,-1.37
16.492,-2.70,0.21,-1.54
16.493,-2.79,0.05,-1.68
16.494,-2.89,-0.14,-1.78
16.495,-3.03,-0.31,-1.86
16.495,-3.19,-0.46,-1.90
16.496,-3.32,-0.60,-1.91
16.496,-3.35,-0.79,-1.92
16.498,-3.31,-1.05,-1.94
16.503,-3.21,-1.35,-1.95
16.507,-3.10,-1.66,-1.93
16.511,-3.00,-1.95,-1.88
16.516,-2.91,-2.20,-1.80
16.522,-2.84,-2.36,-1.68
16.527,-2.80,-2.39,-1.52
16.533,-2.78,-2.27,-1.31
16.539,-2.79,-2.00,-1.12
16.542,-2.86,-1.65,-0.97
16.547,-2.99,-1.21,-0.88
16.561,-3.19,-0.75,-0.81
16.563,-3.39,-0.32,-0.76
16.564,-3.56,0.08,-0.70
16.568,-3.65,0.44,-0.62
16.572,-3.66,0.70,-0.51
16.576,-3.63,0.88,-0.39
16.581,-3.58,1.17,-0.25
16.586,-3.51,1.59,-0.13
16.592,-3.42,2.01,-0.08
16.597,-3.28,2.29,-0.12
16.600,-3.08,2.32,-0.23
16.627,-2.80,2.00,-0.38
16.628,-2.52,1.44,-0.55
16.629,-2.30,0.86,-0.69
16.629,-2.17,0.36,-0.80
16.629,-2.10,0.04,-0.97
16.630,-2.03,-0.03,-1.17
16.634,-1.92,0.09,-1.32
16.639,-1.82,0.22,-1.44
16.644,-1.78,0.13,-1.53
16.648,-1.78,-0.19,-1.59
16.655,-1.80,-0.57,-1.61
16.659,-1.88,-0.93,-1.61
16.664,-2.00,-1.29,-1.60
16.669,-2.14,-1.60,-1.57
16.674,-2.28,-1.83,-1.52
16.678,-2.42,-2.01,-1.48
16.684,-2.53,-2.19,-1.45
16.692,-2.60,-2.36,-1.42
16.693,-2.62,-2.51,-1.39
16.700,-2.61,-2.63,-1.35
16.708,-2.59,-2.73,-1.30
16.708,-2.57,-2.82,-1.26
16.713,-2.51,-2.87,-1.22
16.718,-2.38,-2.88,-1.17
16.734,-2.20,-2.89,-1.13
16.734,-1.97,-2.88,-1.08
16.734,-1.73,-2.87,-1.02
16.740,-1.47,-2.84,-0.95
16.742,-1.17,-2.74,-0.88
16.747,-0.86,-2.61,-0.81
16.752,-0.56,-2.48,-0.73
16.757,-0.27,-2.37,-0.66
16.761,0.01,-2.27,-0.58
16.772,0.28,-2.14,-0.52
16.778,0.56,-1.96,-0.49
16.782,0.85,-1.79,-0.48
16.789,1.17,-1.64,-0.50
16.792,1.51,-1.50,-0.51
16.796,1.87,-1.36,-0.53
16.801,2.22,-1.22,-0.54
16.807,2.56,-1.10,-0.54
16.813,2.87,-1.02,-0.52
16.816,3.13,-0.98,-0.50
16.822,3.33,-0.97,-0.49
16.826,3.46,-0.96,-0.48
16.830,3.49,-0.96,-0.47
16.835,3.40,-0.92,-0.43
16.841,3.11,-0.75,-0.37
16.846,2.53,-0.32,-0.20
16.850,1.64,0.38,0.10
16.859,0.65,1.17,0.42
16.861,-0.17,1.70,0.62
16.865,-0.81,1.72,0.80
16.871,-1.36,1.05,1.03
16.892,-1.76,-0.03,1.08
16.893,-2.05,-1.02,0.66
16.893,-2.32,-1.60,-0.04
16.893,-2.57,-1.78,-0.62
16.895,-2.74,-1.71,-1.02
16.901,-2.79,-1.57,-1.29
16.906,-2.72,-1.44,-1.46
16.909,-2.55,-1.29,-1.49
16.914,-2.32,-1.10,-1.38
16.918,-2.05,-0.92,-1.15
16.923,-1.73,-0.72,-0.82
16.928,-1.38,-0.44,-0.42
16.933,-1.03,-0.10,0.02
16.940,-0.66,0.28,0.43
16.943,-0.26,0.71,0.75
16.948,0.17,1.15,0.95
16.953,0.55,1.43,0.99
16.958,0.77,1.55,0.91
16.963,0.86,1.77,0.74
16.968,0.92,2.14,0.50
16.976,1.02,2.49,0.25
16.978,1.16,2.66,-0.01
16.983,1.23,2.61,-0.25
16.988,1.11,2.32,-0.42
17.001,0.75,1.84,-0.45
17.003,0.29,1.23,-0.34
17.003,-0.08,0.61,-0.13
17.049,-0.22,0.10,0.12
17.049,-0.11,-0.16,0.35
17.049,0.21,-0.16,0.61
17.050,0.71,0.15,0.90
17.050,1.45,0.76,1.18
17.050,2.40,1.43,1.37
17.050,3.38,1.91,1.43
17.051,4.22,2.09,1.36
17.051,4.78,2.01,1.23
17.051,5.02,1.78,1.15
17.059,4.94,1.55,1.18
17.060,4.62,1.31,1.28
17.065,4.12,1.05,1.42
17.071,3.54,0.81,1.47
17.075,3.01,0.69,1.41
17.080,2.59,0.63,1.31
17.084,2.29,0.55,1.21
17.095,2.09,0.46,1.17
17.100,1.97,0.36,1.16
17.104,1.93,0.25,1.13
17.111,1.93,0.11,1.07
17.115,1.94,0.00,1.00
17.120,1.94,-0.09,0.85
17.132,1.92,-0.17,0.63
17.133,1.92,-0.17,0.38
17.135,1.97,-0.09,0.17
17.141,2.10,0.07,-0.02
17.167,2.27,0.25,-0.18
17.168,2.46,0.44,-0.33
17.168,2.64,0.63,-0.46
17.169,2.76,0.79,-0.54
17.169,2.81,0.88,-0.58
17.169,2.85,0.94,-0.56
17.175,2.88,0.97,-0.49
17.178,2.91,0.89,-0.36
17.182,2.93,0.71,-0.17
17.187,2.95,0.58,-0.00
17.192,2.95,0.56,0.11
17.197,2.89,0.60,0.19
17.202,2.73,0.69,0.28
17.207,2.50,0.86,0.40
17.212,2.27,1.09,0.52
17.217,2.10,1.32,0.62
17.224,1.97,1.50,0.71
17.227,1.88,1.57,0.77
17.233,1.84,1.54,0.80
17.238,1.85,1.42,0.82
17.244,1.88,1.27,0.84
17.248,1.91,1.16,0.86
17.253,1.89,1.10,0.88
17.273,1.82,1.09,0.91
17.275,1.71,1.12,0.93
17.276,1.58,1.18,0.95
17.276,1.44,1.25,0.97
17.280,1.30,1.28,1.00
17.282,1.18,1.25,1.03
17.286,1.08,1.15,1.04
17.301,1.02,1.00,1.06
17.302,0.98,0.81,1.08
17.302,0.94,0.64,1.09
17.305,0.89,0.50,1.11
17.310,0.84,0.41,1.14
17.315,0.79,0.38,1.17
17.319,0.75,0.40,1.19
17.325,0.73,0.44,1.21
17.330,0.72,0.51,1.22
17.335,0.71,0.59,1.23
17.340,0.68,0.65,1.25
17.344,0.66,0.72,1.24
17.349,0.64,0.78,1.23
17.354,0.63,0.83,1.18
17.359,0.61,0.84,1.11
17.364,0.59,0.83,1.04
17.369,0.57,0.82,0.94
17.377,0.55,0.82,0.84
17.379,0.53,0.82,0.72
17.384,0.50,0.84,0.59
17.390,0.44,0.86,0.47
17.397,0.33,0.85,0.36
17.399,0.20,0.78,0.28
17.420,0.07,0.64,0.21
17.421,-0.04,0.39,0.16
17.421,-0.11,0.03,0.14
17.427,-0.19,-0.33,0.11
17.428,-0.31,-0.47,0.06
17.433,-0.48,-0.37,-0.02
17.437,-0.68,-0.14,-0.09
17.443,-0.89,0.11,-0.15
17.448,-1.11,0.36,-0.22
17.453,-1.33,0.60,-0.30
17.457,-1.53,0.77,-0.41
17.462,-1.71,0.82,-0.55
17.467,-1.85,0.75,-0.70
17.472,-1.95,0.60,-0.89
17.477,-2.03,0.42,-1.09
17.483,-2.12,0.30,-1.29
17.488,-2.22,0.30,-1.47
17.492,-2.34,0.38,-1.64
17.496,-2.44,0.51,-1.81
17.501,-2.49,0.60,-1.96
17.507,-2.48,0.62,-2.09
17.512,-2.45,0.54,-2.19
17.517,-2.44,0.38,-2.28
17.521,-2.46,0.24,-2.36
17.527,-2.46,0.18,-2.41
17.532,-2.40,0.17,-2.41
17.537,-2.29,0.17,-2.34
17.547,-2.13,0.19,-2.21
17.548,-1.96,0.25,-2.07
17.553,-1.83,0.32,-1.94
17.590,-1.77,0.41,-1.85
17.591,-1.80,0.48,-1.78
17.592,-1.86,0.52,-1.73
17.592,-1.92,0.50,-1.72
17.592,-1.95,0.45,-1.73
17.592,-1.95,0.43,-1.75
17.592,-1.94,0.43,-1.78
17.593,-1.90,0.46,-1.79
17.594,-1.85,0.52,-1.79
17.599,-1.80,0.61,-1.78
17.604,-1.78,0.75,-1.75
17.611,-1.80,0.91,-1.68
17.614,-1.86,1.06,-1.62
17.619,-1.94,1.18,-1.58
17.626,-2.04,1.32,-1.54
17.629,-2.13,1.49,-1.51
17.634,-2.17,1.65,-1.49
17.639,-2.14,1.78,-1.45
17.646,-2.06,1.81,-1.40
17.648,-1.94,1.69,-1.31
17.653,-1.74,1.40,-1.22
17.663,-1.44,0.89,-1.24
17.664,-1.06,0.21,-1.32
17.669,-0.65,-0.53,-1.43
17.674,-0.27,-1.22,-1.51
17.702,-0.04,-1.72,-1.54
17.704,0.00,-1.94,-1.52
17.705,-0.13,-1.97,-1.45
17.706,-0.38,-1.92,-1.36
17.707,-0.63,-1.79,-1.25
17.708,-0.85,-1.59,-1.13
17.709,-1.02,-1.46,-1.03
17.715,-1.15,-1.45,-0.96
17.717,-1.25,-1.57,-0.93
17.722,-1.34,-1.72,-0.90
17.727,-1.38,-2.00,-0.90
17.732,-1.35,-2.30,-0.93
17.737,-1.29,-2.51,-0.98
17.747,-1.23,-2.59,-1.01
17.752,-1.16,-2.55,-1.05
17.757,-1.09,-2.50,-1.08
17.762,-0.99,-2.42,-1.09
17.766,-0.87,-2.31,-1.06
17.773,-0.73,-2.18,-0.99
17.780,-0.59,-2.05,-0.90
17.783,-0.44,-1.88,-0.80
17.788,-0.29,-1.74,-0.69
17.795,-0.15,-1.63,-0.56
17.802,-0.02,-1.53,-0.41
17.803,0.11,-1.44,-0.27
17.806,0.23,-1.35,-0.13
17.814,0.34,-1.24,0.01
17.817,0.47,-1.13,0.14
17.823,0.62,-1.03,0.25
17.833,0.78,-0.98,0.36
17.834,0.95,-0.96,0.46
17.834,1.10,-1.01,0.56
17.840,1.20,-1.15,0.66
17.856,1.28,-1.32,0.74
17.856,1.34,-1.49,0.81
17.856,1.39,-1.66,0.86
17.862,1.45,-1.84,0.91
17.864,1.53,-2.02,0.97
17.869,1.62,-2.19,1.03
17.874,1.70,-2.38,1.11
17.878,1.74,-2.61,1.19
17.883,1.73,-2.89,1.25
17.888,1.68,-3.16,1.28
17.895,1.59,-3.40,1.28
17.899,1.42,-3.57,1.25
17.905,1.14,-3.59,1.22
17.911,0.71,-3.32,1.17
17.913,0.09,-2.66,1.03
17.918,-0.61,-1.63,0.78
17.923,-1.18,-0.42,0.39
17.928,-1.42,0.67,-0.11
17.933,-1.30,1.35,-0.64
17.938,-0.99,1.49,-1.02
17.945,-0.69,1.27,-1.19
17.947,-0.53,0.90,-1.18
17.953,-0.52,0.47,-1.09
17.958,-0.61,0.07,-0.98
17.971,-0.75,-0.23,-0.88
17.972,-0.87,-0.39,-0.82
17.972,-0.94,-0.44,-0.77
17.980,-0.94,-0.44,-0.70
17.981,-0.91,-0.45,-0.58
17.986,-0.86,-0.48,-0.42
17.993,-0.85,-0.55,-0.24
17.996,-0.88,-0.67,-0.04
18.001,-0.99,-0.81,0.18
18.006,-1.20,-0.95,0.34
18.012,-1.47,-0.98,0.42
18.017,-1.83,-0.88,0.40
18.021,-2.20,-0.71,0.33
18.026,-2.47,-0.56,0.21
18.033,-2.52,-0.57,0.08
18.036,-2.35,-0.76,-0.06
18.041,-2.02,-1.02,-0.22
18.046,-1.64,-1.18,-0.41
18.051,-1.27,-1.14,-0.59
18.055,-0.95,-0.86,-0.73
18.064,-0.66,-0.56,-0.81
18.065,-0.41,-0.42,-0.83
18.076,-0.14,-0.44,-0.79
18.098,0.23,-0.55,-0.70
18.099,0.67,-0.69,-0.56
18.099,1.09,-0.88,-0.37
18.099,1.43,-1.15,-0.11
18.100,1.62,-1.37,0.15
18.104,1.71,-1.47,0.37
18.110,1.73,-1.41,0.60
18.114,1.65,-1.21,0.83
18.119,1.47,-0.91,1.06
18.124,1.20,-0.58,1.22
18.129,0.88,-0.31,1.31
18.133,0.58,-0.20,1.32
18.138,0.37,-0.29,1.23
18.148,0.28,-0.49,1.09
18.152,0.28,-0.74,0.90
18.154,0.29,-1.00,0.69
18.159,0.31,-1.22,0.47
18.188,0.36,-1.35,0.29
18.188,0.43,-1.33,0.15
18.189,0.50,-1.22,0.03
18.189,0.53,-1.08,-0.07
18.189,0.56,-0.92,-0.17
18.189,0.60,-0.77,-0.26
18.193,0.65,-0.66,-0.32
18.197,0.72,-0.58,-0.35
18.202,0.80,-0.55,-0.34
18.206,0.87,-0.55,-0.30
18.212,0.92,-0.56,-0.25
18.217,0.95,-0.54,-0.19
18.222,0.96,-0.50,-0.15
18.227,0.95,-0.47,-0.13
18.231,0.93,-0.44,-0.12
18.236,0.93,-0.43,-0.13
18.241,0.92,-0.43,-0.14
18.247,0.92,-0.46,-0.15
18.252,0.91,-0.50,-0.16
18.257,0.91,-0.54,-0.18
18.264,0.92,-0.54,-0.20
18.267,0.94,-0.51,-0.21
18.272,0.95,-0.48,-0.23
18.278,0.97,-0.45,-0.24
18.282,0.98,-0.40,-0.24
18.285,0.98,-0.35,-0.24
18.291,0.98,-0.31,-0.24
18.299,0.98,-0.27,-0.23
18.300,0.99,-0.22,-0.23
18.306,1.00,-0.16,-0.22
18.311,1.01,-0.11,-0.22
18.335,1.02,-0.06,-0.22
18.336,1.03,-0.01,-0.22
18.336,1.03,0.02,-0.20
18.336,1.03,0.05,-0.17
18.337,1.03,0.07,-0.15
18.339,1.03,0.08,-0.13
18.345,1.03,0.07,-0.14
18.349,1.00,0.06,-0.14
18.354,0.94,0.03,-0.13
18.358,0.86,-0.01,-0.11
18.363,0.76,-0.06,-0.06
18.368,0.66,-0.13,0.00
18.374,0.57,-0.24,0.07
18.379,0.50,-0.35,0.13
18.384,0.46,-0.46,0.19
18.388,0.46,-0.57,0.22
18.400,0.47,-0.66,0.25
18.404,0.49,-0.74,0.28
18.409,0.50,-0.76,0.29
18.415,0.51,-0.72,0.29
18.419,0.51,-0.59,0.28
18.423,0.50,-0.40,0.25
18.440,0.48,-0.20,0.22
18.441,0.44,-0.00,0.19
18.441,0.42,0.16,0.17
18.442,0.41,0.27,0.15
18.447,0.41,0.32,0.14
18.452,0.40,0.29,0.13
18.457,0.41,0.22,0.12
18.461,0.42,0.14,0.11
18.467,0.42,0.08,0.10
18.471,0.41,0.02,0.08
18.479,0.39,-0.02,0.06
18.482,0.35,-0.03,0.03
18.487,0.32,-0.02,-0.01
18.492,0.28,0.00,-0.05
18.498,0.25,0.05,-0.09
18.502,0.23,0.09,-0.13
18.506,0.22,0.12,-0.15
18.513,0.21,0.15,-0.17
18.517,0.21,0.16,-0.19
18.522,0.22,0.16,-0.19
18.527,0.23,0.16,-0.18
18.532,0.24,0.14,-0.16
18.536,0.24,0.12,-0.13
18.542,0.24,0.09,-0.11
18.554,0.24,0.07,-0.07
18.555,0.23,0.04,-0.04
18.556,0.22,0.03,-0.00
18.560,0.20,0.04,0.03
18.588,0.19,0.05,0.06
18.589,0.19,0.06,0.09
18.590,0.18,0.09,0.12
18.590,0.17,0.12,0.14
18.591,0.16,0.16,0.16
18.591,0.15,0.19,0.18
18.597,0.14,0.19,0.19
18.599,0.15,0.18,0.19
18.604,0.16,0.14,0.19
18.608,0.17,0.08,0.18
18.613,0.19,0.02,0.16
18.618,0.21,-0.03,0.14
18.623,0.23,-0.05,0.11
18.629,0.25,-0.06,0.09
18.633,0.26,-0.04,0.07
18.638,0.27,-0.02,0.04
18.643,0.28,0.02,0.02
18.649,0.29,0.07,-0.00
18.654,0.29,0.09,-0.01
18.658,0.29,0.09,-0.00
18.687,0.27,0.07,0.02
18.688,0.27,0.03,0.03
18.688,0.28,-0.05,0.04
18.688,0.30,-0.13,0.05
18.688,0.32,-0.20,0.06
18.689,0.35,-0.25,0.07
18.692,0.38,-0.27,0.08
18.697,0.39,-0.27,0.09
18.701,0.40,-0.26,0.10
18.706,0.40,-0.24,0.10
18.712,0.41,-0.21,0.10
18.716,0.42,-0.18,0.11
18.726,0.43,-0.17,0.11
18.732,0.44,-0.16,0.10
18.736,0.44,-0.17,0.10
18.741,0.43,-0.19,0.10
18.750,0.43,-0.20,0.10
18.752,0.43,-0.20,0.11
18.756,0.42,-0.20,0.12
18.789,0.40,-0.22,0.13
18.791,0.38,-0.21,0.14
18.792,0.36,-0.17,0.14
18.792,0.35,-0.11,0.14
18.793,0.33,-0.05,0.13
18.793,0.31,-0.00,0.12
18.793,0.30,0.03,0.11
18.799,0.29,0.06,0.10
18.800,0.29,0.08,0.08
18.805,0.29,0.08,0.07
18.809,0.29,0.08,0.06
18.814,0.28,0.08,0.06
18.819,0.27,0.07,0.05
18.824,0.25,0.09,0.05
18.829,0.24,0.10,0.05
18.834,0.24,0.10,0.05
18.839,0.23,0.10,0.04
18.843,0.20,0.13,0.04
18.848,0.17,0.17,0.04
18.854,0.15,0.18,0.04
18.858,0.15,0.17,0.04
18.867,0.16,0.13,0.03
18.868,0.17,0.10,0.02
18.874,0.17,0.10,0.02
18.878,0.16,0.13,0.01
18.901,0.15,0.15,0.01
18.903,0.13,0.18,0.01
18.903,0.12,0.21,0.02
18.904,0.12,0.22,0.02
18.904,0.11,0.23,0.03
18.908,0.11,0.22,0.04
18.914,0.11,0.21,0.04
18.917,0.11,0.19,0.05
18.922,0.10,0.16,0.05
18.927,0.09,0.14,0.06
18.932,0.08,0.13,0.07
18.938,0.07,0.12,0.07
18.942,0.06,0.12,0.07
18.948,0.06,0.14,0.06
18.952,0.05,0.17,0.05
18.956,0.05,0.20,0.04
18.962,0.03,0.22,0.02
18.967,0.03,0.23,0.01
18.973,0.02,0.22,0.00
18.978,0.01,0.19,0.00
18.983,0.01,0.15,0.01
18.987,0.01,0.11,0.02
18.993,0.00,0.08,0.03
19.000,0.00,0.06,0.04
19.003,0.00,0.04,0.05
19.010,-0.00,0.04,0.05
19.013,-0.00,0.04,0.05
19.025,-0.01,0.04,0.05
19.027,-0.01,0.04,0.05
19.027,-0.01,0.03,0.05
19.055,-0.02,0.02,0.05
19.055,-0.02,-0.01,0.05
19.055,-0.02,-0.03,0.05
19.055,-0.02,-0.05,0.06
19.055,-0.02,-0.08,0.06
19.059,-0.02,-0.09,0.06
19.064,-0.02,-0.11,0.06
19.069,-0.02,-0.11,0.05
19.074,-0.03,-0.12,0.05
19.080,-0.03,-0.11,0.05
19.084,-0.03,-0.11,0.04
19.089,-0.03,-0.10,0.04
19.094,-0.03,-0.10,0.04
19.101,-0.03,-0.11,0.04
19.104,-0.03,-0.12,0.05
19.110,-0.02,-0.14,0.05
19.114,-0.02,-0.15,0.05
19.118,-0.02,-0.17,0.05
19.123,-0.02,-0.18,0.05
19.128,-0.01,-0.19,0.04
19.136,-0.01,-0.20,0.05
19.139,-0.02,-0.21,0.05
19.144,-0.02,-0.24,0.05
19.154,-0.03,-0.26,0.05
19.155,-0.04,-0.28,0.06
19.159,-0.04,-0.32,0.08
19.163,-0.04,-0.36,0.09
19.180,-0.03,-0.40,0.10
19.180,-0.02,-0.42,0.11
19.181,-0.01,-0.43,0.11
19.182,0.00,-0.42,0.11
19.187,0.01,-0.39,0.11
19.191,0.01,-0.35,0.10
19.197,0.01,-0.32,0.10
19.202,0.02,-0.29,0.09
19.206,0.02,-0.27,0.08
19.211,0.03,-0.26,0.08
19.216,0.04,-0.26,0.07
19.221,0.04,-0.26,0.07
19.226,0.05,-0.27,0.06
19.234,0.06,-0.29,0.06
19.240,0.07,-0.32,0.06
19.244,0.08,-0.34,0.06
19.247,0.09,-0.36,0.06
19.251,0.10,-0.38,0.06
19.255,0.10,-0.40,0.08
19.260,0.10,-0.44,0.09
19.265,0.10,-0.47,0.09
19.270,0.10,-0.52,0.10
19.275,0.10,-0.56,0.11
19.280,0.10,-0.60,0.12
19.286,0.10,-0.63,0.13
19.291,0.10,-0.65,0.14
19.327,0.10,-0.67,0.15
19.328,0.10,-0.69,0.16
19.328,0.10,-0.69,0.17
19.328,0.09,-0.69,0.17
19.328,0.08,-0.68,0.17
19.329,0.07,-0.67,0.17
19.329,0.06,-0.66,0.16
19.329,0.05,-0.64,0.16
19.338,0.04,-0.64,0.16
19.341,0.04,-0.64,0.16
19.344,0.03,-0.65,0.17
19.349,0.03,-0.66,0.17
19.353,0.03,-0.68,0.17
19.358,0.03,-0.70,0.17
19.363,0.02,-0.72,0.17
19.368,0.01,-0.74,0.17
19.378,0.00,-0.76,0.17
19.383,-0.01,-0.77,0.17
19.388,-0.02,-0.77,0.17
19.393,-0.03,-0.77,0.17
19.407,-0.04,-0.77,0.17
19.409,-0.05,-0.76,0.17
19.409,-0.05,-0.75,0.17
19.472,-0.05,-0.74,0.18
19.474,-0.05,-0.73,0.18
19.474,-0.06,-0.72,0.17
19.475,-0.07,-0.72,0.17
19.476,-0.08,-0.71,0.17
19.477,-0.08,-0.71,0.16
19.477,-0.08,-0.69,0.15
19.478,-0.09,-0.67,0.15
19.479,-0.09,-0.65,0.14
19.480,-0.09,-0.63,0.14
19.481,-0.10,-0.62,0.13
19.481,-0.10,-0.62,0.13
19.482,-0.11,-0.62,0.14
19.483,-0.13,-0.62,0.15
19.483,-0.14,-0.62,0.16
19.491,-0.15,-0.62,0.16
19.492,-0.16,-0.61,0.16
19.496,-0.16,-0.61,0.15
19.501,-0.16,-0.60,0.15
19.505,-0.15,-0.59,0.14
19.510,-0.15,-0.58,0.14
19.517,-0.15,-0.57,0.13
19.520,-0.14,-0.56,0.13
19.525,-0.14,-0.55,0.12
19.530,-0.13,-0.53,0.11
19.538,-0.13,-0.52,0.10
19.540,-0.13,-0.50,0.09
19.545,-0.13,-0.49,0.08
19.560,-0.13,-0.49,0.07
19.560,-0.13,-0.50,0.07
19.560,-0.13,-0.51,0.07
19.564,-0.13,-0.52,0.07
19.569,-0.13,-0.53,0.07
19.574,-0.13,-0.54,0.08
19.578,-0.13,-0.54,0.08
19.584,-0.13,-0.53,0.08
19.588,-0.14,-0.52,0.08
19.593,-0.14,-0.51,0.08
19.598,-0.14,-0.50,0.08
19.603,-0.15,-0.48,0.08
19.608,-0.15,-0.46,0.08
19.613,-0.15,-0.43,0.07
19.618,-0.15,-0.41,0.07
19.623,-0.14,-0.40,0.07
19.628,-0.13,-0.39,0.07
19.634,-0.13,-0.40,0.07
19.638,-0.11,-0.40,0.07
19.643,-0.11,-0.40,0.07
19.647,-0.10,-0.38,0.07
19.653,-0.10,-0.36,0.07
19.657,-0.09,-0.34,0.07
19.662,-0.09,-0.32,0.06
19.671,-0.08,-0.30,0.06
19.674,-0.08,-0.28,0.06
19.678,-0.07,-0.27,0.06
19.715,-0.07,-0.25,0.05
19.716,-0.06,-0.22,0.05
19.719,-0.05,-0.19,0.04
19.720,-0.05,-0.15,0.04
19.721,-0.05,-0.10,0.04
19.722,-0.05,-0.06,0.02
19.723,-0.05,-0.04,0.02
19.724,-0.04,-0.03,0.02
19.727,-0.04,-0.03,0.02
19.731,-0.03,-0.03,0.02
19.736,-0.03,-0.03,0.02
19.740,-0.02,-0.03,0.02
19.745,-0.02,-0.02,0.02
19.752,-0.01,-0.02,0.02
19.756,-0.01,-0.00,0.02
19.761,-0.01,0.00,0.03
19.765,-0.00,0.00,0.03
19.771,0.00,-0.00,0.03
19.776,0.01,-0.00,0.03
19.780,0.01,-0.01,0.04
19.787,0.00,-0.02,0.04
19.793,-0.00,-0.03,0.04
19.796,-0.01,-0.05,0.05
19.802,-0.01,-0.07,0.04
19.807,-0.01,-0.09,0.04
19.813,-0.02,-0.11,0.04
19.815,-0.02,-0.13,0.04
19.822,-0.02,-0.15,0.04
19.824,-0.03,-0.15,0.04
19.829,-0.04,-0.16,0.04
19.850,-0.04,-0.18,0.03
19.851,-0.05,-0.20,0.03
19.851,-0.05,-0.22,0.03
19.851,-0.05,-0.24,0.03
19.853,-0.04,-0.25,0.02
19.858,-0.04,-0.26,0.02
19.862,-0.04,-0.27,0.02
19.868,-0.04,-0.28,0.02
19.872,-0.05,-0.28,0.02
19.877,-0.05,-0.29,0.02
19.883,-0.05,-0.30,0.02
19.887,-0.06,-0.30,0.02
19.893,-0.06,-0.30,0.02
19.898,-0.06,-0.30,0.02
19.903,-0.07,-0.31,0.01
19.908,-0.07,-0.32,0.01
19.913,-0.07,-0.33,0.01
19.927,-0.08,-0.35,0.02
19.928,-0.08,-0.35,0.02
19.930,-0.08,-0.35,0.02
19.977,-0.09,-0.35,0.02
19.977,-0.09,-0.33,0.02
19.978,-0.09,-0.31,0.02
19.978,-0.10,-0.29,0.02
19.978,-0.10,-0.27,0.01
19.979,-0.10,-0.26,0.01
19.979,-0.10,-0.25,0.01
19.979,-0.10,-0.25,0.01
19.980,-0.10,-0.26,0.01
19.980,-0.10,-0.27,0.01
19.981,-0.10,-0.27,0.01
19.986,-0.10,-0.27,0.01
19.990,-0.09,-0.26,0.01
19.995,-0.09,-0.25,0.01
20.000,-0.09,-0.23,0.01
20.005,-0.09,-0.21,0.01
20.009,-0.08,-0.18,0.01
20.015,-0.08,-0.16,0.00
20.020,-0.07,-0.13,-0.01
20.030,-0.06,-0.12,-0.01
20.036,-0.05,-0.10,-0.01
20.040,-0.04,-0.09,-0.01
20.044,-0.03,-0.08,-0.01
20.049,-0.03,-0.07,-0.01
20.060,-0.03,-0.04,-0.01
20.062,-0.02,-0.03,-0.01
20.065,-0.02,-0.02,-0.01
20.094,-0.01,-0.02,0.00
20.095,0.00,-0.01,0.01
20.095,0.00,0.00,0.01
20.096,0.01,0.01,0.01
20.096,0.01,0.03,0.01
20.096,0.01,0.05,0.00
20.098,0.02,0.07,0.00
20.103,0.02,0.09,0.00
20.108,0.02,0.10,-0.01
20.113,0.03,0.11,-0.01
20.118,0.04,0.12,-0.01
20.123,0.04,0.13,-0.01
20.127,0.05,0.13,-0.02
20.133,0.05,0.13,-0.02
20.138,0.06,0.14,-0.02
20.142,0.06,0.15,-0.02
20.147,0.06,0.15,-0.02
20.154,0.05,0.15,-0.01
20.159,0.05,0.15,-0.01
20.163,0.05,0.16,-0.01
20.169,0.05,0.16,-0.01
20.174,0.05,0.17,-0.01
20.178,0.04,0.18,-0.01
20.184,0.04,0.20,-0.01
20.190,0.04,0.22,-0.01
20.193,0.04,0.24,-0.02
20.197,0.04,0.26,-0.02
20.209,0.04,0.28,-0.02
20.211,0.04,0.29,-0.02
20.212,0.05,0.29,-0.02
20.220,0.06,0.28,-0.02
20.246,0.07,0.26,-0.02
20.247,0.09,0.24,-0.02
20.247,0.10,0.23,-0.02
20.248,0.11,0.22,-0.02
20.248,0.10,0.24,-0.03
20.248,0.08,0.27,-0.03
20.251,0.05,0.31,-0.03
20.255,0.02,0.35,-0.03
20.259,0.00,0.35,-0.02
20.264,-0.00,0.32,-0.01
20.269,0.01,0.25,0.00
20.274,0.04,0.17,0.01
20.279,0.07,0.11,0.02
20.284,0.09,0.09,0.03
20.289,0.10,0.10,0.04
20.294,0.10,0.15,0.04
20.303,0.10,0.22,0.02
20.305,0.10,0.29,0.00
20.309,0.10,0.34,-0.01
20.314,0.11,0.38,-0.03
20.324,0.11,0.40,-0.04
20.327,0.10,0.39,-0.05
20.330,0.11,0.37,-0.04
20.334,0.12,0.35,-0.04
20.346,0.12,0.32,-0.03
20.347,0.13,0.31,-0.03
20.396,0.13,0.31,-0.03
20.397,0.13,0.31,-0.03
20.397,0.12,0.33,-0.03
20.398,0.11,0.35,-0.03
20.398,0.10,0.38,-0.04
20.398,0.08,0.40,-0.05
20.398,0.07,0.41,-0.05
20.398,0.06,0.41,-0.05
20.399,0.05,0.41,-0.05
20.399,0.05,0.40,-0.05
